smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,litegov_score
CC(C)c1ccc(C(=O)Nc2ccc(N3CCOCC3)nc2)cc1,,0.936998493967276,3.2939000000000016,1.9034916668662727,0.0,O=C(Nc1ccc(N2CCOCC2)nc1)c1ccccc1,1.9034916668662727,CC(C)c1ccc(C(=O)Nc2ccc(N3CCOCC3)nc2)cc1,0.936998493967276,325.41200000000003,3.2939000000000016,54.46000000000001,4.0,1.0,4.0,24.0,2.0,0.3684210526315789,O=C(Nc1ccc(N2CCOCC2)nc1)c1ccccc1,0,True,1.9034916668662727,0.9644552218998274
CCc1csc(NC(=O)c2cccc(N3CCOCC3)c2)n1,,0.9419363767328828,2.7944000000000004,2.0466673475713737,0.0,O=C(Nc1nccs1)c1cccc(N2CCOCC2)c1,2.0466673475713737,CCc1csc(NC(=O)c2cccc(N3CCOCC3)c2)n1,0.9419363767328828,317.4140000000001,2.7944000000000004,54.46000000000001,5.0,1.0,4.0,22.0,2.0,0.375,O=C(Nc1nccs1)c1cccc(N2CCOCC2)c1,0,True,2.0466673475713737,0.963524327708598
C[C@H](NC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,,0.9442148857341172,3.2794000000000025,2.1127730390711488,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,2.1127730390711488,C[C@H](NC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,0.9442148857341172,309.413,3.2794000000000025,35.580000000000005,2.0,1.0,3.0,23.0,2.0,0.3157894736842105,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,2.1127730390711488,0.9630932882206783
Cc1ccc(C(=O)NCCN2CCc3ccccc32)cn1,,0.9340321591996188,2.18252,1.994376281214009,0.0,O=C(NCCN1CCc2ccccc21)c1cccnc1,1.994376281214009,Cc1ccc(C(=O)NCCN2CCc3ccccc32)cn1,0.9340321591996188,281.359,2.18252,45.23,3.0,1.0,4.0,21.0,2.0,0.2941176470588235,O=C(NCCN1CCc2ccccc21)c1cccnc1,0,True,1.994376281214009,0.9583298782445506
CCc1ccc(C(=O)NC2CCN(c3ccccc3)CC2)s1,,0.9328356280314763,3.7093000000000025,1.9714697514175263,0.0,O=C(NC1CCN(c2ccccc2)CC1)c1cccs1,1.9714697514175263,CCc1ccc(C(=O)NC2CCN(c3ccccc3)CC2)s1,0.9328356280314763,314.45400000000006,3.7093000000000025,32.34,3.0,1.0,4.0,22.0,2.0,0.3888888888888889,O=C(NC1CCN(c2ccccc2)CC1)c1cccs1,0,True,1.9714697514175263,0.9581100255814768
Cc1ccc(CNC(=O)Cc2cccc(Br)c2)cc1,,0.9165040327489428,3.6164200000000015,1.5801053537809278,0.0,O=C(Cc1ccccc1)NCc1ccccc1,1.5801053537809278,Cc1ccc(CNC(=O)Cc2cccc(Br)c2)cc1,0.9165040327489428,318.21400000000006,3.6164200000000015,29.1,1.0,1.0,4.0,19.0,2.0,0.1875,O=C(Cc1ccccc1)NCc1ccccc1,0,True,1.5801053537809278,0.9580835721325418
Cc1ccc(-c2nnc(NC(=O)C3CCCCC3)s2)cc1,,0.9307860846704572,4.032320000000003,1.9231185258546155,0.0,O=C(Nc1nnc(-c2ccccc2)s1)C1CCCCC1,1.9231185258546155,Cc1ccc(-c2nnc(NC(=O)C3CCCCC3)s2)cc1,0.9307860846704572,301.415,4.032320000000003,54.88,4.0,1.0,3.0,21.0,2.0,0.4375,O=C(Nc1nnc(-c2ccccc2)s1)C1CCCCC1,0,True,1.9231185258546155,0.9580778624954214
Cc1ccc(C(=O)N2CC[C@@H](NC(=O)c3cccs3)C2)cc1,,0.9467640588255388,2.701020000000001,2.3289055489852366,0.0,O=C(N[C@@H]1CCN(C(=O)c2ccccc2)C1)c1cccs1,2.3289055489852366,Cc1ccc(C(=O)N2CC[C@@H](NC(=O)c3cccs3)C2)cc1,0.9467640588255388,314.4100000000001,2.701020000000001,49.41,3.0,1.0,3.0,22.0,2.0,0.2941176470588235,O=C(N[C@@H]1CCN(C(=O)c2ccccc2)C1)c1cccs1,0,True,2.3289055489852366,0.9572385148146662
Cc1cc(NC(=O)c2ccc(N3CCOCC3)cc2)on1,,0.9357037162139916,2.07192,2.077021930646545,0.0,O=C(Nc1ccno1)c1ccc(N2CCOCC2)cc1,2.077021930646545,Cc1cc(NC(=O)c2ccc(N3CCOCC3)cc2)on1,0.9357037162139916,287.319,2.07192,67.60000000000001,5.0,1.0,3.0,21.0,2.0,0.3333333333333333,O=C(Nc1ccno1)c1ccc(N2CCOCC2)cc1,0,True,2.077021930646545,0.9567232136802986
COc1ccc(CC(=O)NCc2ccc(F)cc2)cc1,,0.9092661702805248,2.693200000000001,1.473209722516943,0.0,O=C(Cc1ccccc1)NCc1ccccc1,1.473209722516943,COc1ccc(CC(=O)NCc2ccc(F)cc2)cc1,0.9092661702805248,273.307,2.693200000000001,38.33,2.0,1.0,5.0,20.0,2.0,0.1875,O=C(Cc1ccccc1)NCc1ccccc1,0,True,1.473209722516943,0.9555570363365358
CC(C)CNC(=O)N1CCN(c2ccc(F)c(F)c2)CC1,,0.9299765290326428,2.452400000000001,1.9775258485488791,0.0,c1ccc(N2CCNCC2)cc1,1.9775258485488791,CC(C)CNC(=O)N1CCN(c2ccc(F)c(F)c2)CC1,0.9299765290326428,297.34900000000005,2.452400000000001,35.580000000000005,2.0,1.0,3.0,21.0,1.0,0.5333333333333333,c1ccc(N2CCNCC2)cc1,0,True,1.9775258485488791,0.95528749547285
Cc1cocc1C(=O)NC1CCN(c2ccccc2)CC1,,0.9421340997754252,2.9868200000000016,2.2726453858798354,0.0,O=C(NC1CCN(c2ccccc2)CC1)c1ccoc1,2.2726453858798354,Cc1cocc1C(=O)NC1CCN(c2ccccc2)CC1,0.9421340997754252,284.3590000000001,2.9868200000000016,45.48,3.0,1.0,3.0,21.0,2.0,0.3529411764705882,O=C(NC1CCN(c2ccccc2)CC1)c1ccoc1,0,True,2.2726453858798354,0.95516435002323
Cc1ccoc1CC(=O)NC1CCN(c2ccc(F)cc2)CC1,,0.9427652156076276,3.054820000000002,2.2930439687780293,0.0,O=C(Cc1ccco1)NC1CCN(c2ccccc2)CC1,2.2930439687780293,Cc1ccoc1CC(=O)NC1CCN(c2ccc(F)cc2)CC1,0.9427652156076276,316.3760000000001,3.054820000000002,45.48,3.0,1.0,4.0,23.0,2.0,0.3888888888888889,O=C(Cc1ccco1)NC1CCN(c2ccccc2)CC1,0,True,2.2930439687780293,0.9549660478772215
Cc1ccccc1-c1cc(CNC(=O)C2CCCCC2)no1,,0.9325180420229374,3.8465200000000026,2.049914703340603,0.0,O=C(NCc1cc(-c2ccccc2)on1)C1CCCCC1,2.049914703340603,Cc1ccccc1-c1cc(CNC(=O)C2CCCCC2)no1,0.9325180420229374,298.386,3.8465200000000026,55.13,3.0,1.0,4.0,22.0,2.0,0.4444444444444444,O=C(NCc1cc(-c2ccccc2)on1)C1CCCCC1,0,True,2.049914703340603,0.954857613893922
Cc1ccc(CNC(=O)Cc2ccc(Cl)cc2)cc1,,0.9074863638538168,3.5073200000000018,1.4495720204475937,0.0,O=C(Cc1ccccc1)NCc1ccccc1,1.4495720204475937,Cc1ccc(CNC(=O)Cc2ccc(Cl)cc2)cc1,0.9074863638538168,273.76300000000003,3.5073200000000018,29.1,1.0,1.0,4.0,19.0,2.0,0.1875,O=C(Cc1ccccc1)NCc1ccccc1,0,True,1.4495720204475937,0.9548356854872568
Cc1cccc(CNC(=O)N2CCN(c3ccc(F)cc3F)CC2)c1,,0.9264084210542588,3.3050200000000025,1.9123528613120708,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,1.9123528613120708,Cc1cccc(CNC(=O)N2CCN(c3ccc(F)cc3F)CC2)c1,0.9264084210542588,345.3930000000001,3.3050200000000025,35.580000000000005,2.0,1.0,3.0,25.0,2.0,0.3157894736842105,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.9123528613120708,0.9545134080682188
Cc1ccc(Cl)c(C(=O)NCc2ccc(F)cc2)c1,,0.9101893980777164,3.717520000000002,1.5262112076754608,0.0,O=C(NCc1ccccc1)c1ccccc1,1.5262112076754608,Cc1ccc(Cl)c(C(=O)NCc2ccc(F)cc2)c1,0.9101893980777164,277.726,3.717520000000002,29.1,1.0,1.0,3.0,19.0,2.0,0.1333333333333333,O=C(NCc1ccccc1)c1ccccc1,0,True,1.5262112076754608,0.9543917174192549
CCOc1ccc(C(=O)NCc2cccc(F)c2)cc1,,0.9084214771086202,3.1544000000000016,1.488370046403583,0.0,O=C(NCc1ccccc1)c1ccccc1,1.488370046403583,CCOc1ccc(C(=O)NCc2cccc(F)c2)cc1,0.9084214771086202,273.307,3.1544000000000016,38.33,2.0,1.0,5.0,20.0,2.0,0.1875,O=C(NCc1ccccc1)c1ccccc1,0,True,1.488370046403583,0.9542178744716989
CC(C)(C)OC(=O)N1CCC(C(=O)NCc2ccc(F)cc2)CC1,,0.9226462521735456,3.0890000000000013,1.8549453914026053,0.0,O=C(NCc1ccccc1)C1CCNCC1,1.8549453914026053,CC(C)(C)OC(=O)N1CCC(C(=O)NCc2ccc(F)cc2)CC1,0.9226462521735456,336.4070000000001,3.0890000000000013,58.64,3.0,1.0,3.0,24.0,1.0,0.5555555555555556,O=C(NCc1ccccc1)C1CCNCC1,0,True,1.8549453914026053,0.9532698286656285
Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccco3)CC2)cn1,,0.934486055478566,2.26522,2.1409070514816566,0.0,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)c1ccco1,2.1409070514816566,Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccco3)CC2)cn1,0.934486055478566,327.3840000000001,2.26522,75.44,4.0,1.0,4.0,24.0,2.0,0.3888888888888889,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)c1ccco1,0,True,2.1409070514816566,0.9532044765217638
CCC(CC)NC(=O)N1CCN(c2ccc(Cl)cc2)CC1,,0.9254276890504728,3.3602000000000025,1.936802942466068,0.0,c1ccc(N2CCNCC2)cc1,1.936802942466068,CCC(CC)NC(=O)N1CCN(c2ccc(Cl)cc2)CC1,0.9254276890504728,309.84100000000007,3.3602000000000025,35.580000000000005,2.0,1.0,4.0,21.0,1.0,0.5625,c1ccc(N2CCNCC2)cc1,0,True,1.936802942466068,0.9526997913388726
CC(C)CC(=O)N1CC(NC(=O)c2cccc(Cl)c2)C1,,0.9263790695531944,2.3267,1.9666542569299,0.0,O=C(NC1CNC1)c1ccccc1,1.9666542569299,CC(C)CC(=O)N1CC(NC(=O)c2cccc(Cl)c2)C1,0.9263790695531944,294.78200000000004,2.3267,49.41,2.0,1.0,4.0,20.0,1.0,0.4666666666666667,O=C(NC1CNC1)c1ccccc1,0,True,1.9666542569299,0.9524348192251911
Cc1ccc(C)c(C(=O)NCc2ccc(Br)cc2)c1,,0.9105683748030428,3.9959400000000014,1.5908335589091325,0.0,O=C(NCc1ccccc1)c1ccccc1,1.5908335589091325,Cc1ccc(C)c(C(=O)NCc2ccc(Br)cc2)c1,0.9105683748030428,318.214,3.9959400000000014,29.1,1.0,1.0,3.0,19.0,2.0,0.1875,O=C(NCc1ccccc1)c1ccccc1,0,True,1.5908335589091325,0.9522935381652232
Cc1cccc(CNC(=O)c2ccc(Br)c(F)c2)c1,,0.9142374436378892,3.826620000000002,1.688872165585476,0.0,O=C(NCc1ccccc1)c1ccccc1,1.688872165585476,Cc1cccc(CNC(=O)c2ccc(Br)c(F)c2)c1,0.9142374436378892,322.177,3.826620000000002,29.1,1.0,1.0,3.0,19.0,2.0,0.1333333333333333,O=C(NCc1ccccc1)c1ccccc1,0,True,1.688872165585476,0.9519172751821428
Cc1ccc(O)c(C(=O)N2CCN(c3ccccn3)CC2)c1,,0.9215960101532796,2.05802,1.9003585220219208,0.0,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,1.9003585220219208,Cc1ccc(O)c(C(=O)N2CCN(c3ccccn3)CC2)c1,0.9215960101532796,297.35800000000006,2.05802,56.67,4.0,1.0,2.0,22.0,2.0,0.2941176470588235,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,0,True,1.9003585220219208,0.9506009949318663
CC(C)(C)OCc1ccc(NC(=O)c2cscn2)cc1,,0.9335226042748338,3.7105000000000015,2.2007388723145134,0.0,O=C(Nc1ccccc1)c1cscn1,2.2007388723145134,CC(C)(C)OCc1ccc(NC(=O)c2cscn2)cc1,0.9335226042748338,290.388,3.7105000000000015,51.22,4.0,1.0,4.0,20.0,2.0,0.3333333333333333,O=C(Nc1ccccc1)c1cscn1,0,True,2.2007388723145134,0.9500695175030993
COc1ccc(NC(=O)N2CCC[C@H](n3cccn3)C2)cc1,,0.9478961981851824,2.760700000000001,2.5586206588753466,0.0,O=C(Nc1ccccc1)N1CCC[C@H](n2cccn2)C1,2.5586206588753466,COc1ccc(NC(=O)N2CCC[C@H](n3cccn3)C2)cc1,0.9478961981851824,300.362,2.760700000000001,59.39,4.0,1.0,3.0,22.0,2.0,0.375,O=C(Nc1ccccc1)N1CCC[C@H](n2cccn2)C1,0,True,2.5586206588753466,0.9495849907749014
Cc1noc(CNC(=O)N2CCC(Cc3ccc(F)cc3)CC2)n1,,0.9342736534641716,2.681420000000001,2.23593982740139,0.0,O=C(NCc1ncno1)N1CCC(Cc2ccccc2)CC1,2.23593982740139,Cc1noc(CNC(=O)N2CCC(Cc3ccc(F)cc3)CC2)n1,0.9342736534641716,332.3790000000001,2.681420000000001,71.26,4.0,1.0,4.0,24.0,2.0,0.4705882352941176,O=C(NCc1ncno1)N1CCC(Cc2ccccc2)CC1,0,True,2.23593982740139,0.9494206571650996
CN(C)c1ccc(C(=O)NCCc2ccccc2)cc1,,0.904006114277903,2.725100000000001,1.5145854310189684,0.0,O=C(NCCc1ccccc1)c1ccccc1,1.5145854310189684,CN(C)c1ccc(C(=O)NCCc2ccccc2)cc1,0.904006114277903,268.36,2.725100000000001,32.34,2.0,1.0,5.0,20.0,2.0,0.2352941176470588,O=C(NCCc1ccccc1)c1ccccc1,0,True,1.5145854310189684,0.9492217663809717
CCc1ccccc1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,,0.9229585808522606,3.378300000000002,1.9897209158781308,0.0,O=C(NC1CCNCC1)c1ccccc1,1.9897209158781308,CCc1ccccc1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,0.9229585808522606,332.44400000000013,3.378300000000002,58.64,3.0,1.0,3.0,24.0,1.0,0.5789473684210527,O=C(NC1CCNCC1)c1ccccc1,0,True,1.9897209158781308,0.9484602132752171
Cc1ccccc1C(=O)N1CC[C@@H](CNC(=O)c2ccccn2)C1,,0.9387902194436052,2.28212,2.386376677584962,0.0,O=C(NC[C@@H]1CCN(C(=O)c2ccccc2)C1)c1ccccn1,2.386376677584962,Cc1ccccc1C(=O)N1CC[C@@H](CNC(=O)c2ccccn2)C1,0.9387902194436052,323.396,2.28212,62.3,3.0,1.0,4.0,24.0,2.0,0.3157894736842105,O=C(NC[C@@H]1CCN(C(=O)c2ccccc2)C1)c1ccccn1,0,True,2.386376677584962,0.9478331704523206
Cc1ccc(CCNC(=O)Cc2ccc(Br)cc2)o1,,0.9180637945060568,3.251920000000002,1.925825866601441,0.0,O=C(Cc1ccccc1)NCCc1ccco1,1.925825866601441,Cc1ccc(CCNC(=O)Cc2ccc(Br)cc2)o1,0.9180637945060568,322.202,3.251920000000002,42.24,2.0,1.0,5.0,19.0,2.0,0.2666666666666666,O=C(Cc1ccccc1)NCCc1ccco1,0,True,1.925825866601441,0.9464343159578062
Cc1ncccc1C(=O)NCC1CCN(C(=O)c2ccccn2)CC1,,0.9258811737552411,2.06722,2.133164697715104,0.0,O=C(NCC1CCN(C(=O)c2ccccn2)CC1)c1cccnc1,2.133164697715104,Cc1ncccc1C(=O)NCC1CCN(C(=O)c2ccccn2)CC1,0.9258811737552411,338.41100000000006,2.06722,75.19,4.0,1.0,4.0,25.0,2.0,0.3684210526315789,O=C(NCC1CCN(C(=O)c2ccccn2)CC1)c1cccnc1,0,True,2.133164697715104,0.9456909837223306
COc1ccc(C(=O)N2CCC(NC(=O)C3CCCCC3)CC2)cc1,,0.9133578810229074,2.996300000000001,1.8517127746381803,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)C1CCCCC1,1.8517127746381803,COc1ccc(C(=O)N2CCC(NC(=O)C3CCCCC3)CC2)cc1,0.9133578810229074,344.4550000000001,2.996300000000001,58.64,3.0,1.0,4.0,25.0,1.0,0.6,O=C(NC1CCN(C(=O)c2ccccc2)CC1)C1CCCCC1,0,True,1.8517127746381803,0.9449658811973876
Cc1ccc(CCNC(=O)c2ccn(C3CCCC3)n2)cc1,,0.9203368770542848,3.2791200000000016,2.0661103764175266,0.0,O=C(NCCc1ccccc1)c1ccn(C2CCCC2)n1,2.0661103764175266,Cc1ccc(CCNC(=O)c2ccn(C3CCCC3)n2)cc1,0.9203368770542848,297.402,3.2791200000000016,46.92,3.0,1.0,5.0,22.0,2.0,0.4444444444444444,O=C(NCCc1ccccc1)c1ccn(C2CCCC2)n1,0,True,2.0661103764175266,0.9431952559040813
Cc1ccc(C(=O)Nc2cccc(C3CC3)n2)c(C)c1,,0.9170132702439504,3.828140000000002,2.002110850336493,0.0,O=C(Nc1cccc(C2CC2)n1)c1ccccc1,2.002110850336493,Cc1ccc(C(=O)Nc2cccc(C3CC3)n2)c(C)c1,0.9170132702439504,266.344,3.828140000000002,41.99,2.0,1.0,3.0,20.0,2.0,0.2941176470588235,O=C(Nc1cccc(C2CC2)n1)c1ccccc1,0,True,2.002110850336493,0.9425986286616622
Cc1ccccc1NC(=O)N1CCC(n2cccn2)CC1,,0.9210920147415312,3.060520000000001,2.1224441248457886,0.0,O=C(Nc1ccccc1)N1CCC(n2cccn2)CC1,2.1224441248457886,Cc1ccccc1NC(=O)N1CCC(n2cccn2)CC1,0.9210920147415312,284.36300000000006,3.060520000000001,50.16,3.0,1.0,2.0,21.0,2.0,0.375,O=C(Nc1ccccc1)N1CCC(n2cccn2)CC1,0,True,2.1224441248457886,0.9417515303504118
Cc1ccc(CNC(=O)Cc2cccc(F)c2)cc1,,0.895972607820903,2.9930200000000013,1.5197771486527234,0.0,O=C(Cc1ccccc1)NCc1ccccc1,1.5197771486527234,Cc1ccc(CNC(=O)Cc2cccc(F)c2)cc1,0.895972607820903,257.308,2.9930200000000013,29.1,1.0,1.0,4.0,19.0,2.0,0.1875,O=C(Cc1ccccc1)NCc1ccccc1,0,True,1.5197771486527234,0.9417378486183066
Cc1cccc(C(=O)N2CC(CNC(=O)c3ccc(F)cc3F)C2)n1,,0.9237786843717576,2.1702200000000005,2.199533510424134,0.0,O=C(NCC1CN(C(=O)c2ccccn2)C1)c1ccccc1,2.199533510424134,Cc1cccc(C(=O)N2CC(CNC(=O)c3ccc(F)cc3F)C2)n1,0.9237786843717576,345.34900000000005,2.1702200000000005,62.3,3.0,1.0,4.0,25.0,2.0,0.2777777777777778,O=C(NCC1CN(C(=O)c2ccccn2)C1)c1ccccc1,0,True,2.199533510424134,0.941275704595403
Cc1cc(C(=O)NCc2ccccc2C)ccc1F,,0.8970123690196269,3.3725400000000025,1.5940678114490456,0.0,O=C(NCc1ccccc1)c1ccccc1,1.5940678114490456,Cc1cc(C(=O)NCc2ccccc2C)ccc1F,0.8970123690196269,257.30800000000005,3.3725400000000025,29.1,1.0,1.0,3.0,19.0,2.0,0.1875,O=C(NCc1ccccc1)c1ccccc1,0,True,1.5940678114490456,0.9398737612694681
Cc1cccc(CNC(=O)Cc2cccc(F)c2)c1,,0.895972607820903,2.9930200000000013,1.5784950973706715,0.0,O=C(Cc1ccccc1)NCc1ccccc1,1.5784950973706715,Cc1cccc(CNC(=O)Cc2cccc(F)c2)c1,0.895972607820903,257.308,2.9930200000000013,29.1,1.0,1.0,4.0,19.0,2.0,0.1875,O=C(Cc1ccccc1)NCc1ccccc1,0,True,1.5784950973706715,0.9395189920692619
Cc1ncccc1C(=O)NC[C@@H]1COc2ccccc2O1,,0.9356769723890164,1.95982,2.5342725425495107,0.0,O=C(NC[C@@H]1COc2ccccc2O1)c1cccnc1,2.5342725425495107,Cc1ncccc1C(=O)NC[C@@H]1COc2ccccc2O1,0.9356769723890164,284.315,1.95982,60.45,4.0,1.0,3.0,21.0,2.0,0.25,O=C(NC[C@@H]1COc2ccccc2O1)c1cccnc1,0,True,2.5342725425495107,0.9394201896521742
Cn1cc(C(=O)NCc2ccc(C3CC3)cc2)cn1,,0.9102916643707144,2.2275,1.929192533268108,0.0,O=C(NCc1ccc(C2CC2)cc1)c1cn[nH]c1,1.929192533268108,Cn1cc(C(=O)NCc2ccc(C3CC3)cc2)cn1,0.9102916643707144,255.321,2.2275,46.92,3.0,1.0,4.0,19.0,2.0,0.3333333333333333,O=C(NCc1ccc(C2CC2)cc1)c1cn[nH]c1,0,True,1.929192533268108,0.9392564758735508
CC(C)(C)OC(=O)N1CC[C@@H](CNC(=O)Cc2ccccc2)C1,,0.928137335996544,2.6023000000000005,2.359266641970116,0.0,O=C(Cc1ccccc1)NC[C@@H]1CCNC1,2.359266641970116,CC(C)(C)OC(=O)N1CC[C@@H](CNC(=O)Cc2ccccc2)C1,0.928137335996544,318.41700000000003,2.6023000000000005,58.64,3.0,1.0,4.0,23.0,1.0,0.5555555555555556,O=C(Cc1ccccc1)NC[C@@H]1CCNC1,0,True,2.359266641970116,0.9391936717329675
