Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lite_score,method
CCOC(=O)C1=CC=C(C(=O)NC2=CC=C(F)C=C2)C=C1,0.8781220611878047,3.254700000000001,1.4292475317750633,O=C(Nc1ccccc1)c1ccccc1,1.4292475317750633,CCOC(=O)c1ccc(C(=O)Nc2ccc(F)cc2)cc1,0.8781220611878047,287.29,3.254700000000001,55.400000000000006,3,1,4,21,2,0.125,O=C(Nc1ccccc1)c1ccccc1,0,True,1.4292475317750633,0.9355183947090128,lite
O=C(O)C1=CC=C(S(=O)(=O)NCC2=CC=C(F)C=C2)C=C1,0.8846334188663416,2.0024,1.6404698803791202,O=S(=O)(NCc1ccccc1)c1ccccc1,1.6404698803791202,O=C(O)c1ccc(S(=O)(=O)NCc2ccc(F)cc2)cc1,0.8846334188663416,309.318,2.0024,83.47,3,2,5,21,2,0.0714285714285714,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,1.6404698803791202,0.9338704436634022,lite
CC(=O)NC1=CC2=C(C(=O)N1CC1=CC=CC=C1)N(C(C)=O)CCO2,0.919444266927805,1.6002999999999998,2.570478049363455,O=c1c2c(ccn1Cc1ccccc1)OCCN2,2.570478049363455,CC(=O)Nc1cc2c(c(=O)n1Cc1ccccc1)N(C(C)=O)CCO2,0.919444266927805,341.3670000000002,1.6002999999999998,80.64,5,1,3,25,2,0.2777777777777778,O=c1c2c(ccn1Cc1ccccc1)OCCN2,0,True,2.570478049363455,0.932099553081831,lite
COC1=CC=C(CNC(=O)OC(C)(C)C)C=C1,0.8788688032061295,2.719900000000001,1.574089324315473,c1ccccc1,1.574089324315473,COc1ccc(CNC(=O)OC(C)(C)C)cc1,0.8788688032061295,237.299,2.719900000000001,47.56,3,1,3,17,1,0.4615384615384615,c1ccccc1,0,True,1.574089324315473,0.9310674856823651,lite
CCNS(=O)(=O)C1=CC=C(C(=O)NC2=CC=C(Cl)C=C2)C=C1,0.8797868833736247,2.890500000000001,1.6394393723191651,O=C(Nc1ccccc1)c1ccccc1,1.6394393723191651,CCNS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1,0.8797868833736247,338.81600000000003,2.890500000000001,75.27,3,2,5,22,2,0.1333333333333333,O=C(Nc1ccccc1)c1ccccc1,0,True,1.6394393723191651,0.9295783582806383,lite
O=C(CCSC(=O)C1CCCCC1)NC1=CC=CC=C1,0.8958326563077926,3.8553000000000015,2.0778590314657084,O=C(CCSC(=O)C1CCCCC1)Nc1ccccc1,2.0778590314657084,O=C(CCSC(=O)C1CCCCC1)Nc1ccccc1,0.8958326563077926,291.41599999999994,3.8553000000000015,46.17,3,1,5,20,1,0.5,O=C(CCSC(=O)C1CCCCC1)Nc1ccccc1,0,True,2.0778590314657084,0.9284179255801913,lite
O=C(COC1=CN=CC(Cl)=C1)NC(=O)NC1=CC=C(F)C=C1F,0.8957354397607793,2.7403000000000004,2.1344090037430643,O=C(COc1cccnc1)NC(=O)Nc1ccccc1,2.1344090037430643,O=C(COc1cncc(Cl)c1)NC(=O)Nc1ccc(F)cc1F,0.8957354397607793,341.701,2.7403000000000004,80.32,4,2,4,23,2,0.0714285714285714,O=C(COc1cccnc1)NC(=O)Nc1ccccc1,0,True,2.1344090037430643,0.9263329663135622,lite
CN(C)CCN1CCC(C2=NC3=CC=CC=C3N2)C1,0.9096587825382678,1.9138,2.592135790667651,c1ccc2[nH]c(C3CCNC3)nc2c1,2.592135790667651,CN(C)CCN1CCC(c2nc3ccccc3[nH]2)C1,0.9096587825382678,258.3690000000001,1.9138,35.16,3,1,4,19,2,0.5333333333333333,c1ccc2[nH]c(C3CCNC3)nc2c1,0,True,2.592135790667651,0.9225947693796845,lite
CC1(C)OC2=CC=C(F)C=C2C(=O)C1(O)CC1=CC=C(F)C=C1,0.9240557880139998,3.292300000000002,2.996495591145941,O=C1c2ccccc2OCC1Cc1ccccc1,2.996495591145941,CC1(C)Oc2ccc(F)cc2C(=O)C1(O)Cc1ccc(F)cc1,0.9240557880139998,318.319,3.292300000000002,46.53,3,1,2,23,2,0.2777777777777778,O=C1c2ccccc2OCC1Cc1ccccc1,0,True,2.996495591145941,0.9211652726850468,lite
CC(=O)NC1=CC=C(C(=O)N2CCC(O)(C3=CC=C(C)C=C3)CC2)C=N1,0.8879966437758954,2.47222,2.229778909906232,O=C(c1cccnc1)N1CCC(c2ccccc2)CC1,2.229778909906232,CC(=O)Nc1ccc(C(=O)N2CCC(O)(c3ccc(C)cc3)CC2)cn1,0.8879966437758954,353.4220000000001,2.47222,82.53,4,2,3,26,2,0.35,O=C(c1cccnc1)N1CCC(c2ccccc2)CC1,0,True,2.229778909906232,0.9160515617333909,lite
O=C(O)CCC1=CC=C(C2=CC=C3CC(N4CCCC4)CC3=C2)C=C1,0.8997700267810539,3.9338000000000033,2.535902463049636,c1ccc(-c2ccc3c(c2)CC(N2CCCC2)C3)cc1,2.535902463049636,O=C(O)CCc1ccc(-c2ccc3c(c2)CC(N2CCCC2)C3)cc1,0.8997700267810539,335.4470000000001,3.9338000000000033,40.54,2,1,5,25,2,0.4090909090909091,c1ccc(-c2ccc3c(c2)CC(N2CCCC2)C3)cc1,0,True,2.535902463049636,0.9157499521478693,lite
O=C1COC2=CC=NC(SC3=CC=CC=C3)=C2N1,0.8990829872996295,2.5637,2.5424787061080245,O=C1COc2ccnc(Sc3ccccc3)c2N1,2.5424787061080245,O=C1COc2ccnc(Sc3ccccc3)c2N1,0.8990829872996295,258.302,2.5637,51.22,4,1,2,18,2,0.0769230769230769,O=C1COc2ccnc(Sc3ccccc3)c2N1,0,True,2.5424787061080245,0.9149039845236641,lite
NS(=O)(=O)C1=CC=C(SCC2=CC=CS2)C=C1,0.8786063847064,2.687800000000001,2.0501454279944014,c1ccc(SCc2cccs2)cc1,2.0501454279944014,NS(=O)(=O)c1ccc(SCc2cccs2)cc1,0.8786063847064,285.415,2.687800000000001,60.16,4,1,4,17,2,0.0909090909090909,c1ccc(SCc2cccs2)cc1,0,True,2.0501454279944014,0.9140121728943545,lite
C=C(F)CN1C=C(NC(=O)C2CCCCC2)C=N1,0.8939928743553535,2.8851000000000013,2.468133978028113,O=C(Nc1cn[nH]c1)C1CCCCC1,2.468133978028113,C=C(F)Cn1cc(NC(=O)C2CCCCC2)cn1,0.8939928743553535,251.30499999999992,2.8851000000000013,46.92,3,1,4,18,1,0.5384615384615384,O=C(Nc1cn[nH]c1)C1CCCCC1,0,True,2.468133978028113,0.9129848384514467,lite
O=C(O)C1CS(=O)(=O)C2=CC(OC3=CC=C(Cl)C=C3)=CC=C2O1,0.9110671480450792,2.7516000000000016,2.947269526585501,O=S1(=O)CCOc2ccc(Oc3ccccc3)cc21,2.947269526585501,O=C(O)C1CS(=O)(=O)c2cc(Oc3ccc(Cl)cc3)ccc2O1,0.9110671480450792,354.7670000000001,2.7516000000000016,89.9,5,1,3,23,2,0.1333333333333333,O=S1(=O)CCOc2ccc(Oc3ccccc3)cc21,0,True,2.947269526585501,0.9113043184530925,lite
CCNC1CCN(CC(=O)NC2=CC=C(C)C=C2)CC1,0.863750115600656,2.00742,1.7564145808165392,O=C(CN1CCCCC1)Nc1ccccc1,1.7564145808165392,CCNC1CCN(CC(=O)Nc2ccc(C)cc2)CC1,0.863750115600656,275.39600000000013,2.00742,44.370000000000005,3,2,5,20,1,0.5625,O=C(CN1CCCCC1)Nc1ccccc1,0,True,1.7564145808165392,0.9111225377067266,lite
O=C(COCC1=NC(Br)=NO1)NC1CCCCC1,0.895575494157281,1.7976,2.578187615341026,O=C(COCc1ncno1)NC1CCCCC1,2.578187615341026,O=C(COCc1nc(Br)no1)NC1CCCCC1,0.895575494157281,318.1710000000002,1.7976,77.25,5,1,5,18,1,0.7272727272727273,O=C(COCc1ncno1)NC1CCCCC1,0,True,2.578187615341026,0.9105096646358541,lite
CN(C)CCNC1=NN=C(C2=CC=C(F)C=C2)O1,0.877261056487291,1.8492,2.160790086625399,c1ccc(-c2nnco2)cc1,2.160790086625399,CN(C)CCNc1nnc(-c2ccc(F)cc2)o1,0.877261056487291,250.277,1.8492,54.19,5,1,5,18,2,0.3333333333333333,c1ccc(-c2nnco2)cc1,0,True,2.160790086625399,0.908901131474432,lite
O=C1COC2=CC=C(NC3=CC=C(F)C=C3)C=C2N1,0.8703848223309871,2.9002000000000008,1.987797754713327,O=C1COc2ccc(Nc3ccccc3)cc2N1,1.987797754713327,O=C1COc2ccc(Nc3ccc(F)cc3)cc2N1,0.8703848223309871,258.25199999999995,2.9002000000000008,50.36,3,2,2,19,2,0.0714285714285714,O=C1COc2ccc(Nc3ccccc3)cc2N1,0,True,1.987797754713327,0.9088723894923028,lite
CC(C(=O)NCC1=NC=C(C(=O)N(C)C)S1)C(F)(F)F,0.9198739956671724,1.6595,3.2896765586184884,c1cscn1,3.2896765586184884,CC(C(=O)NCc1ncc(C(=O)N(C)C)s1)C(F)(F)F,0.9198739956671724,309.313,1.6595,62.3,4,1,4,20,1,0.5454545454545454,c1cscn1,0,True,3.2896765586184884,0.9070712228392004,lite
CCC(=O)N1CCC(NS(=O)(=O)C2=CC(Cl)=CC=C2OC)CC1,0.8712614561091623,2.0279000000000003,2.0848298828639447,O=S(=O)(NC1CCNCC1)c1ccccc1,2.0848298828639447,CCC(=O)N1CCC(NS(=O)(=O)c2cc(Cl)ccc2OC)CC1,0.8712614561091623,360.86300000000017,2.0279000000000003,75.71000000000001,4,1,5,23,1,0.5333333333333333,O=S(=O)(NC1CCNCC1)c1ccccc1,0,True,2.0848298828639447,0.9062267927215044,lite
NC1=CC=CC=C1C(=O)N1CCC(C2=CC=CC=C2)CC1,0.858014284347458,3.2886000000000024,1.7548900264851337,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,1.7548900264851337,Nc1ccccc1C(=O)N1CCC(c2ccccc2)CC1,0.858014284347458,280.37100000000004,3.2886000000000024,46.330000000000005,2,1,2,21,2,0.2777777777777778,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,0,True,1.7548900264851337,0.9060536685284105,lite
CCOC(=O)C1=CN=CC=C1C(=O)NC1=CC=C(OC)C=C1,0.8584811971910598,2.5192000000000005,1.8160551189733576,O=C(Nc1ccccc1)c1ccncc1,1.8160551189733576,CCOC(=O)c1cnccc1C(=O)Nc1ccc(OC)cc1,0.8584811971910598,300.314,2.5192000000000005,77.52,5,1,5,22,2,0.1875,O=C(Nc1ccccc1)c1ccncc1,0,True,1.8160551189733576,0.9043094693536086,lite
COC1=CC(N2C=CN=C2)=CC=C1C1CCCN1,0.8987364747519336,2.3054,2.8625675535150474,c1cn(-c2ccc(C3CCCN3)cc2)cn1,2.8625675535150474,COc1cc(-n2ccnc2)ccc1C1CCCN1,0.8987364747519336,243.31,2.3054,39.08,4,1,3,18,2,0.3571428571428571,c1cn(-c2ccc(C3CCCN3)cc2)cn1,0,True,2.8625675535150474,0.90328450599115,lite
O=C(C1=CC=CC(CC2=CC=CO2)=C1)C1CCNCC1,0.8674061785778897,3.0527000000000006,2.2572300066039546,O=C(c1cccc(Cc2ccco2)c1)C1CCNCC1,2.2572300066039546,O=C(c1cccc(Cc2ccco2)c1)C1CCNCC1,0.8674061785778897,269.344,3.0527000000000006,42.24,3,1,4,20,2,0.3529411764705882,O=C(c1cccc(Cc2ccco2)c1)C1CCNCC1,0,True,2.2572300066039546,0.8966920216599643,lite
O=C(NC=CC1=CC=CS1)C1=CC=CC=C1,0.8602817096073576,3.1488000000000014,2.223657476984993,O=C(NC=Cc1cccs1)c1ccccc1,2.223657476984993,O=C(NC=Cc1cccs1)c1ccccc1,0.8602817096073576,229.304,3.1488000000000014,29.1,2,1,3,16,2,0.0,O=C(NC=Cc1cccs1)c1ccccc1,0,True,2.223657476984993,0.8915153255976065,lite
CC1=C(CN(C)C(=O)C2=CC=CO2)SC(N2CCCCC2)=N1,0.8673452461551381,3.3070200000000023,2.420929950593351,O=C(NCc1cnc(N2CCCCC2)s1)c1ccco1,2.420929950593351,Cc1nc(N2CCCCC2)sc1CN(C)C(=O)c1ccco1,0.8673452461551381,319.4300000000002,3.3070200000000023,49.580000000000005,5,0,4,22,2,0.5,O=C(NCc1cnc(N2CCCCC2)s1)c1ccco1,0,True,2.420929950593351,0.8908534361533234,lite
O=CC(CC1=CC=CC=C1)NC(=O)C1=CC=C(Cl)C=C1,0.8596721321298787,2.880000000000001,2.228651254974764,O=C(NCCc1ccccc1)c1ccccc1,2.228651254974764,O=CC(Cc1ccccc1)NC(=O)c1ccc(Cl)cc1,0.8596721321298787,287.746,2.880000000000001,46.17,2,1,5,20,2,0.125,O=C(NCCc1ccccc1)c1ccccc1,0,True,2.228651254974764,0.8907944549370915,lite
CC(NC(=O)C(C)(C)C)C(=O)NC1=CC=CC=C1C(=O)N1CCCCC1,0.8675751332263066,2.8020000000000005,2.4311193426148723,O=C(c1ccccc1)N1CCCCC1,2.4311193426148723,CC(NC(=O)C(C)(C)C)C(=O)Nc1ccccc1C(=O)N1CCCCC1,0.8675751332263066,359.47000000000025,2.8020000000000005,78.51,3,2,4,26,1,0.55,O=C(c1ccccc1)N1CCCCC1,0,True,2.4311193426148723,0.890698719480531,lite
CNC1=NC(N)=NC(C=CC2=CC=C(C#N)C=C2)=C1,0.8721547181844186,2.14258,2.5540258666014406,C(=Cc1ccncn1)c1ccccc1,2.5540258666014406,CNc1cc(C=Cc2ccc(C#N)cc2)nc(N)n1,0.8721547181844186,251.29300000000003,2.14258,87.62,5,2,3,19,2,0.0714285714285714,C(=Cc1ccncn1)c1ccccc1,0,True,2.5540258666014406,0.8904460268698494,lite
O=C1C2=C(CCN1C1=NCCN1)SC(C1=CC=CC=C1)=C2,0.8780743191779766,2.3726000000000003,2.783445853682789,O=C1c2cc(-c3ccccc3)sc2CCN1C1=NCCN1,2.783445853682789,O=C1c2cc(-c3ccccc3)sc2CCN1C1=NCCN1,0.8780743191779766,297.38300000000004,2.3726000000000003,44.7,4,1,1,21,2,0.25,O=C1c2cc(-c3ccccc3)sc2CCN1C1=NCCN1,0,True,2.783445853682789,0.8876265765414207,lite
NC(=O)C=C1CN=C(C2=CC=C(Cl)C=C2)N1CC1=CC=CO1,0.8813464120404869,2.5646000000000004,2.914081598945,C=C1CN=C(c2ccccc2)N1Cc1ccco1,2.914081598945,NC(=O)C=C1CN=C(c2ccc(Cl)cc2)N1Cc1ccco1,0.8813464120404869,315.76000000000005,2.5646000000000004,71.83000000000001,4,1,4,22,2,0.125,C=C1CN=C(c2ccccc2)N1Cc1ccco1,0,True,2.914081598945,0.8859330435715888,lite
CNC1=NN=C(C)C(=NC2=CC=C(Br)C=C2)N1,0.891583661337103,2.14972,3.1882906203020944,c1ccc(N=c2cnnc[nH]2)cc1,3.1882906203020944,CNc1nnc(C)c(=Nc2ccc(Br)cc2)[nH]1,0.891583661337103,294.156,2.14972,65.96000000000001,4,2,2,17,2,0.1818181818181818,c1ccc(N=c2cnnc[nH]2)cc1,0,True,3.1882906203020944,0.8853871616277642,lite
CCCOC1=CC=C(CN2N=CN=C2N)C=C1,0.8516309220197421,1.6974,2.1901560637871818,c1ccc(Cn2cncn2)cc1,2.1901560637871818,CCCOc1ccc(Cn2ncnc2N)cc1,0.8516309220197421,232.287,1.6974,65.96,5,1,5,17,2,0.3333333333333333,c1ccc(Cn2cncn2)cc1,0,True,2.1901560637871818,0.8849729437740603,lite
CC(C)(C[NH3+])OC1=CC=C(C2=CNC(=O)C=C2)C2=C1OCC2,0.8950820196753351,1.3761,3.342356855946062,O=c1ccc(-c2cccc3c2CCO3)c[nH]1,3.342356855946062,CC(C)(C[NH3+])Oc1ccc(-c2ccc(=O)[nH]c2)c2c1OCC2,0.8950820196753351,301.3660000000001,1.3761,78.96000000000001,3,2,4,22,2,0.3529411764705882,O=c1ccc(-c2cccc3c2CCO3)c[nH]1,0,True,3.342356855946062,0.8830678171551533,lite
CC(C)C(CO)NS(=O)(=O)C1=CC=C(Cl)C=C1,0.8597369101299569,1.6351999999999998,2.453600421990684,c1ccccc1,2.453600421990684,CC(C)C(CO)NS(=O)(=O)c1ccc(Cl)cc1,0.8597369101299569,277.773,1.6351999999999998,66.4,3,2,5,17,1,0.4545454545454545,c1ccccc1,0,True,2.453600421990684,0.8829039657345579,lite
CC1=CN(C)C(=O)N(CC(=O)NCC2=CC=C(OC(F)(F)F)C=C2)C1=O,0.8525306715155833,1.0704199999999997,2.2957932257273974,O=C(Cn1c(=O)cc[nH]c1=O)NCc1ccccc1,2.2957932257273974,Cc1cn(C)c(=O)n(CC(=O)NCc2ccc(OC(F)(F)F)cc2)c1=O,0.8525306715155833,371.31500000000005,1.0704199999999997,82.33000000000001,6,1,5,26,2,0.3125,O=C(Cn1c(=O)cc[nH]c1=O)NCc1ccccc1,0,True,2.2957932257273974,0.882043942064543,lite
CCOC1=CC=C(NC(=O)C2CCN(C(=O)C3=CC=C(OC)C=C3)CC2)C=C1,0.8291268628252527,3.584800000000002,1.741404467739585,O=C(Nc1ccccc1)C1CCN(C(=O)c2ccccc2)CC1,1.741404467739585,CCOc1ccc(NC(=O)C2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,0.8291268628252527,382.46000000000015,3.584800000000002,67.87,4,1,6,28,2,0.3636363636363636,O=C(Nc1ccccc1)C1CCN(C(=O)c2ccccc2)CC1,0,True,1.741404467739585,0.88073047395111,lite
OCC(CC1=CC=CC=C1)NCC1=CC=C(F)C(F)=C1,0.8505341958427084,2.6580000000000013,2.2942504452581645,c1ccc(CCNCc2ccccc2)cc1,2.2942504452581645,OCC(Cc1ccccc1)NCc1ccc(F)c(F)c1,0.8505341958427084,277.314,2.6580000000000013,32.26,2,2,6,20,2,0.25,c1ccc(CCNCc2ccccc2)cc1,0,True,2.2942504452581645,0.8803153789161002,lite
CC(C)NCC1=CC=C(C(=O)C2=CC=C(C(=O)N(C)C)C=C2)C=C1,0.8307102692301571,3.1174000000000017,1.8227069298641432,O=C(c1ccccc1)c1ccccc1,1.8227069298641432,CC(C)NCc1ccc(C(=O)c2ccc(C(=O)N(C)C)cc2)cc1,0.8307102692301571,324.424,3.1174000000000017,49.41,3,1,6,24,2,0.3,O=C(c1ccccc1)c1ccccc1,0,True,1.8227069298641432,0.8792718953190858,lite
CC1=C(C(=O)C2=CC=C(Cl)C=C2)SC(N)=N1,0.8364447592272507,2.91812,1.9733862375860944,O=C(c1ccccc1)c1cncs1,1.9733862375860944,Cc1nc(N)sc1C(=O)c1ccc(Cl)cc1,0.8364447592272507,252.726,2.91812,55.98,4,1,2,16,2,0.0909090909090909,O=C(c1ccccc1)c1cncs1,0,True,1.9733862375860944,0.879069339630028,lite
CCN(CC1=CC=C(C#N)C=C1)C1=CC=C(F)C=C1,0.8309817820889401,3.723880000000003,1.855289969165544,c1ccc(CNc2ccccc2)cc1,1.855289969165544,CCN(Cc1ccc(C#N)cc1)c1ccc(F)cc1,0.8309817820889401,254.308,3.723880000000003,27.03,2,0,4,19,2,0.1875,c1ccc(CNc2ccccc2)cc1,0,True,1.855289969165544,0.8783630990521487,lite
CCN(CC)C(=O)N(CC1=CC=CC=C1)C(C)C(N)=O,0.8616036158337282,1.8242,2.6665342509261816,c1ccccc1,2.6665342509261816,CCN(CC)C(=O)N(Cc1ccccc1)C(C)C(N)=O,0.8616036158337282,277.36800000000005,1.8242,66.64000000000001,2,1,6,20,1,0.4666666666666667,c1ccccc1,0,True,2.6665342509261816,0.877047348540139,lite
O=C(CCCC(F)(F)F)NC1=CC=C(Cl)C=C1Br,0.8370311492815459,4.773600000000002,2.056984656761145,c1ccccc1,2.056984656761145,O=C(CCCC(F)(F)F)Nc1ccc(Cl)cc1Br,0.8370311492815459,344.55800000000005,4.773600000000002,29.1,1,1,4,18,1,0.3636363636363636,c1ccccc1,0,True,2.056984656761145,0.8766391888436396,lite
CC(=O)CS(=O)(=O)CCNC(=O)C1=CC=C(C2=CC=CC=C2)C=C1,0.8330968934752977,2.0872,1.9733542735652208,c1ccc(-c2ccccc2)cc1,1.9733542735652208,CC(=O)CS(=O)(=O)CCNC(=O)c1ccc(-c2ccccc2)cc1,0.8330968934752977,345.42,2.0872,80.31,4,1,7,24,2,0.2222222222222222,c1ccc(-c2ccccc2)cc1,0,True,1.9733542735652208,0.8760804511430058,lite
CN(CC(=O)O)C(=O)COC1=CC=C(F)C=C1CC1=CC=CS1,0.842407810540803,2.399800000000001,2.226704436435373,c1ccc(Cc2cccs2)cc1,2.226704436435373,CN(CC(=O)O)C(=O)COc1ccc(F)cc1Cc1cccs1,0.842407810540803,337.372,2.399800000000001,66.84,4,1,7,23,2,0.25,c1ccc(Cc2cccs2)cc1,0,True,2.226704436435373,0.8754442770083777,lite
CN(CC1CCCCC1)C(=O)COC1=CC=C(F)C=C1,0.8277860143662759,3.2432000000000016,1.8580234876991304,O=C(COc1ccccc1)NCC1CCCCC1,1.8580234876991304,CN(CC1CCCCC1)C(=O)COc1ccc(F)cc1,0.8277860143662759,279.355,3.2432000000000016,29.540000000000003,2,0,5,20,1,0.5625,O=C(COc1ccccc1)NCC1CCCCC1,0,True,1.8580234876991304,0.875412335657566,lite
O=C1C2=CC=CC=C2CC2=C1CNN2C1=CC=CC=C1,0.8572959588254444,2.704300000000001,2.6113935007369395,O=C1C2=C(Cc3ccccc31)N(c1ccccc1)NC2,2.6113935007369395,O=C1C2=C(Cc3ccccc31)N(c1ccccc1)NC2,0.8572959588254444,262.312,2.704300000000001,32.34,3,1,1,20,2,0.1176470588235294,O=C1C2=C(Cc3ccccc31)N(c1ccccc1)NC2,0,True,2.6113935007369395,0.8751484705359773,lite
O=S(=O)(NCC1=CNN=C1)C1=CC=C(OCC(F)(F)F)C=C1,0.8434577852413279,1.8293,2.344594479507059,O=S(=O)(NCc1cn[nH]c1)c1ccccc1,2.344594479507059,O=S(=O)(NCc1cn[nH]c1)c1ccc(OCC(F)(F)F)cc1,0.8434577852413279,335.307,1.8293,84.08,4,2,6,22,2,0.25,O=S(=O)(NCc1cn[nH]c1)c1ccccc1,0,True,2.344594479507059,0.8722165004588754,lite
O=C1C2=CC(N3CCCCC3)=C(O)N=C2SC=CN1CC1=CC=CS1,0.8792585200368713,4.058300000000003,3.320372627114472,O=C1c2cc(N3CCCCC3)cnc2SC=CN1Cc1cccs1,3.320372627114472,O=C1c2cc(N3CCCCC3)c(O)nc2SC=CN1Cc1cccs1,0.8792585200368713,373.5030000000001,4.058300000000003,56.67000000000001,6,1,3,25,2,0.3333333333333333,O=C1c2cc(N3CCCCC3)cnc2SC=CN1Cc1cccs1,0,True,3.320372627114472,0.8697124549986943,lite
