Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_qed
NC1=CN(C2CC2)N=C1C(=O)NC1CCC(F)CC1,0.8759675012681103,1.8107,2.7742329783576096,O=C(NC1CCCCC1)c1ccn(C2CC2)n1,2.7742329783576096,Nc1cn(C2CC2)nc1C(=O)NC1CCC(F)CC1,0.8759675012681103,266.32,1.8107,72.94,4,2,3,19,1,0.6923076923076923,O=C(NC1CCCCC1)c1ccn(C2CC2)n1,0,True,2.7742329783576096,0,qed,28
OCCNC1CCC2=C(Cl)C=C(Cl)C=C2C1,0.8744036412522473,2.4326000000000008,2.8847961616523072,c1ccc2c(c1)CCCC2,2.8847961616523072,OCCNC1CCc2c(Cl)cc(Cl)cc2C1,0.8744036412522473,260.16400000000004,2.4326000000000008,32.26,2,2,3,16,1,0.5,c1ccc2c(c1)CCCC2,0,True,2.8847961616523072,0,qed,29
O=C(O)CCNC(=O)N1CCN(C2=CC=C(F)C=C2)CC1,0.8732180455133804,1.1320000000000003,1.8343085487242163,c1ccc(N2CCNCC2)cc1,1.8343085487242163,O=C(O)CCNC(=O)N1CCN(c2ccc(F)cc2)CC1,0.8732180455133804,295.3140000000001,1.1320000000000003,72.88,3,2,4,21,1,0.4285714285714285,c1ccc(N2CCNCC2)cc1,0,True,1.8343085487242163,0,qed,30
CNS(=O)(=O)C1=CN(CC(=O)OC(C)(C)C)C2=CC=CC=C21,0.8713661165953576,1.8911,2.271480593171111,c1ccc2[nH]ccc2c1,2.271480593171111,CNS(=O)(=O)c1cn(CC(=O)OC(C)(C)C)c2ccccc12,0.8713661165953576,324.402,1.8911,77.4,5,1,4,22,2,0.4,c1ccc2[nH]ccc2c1,0,True,2.271480593171111,0,qed,31
O=C(NC1=CC=C(F)C=C1)NC1CCC2=CC=CC=C2C1,0.8703157212001357,3.5047000000000024,2.2468286585646418,O=C(Nc1ccccc1)NC1CCc2ccccc2C1,2.2468286585646418,O=C(Nc1ccc(F)cc1)NC1CCc2ccccc2C1,0.8703157212001357,284.33400000000006,3.5047000000000024,41.13,1,2,2,21,2,0.2352941176470588,O=C(Nc1ccccc1)NC1CCc2ccccc2C1,0,True,2.2468286585646418,0,qed,32
CC(C)(C)OS(=O)(=O)C1=CC=CC(C(=O)NC2=CC=CC=C2)=C1,0.8700013903149336,3.442700000000002,1.9931485641826256,O=C(Nc1ccccc1)c1ccccc1,1.9931485641826256,CC(C)(C)OS(=O)(=O)c1cccc(C(=O)Nc2ccccc2)c1,0.8700013903149336,333.409,3.442700000000002,72.47,4,1,4,23,2,0.2352941176470588,O=C(Nc1ccccc1)c1ccccc1,0,True,1.9931485641826256,0,qed,33
CC(NC(=O)C1=CC=CO1)C(=O)N1CCN(C(=O)C(F)(F)F)CC1,0.8694901502162684,0.631,2.7381654607081938,O=C(NCC(=O)N1CCNCC1)c1ccco1,2.7381654607081938,CC(NC(=O)c1ccco1)C(=O)N1CCN(C(=O)C(F)(F)F)CC1,0.8694901502162684,347.293,0.631,82.86000000000001,4,1,3,24,1,0.5,O=C(NCC(=O)N1CCNCC1)c1ccco1,0,True,2.7381654607081938,0,qed,34
CC(=O)N1CCN(C(C2=CC=CC=C2)C2=CC=C(F)C=C2)CC1,0.8694009467238423,3.079200000000002,2.247869417319766,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,2.247869417319766,CC(=O)N1CCN(C(c2ccccc2)c2ccc(F)cc2)CC1,0.8694009467238423,312.38800000000015,3.079200000000002,23.550000000000004,2,0,3,23,2,0.3157894736842105,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,0,True,2.247869417319766,0,qed,35
O=C1SCCN1CCC1=NN=C(C2=CC=C(F)C=C2F)O1,0.868674196568958,2.7261000000000006,2.541216697355246,O=C1SCCN1CCc1nnc(-c2ccccc2)o1,2.541216697355246,O=C1SCCN1CCc1nnc(-c2ccc(F)cc2F)o1,0.868674196568958,311.31300000000005,2.7261000000000006,59.23,5,0,4,21,2,0.3076923076923077,O=C1SCCN1CCc1nnc(-c2ccccc2)o1,0,True,2.541216697355246,0,qed,36
COC1=CC=C(S(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,0.8682827153803081,3.181400000000002,1.5161714259919137,O=S(=O)(c1ccccc1)c1ccccc1,1.5161714259919137,COc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,0.8682827153803081,282.748,3.181400000000002,43.370000000000005,3,0,3,18,2,0.0769230769230769,O=S(=O)(c1ccccc1)c1ccccc1,0,True,1.5161714259919137,0,qed,37
O=S(=O)(C1=CC=CC=C1)N1CCN(CC2=CC=CC=C2)CC1,0.8680459759098327,2.1931000000000003,1.5620389821867562,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,1.5620389821867562,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,0.8680459759098327,316.42600000000004,2.1931000000000003,40.620000000000005,3,0,4,22,2,0.2941176470588235,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,0,True,1.5620389821867562,0,qed,38
CCN(CC)C(=O)C1=C2NC(=S)CC(=O)N2C(C2=CC=CC=N2)=C1,0.8656018299585653,2.815300000000001,3.082710186309192,O=C1CC(=S)Nc2ccc(-c3ccccn3)n21,3.082710186309192,CCN(CC)C(=O)c1cc(-c2ccccn2)n2c1NC(=S)CC2=O,0.8656018299585653,342.42400000000004,2.815300000000001,67.23,5,1,4,24,2,0.2941176470588235,O=C1CC(=S)Nc2ccc(-c3ccccn3)n21,0,True,3.082710186309192,0,qed,39
NC(=O)C1=CSC(S(=O)(=O)NCC2=CC=C(Cl)C=C2)=N1,0.8633663036468077,1.3738999999999997,2.3958802709159137,O=S(=O)(NCc1ccccc1)c1nccs1,2.3958802709159137,NC(=O)c1csc(S(=O)(=O)NCc2ccc(Cl)cc2)n1,0.8633663036468077,331.806,1.3738999999999997,102.15,5,2,5,20,2,0.0909090909090909,O=S(=O)(NCc1ccccc1)c1nccs1,0,True,2.3958802709159137,0,qed,40
O=C(CNC(=O)C1=CC=C(F)C=C1)OCC1=CC=C(F)C=C1,0.8632891894079698,2.4380000000000006,1.638339734357972,O=C(CNC(=O)c1ccccc1)OCc1ccccc1,1.638339734357972,O=C(CNC(=O)c1ccc(F)cc1)OCc1ccc(F)cc1,0.8632891894079698,305.28,2.4380000000000006,55.400000000000006,3,1,5,22,2,0.125,O=C(CNC(=O)c1ccccc1)OCc1ccccc1,0,True,1.638339734357972,0,qed,41
O=C(C[S+]([O-])CC1=CC=C(Cl)C=C1)NC1=CC=CC=C1,0.8622650517709493,3.227400000000001,2.945352469549663,O=C(C[SH+]Cc1ccccc1)Nc1ccccc1,2.945352469549663,O=C(C[S+]([O-])Cc1ccc(Cl)cc1)Nc1ccccc1,0.8622650517709493,307.802,3.227400000000001,52.16,2,1,5,20,2,0.1333333333333333,O=C(C[SH+]Cc1ccccc1)Nc1ccccc1,0,True,2.945352469549663,0,qed,42
CC1=CC=C(NC(=O)C2=CC=CN=C2)C=C1F,0.8614597929899627,2.7814200000000007,1.6200838895328626,O=C(Nc1ccccc1)c1cccnc1,1.6200838895328626,Cc1ccc(NC(=O)c2cccnc2)cc1F,0.8614597929899627,230.242,2.7814200000000007,41.99,2,1,2,17,2,0.0769230769230769,O=C(Nc1ccccc1)c1cccnc1,0,True,1.6200838895328626,0,qed,43
COC1=CC(NC(=O)N2CCS(=O)(=O)C3=CC=CC=C32)=CC(OC)=C1OC,0.8593562707067457,2.5382000000000007,2.4470595002995594,O=C(Nc1ccccc1)N1CCS(=O)(=O)c2ccccc21,2.4470595002995594,COc1cc(NC(=O)N2CCS(=O)(=O)c3ccccc32)cc(OC)c1OC,0.8593562707067457,392.43300000000016,2.5382000000000007,94.17000000000002,6,1,4,27,2,0.2777777777777778,O=C(Nc1ccccc1)N1CCS(=O)(=O)c2ccccc21,0,True,2.4470595002995594,0,qed,44
CC1=CC=C(CCNC(=O)CN2CCCC2)C=C1,0.8581929519798882,1.7495199999999995,1.5783887987729806,O=C(CN1CCCC1)NCCc1ccccc1,1.5783887987729806,Cc1ccc(CCNC(=O)CN2CCCC2)cc1,0.8581929519798882,246.354,1.7495199999999995,32.34,2,1,5,18,1,0.5333333333333333,O=C(CN1CCCC1)NCCc1ccccc1,0,True,1.5783887987729806,0,qed,45
CC(C)(C(=O)O)C1=CC(Cl)=C(Cl)S1,0.8579690449021821,3.4171000000000014,2.936299889868966,c1ccsc1,2.936299889868966,CC(C)(C(=O)O)c1cc(Cl)c(Cl)s1,0.8579690449021821,239.123,3.4171000000000014,37.3,2,1,2,13,1,0.375,c1ccsc1,0,True,2.936299889868966,0,qed,46
CC(=O)C(=O)N(C)C1=CC=C(NC(=O)CC2=CC=CO2)C=C1,0.8566317905015832,2.0126,2.2809271402889006,O=C(Cc1ccco1)Nc1ccccc1,2.2809271402889006,CC(=O)C(=O)N(C)c1ccc(NC(=O)Cc2ccco2)cc1,0.8566317905015832,300.314,2.0126,79.62,4,1,5,22,2,0.1875,O=C(Cc1ccco1)Nc1ccccc1,0,True,2.2809271402889006,0,qed,47
CN1CC(C2CCCCC2)N=C1NC1=CC=C(Cl)C=C1Cl,0.856123599869133,4.655600000000003,3.194863614428451,c1ccc(NC2=NC(C3CCCCC3)CN2)cc1,3.194863614428451,CN1CC(C2CCCCC2)N=C1Nc1ccc(Cl)cc1Cl,0.856123599869133,326.2710000000001,4.655600000000003,27.63,3,1,2,21,1,0.5625,c1ccc(NC2=NC(C3CCCCC3)CN2)cc1,0,True,3.194863614428451,0,qed,48
O=C1SC(=CCCO)C(=O)N1C1=CC=C(F)C=C1,0.8536151862090454,2.2918000000000003,2.4092206567611463,C=C1SC(=O)N(c2ccccc2)C1=O,2.4092206567611463,O=C1SC(=CCCO)C(=O)N1c1ccc(F)cc1,0.8536151862090454,267.281,2.2918000000000003,57.61,4,1,3,18,1,0.1666666666666666,C=C1SC(=O)N(c2ccccc2)C1=O,0,True,2.4092206567611463,0,qed,49
CSC1=C=C2N=C(N)N(CC3=CC=C(Br)C=C3)C(=O)C2=CC(C)=C1,0.8535491091806091,2.003,3.626808234529628,O=c1c2c(ncn1Cc1ccccc1)=C=CC=CC=2,3.626808234529628,CSC1=C=c2nc(N)n(Cc3ccc(Br)cc3)c(=O)c2=CC(C)=C1,0.8535491091806091,402.3170000000001,2.003,60.91,5,1,3,24,2,0.1666666666666666,O=c1c2c(ncn1Cc1ccccc1)=C=CC=CC=2,0,True,3.626808234529628,0,qed,50
COC(=O)C1=CC=C(CNC(=O)OC(C)(C)C)C=C1,0.8527272541979356,2.4979000000000005,1.671200979723615,c1ccccc1,1.671200979723615,COC(=O)c1ccc(CNC(=O)OC(C)(C)C)cc1,0.8527272541979356,265.309,2.4979000000000005,64.63,4,1,3,19,1,0.4285714285714285,c1ccccc1,0,True,1.671200979723615,0,qed,51
O=C(NC1=CC(F)=CC=C1OCC1CCCCC1)NC1=NC=CC=N1,0.8513594718101124,4.2188000000000025,2.165641331013312,O=C(Nc1ncccn1)Nc1ccccc1OCC1CCCCC1,2.165641331013312,O=C(Nc1ncccn1)Nc1cc(F)ccc1OCC1CCCCC1,0.8513594718101124,344.39,4.2188000000000025,76.14,4,2,5,25,2,0.3888888888888889,O=C(Nc1ncccn1)Nc1ccccc1OCC1CCCCC1,0,True,2.165641331013312,0,qed,52
CC(=CC1=CC=C(Cl)C=C1F)C(=O)N1CCCNCC1,0.8512191761572429,2.704300000000001,2.471809476710119,O=C(C=Cc1ccccc1)N1CCCNCC1,2.471809476710119,CC(=Cc1ccc(Cl)cc1F)C(=O)N1CCCNCC1,0.8512191761572429,296.773,2.704300000000001,32.34,2,1,2,20,1,0.4,O=C(C=Cc1ccccc1)N1CCCNCC1,0,True,2.471809476710119,0,qed,53
O=C(O)CCC1=NC=C(Br)C=N1,0.8498089904534468,1.2563,2.315927575393852,c1cncnc1,2.315927575393852,O=C(O)CCc1ncc(Br)cn1,0.8498089904534468,231.049,1.2563,63.08,3,1,3,12,1,0.2857142857142857,c1cncnc1,0,True,2.315927575393852,0,qed,54
NCCCC(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,0.8483733133675212,2.9543000000000017,1.682497340482611,c1ccc(CNCc2ccccc2)cc1,1.682497340482611,NCCCC(=O)N(Cc1ccccc1)Cc1ccccc1,0.8483733133675212,282.387,2.9543000000000017,46.330000000000005,2,1,7,21,2,0.2777777777777778,c1ccc(CNCc2ccccc2)cc1,0,True,1.682497340482611,0,qed,55
S=C(NCC1=NN=CO1)NC1=CC=C(Br)C=C1,0.8481066805215075,2.3187000000000006,2.4722785127667724,S=C(NCc1nnco1)Nc1ccccc1,2.4722785127667724,S=C(NCc1nnco1)Nc1ccc(Br)cc1,0.8481066805215075,313.18000000000006,2.3187000000000006,62.98,4,2,3,17,2,0.1,S=C(NCc1nnco1)Nc1ccccc1,0,True,2.4722785127667724,0,qed,56
O=C1NC2=CC=C(C3=CC=C(F)C=C3)C=C2S(=O)(=O)N1,0.8466206372586927,2.3165,2.41916194923759,O=C1Nc2ccc(-c3ccccc3)cc2S(=O)(=O)N1,2.41916194923759,O=C1Nc2ccc(-c3ccc(F)cc3)cc2S(=O)(=O)N1,0.8466206372586927,292.291,2.3165,75.27,3,2,1,20,2,0.0,O=C1Nc2ccc(-c3ccccc3)cc2S(=O)(=O)N1,0,True,2.41916194923759,0,qed,57
CC1=C(NC2=CC=C(Cl)C=C2)CC=CC1=O,0.8464824441936863,3.5549000000000017,2.5646838599637167,O=C1C=CCC(Nc2ccccc2)=C1,2.5646838599637167,CC1=C(Nc2ccc(Cl)cc2)CC=CC1=O,0.8464824441936863,233.698,3.5549000000000017,29.1,2,1,2,16,1,0.1538461538461538,O=C1C=CCC(Nc2ccccc2)=C1,0,True,2.5646838599637167,0,qed,58
CC(=O)OCC1CN(CC2=CC=C(C(F)(F)F)O2)CCC(=O)N1,0.8461712829055138,1.5519999999999998,3.252286799937149,O=C1CCN(Cc2ccco2)CCN1,3.252286799937149,CC(=O)OCC1CN(Cc2ccc(C(F)(F)F)o2)CCC(=O)N1,0.8461712829055138,334.2940000000001,1.5519999999999998,71.78,5,1,4,23,1,0.5714285714285714,O=C1CCN(Cc2ccco2)CCN1,0,True,3.252286799937149,0,qed,59
N#CCC1=C(CN2CCCCC2)N=C2C=CC=CN21,0.844414175878527,2.38628,2.4865808116563866,c1ccn2cc(CN3CCCCC3)nc2c1,2.4865808116563866,N#CCc1c(CN2CCCCC2)nc2ccccn12,0.844414175878527,254.337,2.38628,44.33,4,0,3,19,2,0.4666666666666667,c1ccn2cc(CN3CCCCC3)nc2c1,0,True,2.4865808116563866,0,qed,60
