Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_qed
CC12CCC(=O)C=C1C(=O)C1=C(C=CC=C1C(O)C1(N)CCC1)C2,0.8757544215119274,2.635800000000001,4.1065314643710895,O=C1C=C2C(=O)c3c(CC4CCC4)cccc3CC2CC1,4.1065314643710895,CC12CCC(=O)C=C1C(=O)c1c(cccc1C(O)C1(N)CCC1)C2,0.8757544215119274,325.4080000000002,2.635800000000001,80.39,4,2,2,24,1,0.5,O=C1C=C2C(=O)c3c(CC4CCC4)cccc3CC2CC1,0,True,4.1065314643710895,0,qed,34
BrC1=CN=C(C2=NC3=CC=CC=C3NC2)S1,0.8743254820498815,3.4519,3.058963532631473,c1ccc2c(c1)N=C(c1nccs1)CN2,3.058963532631473,Brc1cnc(C2=Nc3ccccc3NC2)s1,0.8743254820498815,294.1770000000001,3.4519,37.28,4,1,1,16,2,0.0909090909090909,c1ccc2c(c1)N=C(c1nccs1)CN2,0,True,3.058963532631473,0,qed,35
CCC1=CC=C2OCOC2=C1C(=O)NC1=CC=CC=C1C(=O)OC,0.8739068214756527,3.0166000000000013,2.1949956999176194,O=C(Nc1ccccc1)c1cccc2c1OCO2,2.1949956999176194,CCc1ccc2c(c1C(=O)Nc1ccccc1C(=O)OC)OCO2,0.8739068214756527,327.3360000000001,3.0166000000000013,73.86,5,1,4,24,2,0.2222222222222222,O=C(Nc1ccccc1)c1cccc2c1OCO2,0,True,2.1949956999176194,0,qed,36
CC(O)(CCC1=CSC(C2=CC=CN=C2)=N1)C(=O)O,0.8733255971145671,1.9732999999999996,2.9432158751115107,c1cncc(-c2nccs2)c1,2.9432158751115107,CC(O)(CCc1csc(-c2cccnc2)n1)C(=O)O,0.8733255971145671,278.333,1.9732999999999996,83.31,5,2,5,19,2,0.3076923076923077,c1cncc(-c2nccs2)c1,0,True,2.9432158751115107,0,qed,37
ClC1=CC=C(NCC2=CC=CO2)C=C1Cl,0.8719608851972815,4.198500000000002,1.8091599524354027,c1ccc(NCc2ccco2)cc1,1.8091599524354027,Clc1ccc(NCc2ccco2)cc1Cl,0.8719608851972815,242.105,4.198500000000002,25.17,2,1,3,15,2,0.0909090909090909,c1ccc(NCc2ccco2)cc1,0,True,1.8091599524354027,0,qed,38
O=C1NCC2=CC(CNC(=O)N3CCC4=CC=C(F)C=C4CC3)=CC=C12,0.8708201993156789,2.3795,2.372337797155968,O=C1NCc2cc(CNC(=O)N3CCc4ccccc4CC3)ccc21,2.372337797155968,O=C1NCc2cc(CNC(=O)N3CCc4ccc(F)cc4CC3)ccc21,0.8708201993156789,353.3970000000001,2.3795,61.440000000000005,2,2,2,26,2,0.3,O=C1NCc2cc(CNC(=O)N3CCc4ccccc4CC3)ccc21,0,True,2.372337797155968,0,qed,39
C1=CC(C2=CSC=N2)=CC=C1NC1=NCCCN1,0.8701089119319877,2.571299999999999,2.5986410670175566,c1nc(-c2ccc(NC3=NCCCN3)cc2)cs1,2.5986410670175566,c1nc(-c2ccc(NC3=NCCCN3)cc2)cs1,0.8701089119319877,258.35,2.571299999999999,49.31,5,2,2,18,2,0.2307692307692307,c1nc(-c2ccc(NC3=NCCCN3)cc2)cs1,0,True,2.5986410670175566,0,qed,40
O=C(C=C1CCCCCCC1=O)NCC1=CC=C(N2C=NC=N2)C=C1,0.8697474658711036,2.733200000000001,2.472568833647665,O=C(C=C1CCCCCCC1=O)NCc1ccc(-n2cncn2)cc1,2.472568833647665,O=C(C=C1CCCCCCC1=O)NCc1ccc(-n2cncn2)cc1,0.8697474658711036,338.411,2.733200000000001,76.88,5,1,4,25,2,0.3684210526315789,O=C(C=C1CCCCCCC1=O)NCc1ccc(-n2cncn2)cc1,0,True,2.472568833647665,0,qed,41
COC1=CC=C(NC(=O)NC2=CC=CN=C2)C=C1OC1CCCC1,0.8685619546083014,4.055600000000003,1.9908453314625447,O=C(Nc1cccnc1)Nc1cccc(OC2CCCC2)c1,1.9908453314625447,COc1ccc(NC(=O)Nc2cccnc2)cc1OC1CCCC1,0.8685619546083014,327.3840000000002,4.055600000000003,72.48,4,2,5,24,2,0.3333333333333333,O=C(Nc1cccnc1)Nc1cccc(OC2CCCC2)c1,0,True,1.9908453314625447,0,qed,42
FC(F)OC1=CC=CC=C1N1CCN(C2=CC=CC=N2)CC1,0.8680031033298332,3.0096000000000007,1.981999318725217,c1ccc(N2CCN(c3ccccn3)CC2)cc1,1.981999318725217,FC(F)Oc1ccccc1N1CCN(c2ccccn2)CC1,0.8680031033298332,305.32800000000003,3.0096000000000007,28.6,4,0,4,22,2,0.3125,c1ccc(N2CCN(c3ccccn3)CC2)cc1,0,True,1.981999318725217,0,qed,43
CN(C)C(=O)C1=CSC(C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)=N1,0.8657501059111105,3.653400000000002,2.741795832322348,c1ccc(CCc2nccs2)cc1,2.741795832322348,CN(C)C(=O)c1csc(C(Cc2ccccc2)NC(=O)OC(C)(C)C)n1,0.8657501059111105,375.49400000000014,3.653400000000002,71.53,5,1,5,26,2,0.4210526315789473,c1ccc(CCc2nccs2)cc1,0,True,2.741795832322348,0,qed,44
CC1=CC=C(N2CCC(C)(C)C2=O)C(C(N)=O)=C1,0.865242947878307,1.85682,2.3785875413765307,O=C1CCCN1c1ccccc1,2.3785875413765307,Cc1ccc(N2CCC(C)(C)C2=O)c(C(N)=O)c1,0.865242947878307,246.31,1.85682,63.4,2,1,2,18,1,0.4285714285714285,O=C1CCCN1c1ccccc1,0,True,2.3785875413765307,0,qed,45
NC(=O)COC(=O)C1=CC=C2C(=C1)CCC1=CC=NC=C12,0.8645671148001715,1.4893000000000003,2.2592697742783248,c1ccc2c(c1)CCc1ccncc1-2,2.2592697742783248,NC(=O)COC(=O)c1ccc2c(c1)CCc1ccncc1-2,0.8645671148001715,282.299,1.4893000000000003,82.28000000000002,4,1,3,21,2,0.1875,c1ccc2c(c1)CCc1ccncc1-2,0,True,2.2592697742783248,0,qed,46
CCOC(=O)N1C(SC)=NC2=C1N=CN=C2NC1CC1,0.864517500437228,2.1270999999999995,2.8027795316551742,c1nc(NC2CC2)c2nc[nH]c2n1,2.8027795316551742,CCOC(=O)n1c(SC)nc2c(NC3CC3)ncnc21,0.864517500437228,293.3520000000001,2.1270999999999995,81.93,8,1,4,20,2,0.5,c1nc(NC2CC2)c2nc[nH]c2n1,0,True,2.8027795316551742,0,qed,47
COC1=CC=C(CCC2=NC(C(=O)O)=C(S(C)(=O)=O)S2)C=C1,0.8639898720372885,2.0386,2.4170425879559883,c1ccc(CCc2nccs2)cc1,2.4170425879559883,COc1ccc(CCc2nc(C(=O)O)c(S(C)(=O)=O)s2)cc1,0.8639898720372885,341.41,2.0386,93.56,6,1,6,22,2,0.2857142857142857,c1ccc(CCc2nccs2)cc1,0,True,2.4170425879559883,0,qed,48
O=C(O)C1=CC=C(C2=CC=C(C(=O)NC3CCS(=O)(=O)C3)C=C2)S1,0.8633625333475414,2.0302,2.668596724507541,O=C(NC1CCS(=O)(=O)C1)c1ccc(-c2cccs2)cc1,2.668596724507541,O=C(NC1CCS(=O)(=O)C1)c1ccc(-c2ccc(C(=O)O)s2)cc1,0.8633625333475414,365.4320000000001,2.0302,100.54,5,2,4,24,2,0.25,O=C(NC1CCS(=O)(=O)C1)c1ccc(-c2cccs2)cc1,0,True,2.668596724507541,0,qed,49
O=C(NC1=CC=C(OCC2CCNCC2)C=C1)C1=CC=CC(Cl)=C1,0.8624517075691913,3.9707000000000026,1.902093463330676,O=C(Nc1ccc(OCC2CCNCC2)cc1)c1ccccc1,1.902093463330676,O=C(Nc1ccc(OCC2CCNCC2)cc1)c1cccc(Cl)c1,0.8624517075691913,344.842,3.9707000000000026,50.36,3,2,5,24,2,0.3157894736842105,O=C(Nc1ccc(OCC2CCNCC2)cc1)c1ccccc1,0,True,1.902093463330676,0,qed,50
COC1=CC=C(NC(=S)OCC2=CC=CC=C2)C=C1,0.8620693201645299,3.608800000000001,1.7171507617063355,S=C(Nc1ccccc1)OCc1ccccc1,1.7171507617063355,COc1ccc(NC(=S)OCc2ccccc2)cc1,0.8620693201645299,273.357,3.608800000000001,30.49,3,1,4,19,2,0.1333333333333333,S=C(Nc1ccccc1)OCc1ccccc1,0,True,1.7171507617063355,0,qed,51
ClC1=CC=C(NCC2CCCCC2)N=N1,0.8591322531243377,3.122200000000001,2.18424955237035,c1cnnc(NCC2CCCCC2)c1,2.18424955237035,Clc1ccc(NCC2CCCCC2)nn1,0.8591322531243377,225.72299999999996,3.122200000000001,37.81,3,1,3,15,1,0.6363636363636364,c1cnnc(NCC2CCCCC2)c1,0,True,2.18424955237035,0,qed,52
O=C(COC1=CC=C(Cl)C=C1)NN1C=NN=N1,0.856829058079898,0.4755999999999998,2.4097673667699127,O=C(COc1ccccc1)Nn1cnnn1,2.4097673667699127,O=C(COc1ccc(Cl)cc1)Nn1cnnn1,0.856829058079898,253.64900000000003,0.4755999999999998,81.92999999999999,6,1,4,17,2,0.1111111111111111,O=C(COc1ccccc1)Nn1cnnn1,0,True,2.4097673667699127,0,qed,53
O=C(CCC1=CC=CN1)N(CC1CCNCC1)C1=CC=C(F)C=C1,0.8553253623776681,3.119200000000001,2.5993244523416674,O=C(CCc1ccc[nH]1)N(CC1CCNCC1)c1ccccc1,2.5993244523416674,O=C(CCc1ccc[nH]1)N(CC1CCNCC1)c1ccc(F)cc1,0.8553253623776681,329.4189999999999,3.119200000000001,48.13,2,2,6,24,2,0.4210526315789473,O=C(CCc1ccc[nH]1)N(CC1CCNCC1)c1ccccc1,0,True,2.5993244523416674,0,qed,54
O=C(CCCNC1=CC=NC2=CC(F)=CC=C21)N1CCSCC1,0.8540246097923967,3.1414000000000017,2.35273288434008,O=C(CCCNc1ccnc2ccccc12)N1CCSCC1,2.35273288434008,O=C(CCCNc1ccnc2cc(F)ccc12)N1CCSCC1,0.8540246097923967,333.43200000000013,3.1414000000000017,45.23,4,1,5,23,2,0.4117647058823529,O=C(CCCNc1ccnc2ccccc12)N1CCSCC1,0,True,2.35273288434008,0,qed,55
O=C(COCC1=CC=CO1)NC1=CC=NC=C1,0.8536865749262251,1.8299,2.030761966455941,O=C(COCc1ccco1)Nc1ccncc1,2.030761966455941,O=C(COCc1ccco1)Nc1ccncc1,0.8536865749262251,232.239,1.8299,64.36,4,1,5,17,2,0.1666666666666666,O=C(COCc1ccco1)Nc1ccncc1,0,True,2.030761966455941,0,qed,56
CC(N)(CC(N)=O)C1=NC(C2=CC=C(F)C=C2)=NO1,0.8533241490358714,0.9250000000000004,2.9594475765740533,c1ccc(-c2ncon2)cc1,2.9594475765740533,CC(N)(CC(N)=O)c1nc(-c2ccc(F)cc2)no1,0.8533241490358714,264.26000000000005,0.9250000000000004,108.03,5,2,4,19,2,0.25,c1ccc(-c2ncon2)cc1,0,True,2.9594475765740533,0,qed,57
COC1=CC=C(CCC2=CC=C([SH](=O)=O)C=C2)C=C1,0.8530796399229078,2.4507000000000003,2.3839002255757986,c1ccc(CCc2ccccc2)cc1,2.3839002255757986,COc1ccc(CCc2ccc([SH](=O)=O)cc2)cc1,0.8530796399229078,276.357,2.4507000000000003,43.370000000000005,3,1,5,19,2,0.2,c1ccc(CCc2ccccc2)cc1,0,True,2.3839002255757986,0,qed,58
CC1=CC=C(C2NC(=O)COC3=CC=CC=C32)C=C1,0.8479855435721557,2.593020000000001,2.5526339724858342,O=C1COc2ccccc2C(c2ccccc2)N1,2.5526339724858342,Cc1ccc(C2NC(=O)COc3ccccc32)cc1,0.8479855435721557,253.301,2.593020000000001,38.33,2,1,1,19,2,0.1875,O=C1COc2ccccc2C(c2ccccc2)N1,0,True,2.5526339724858342,0,qed,59
CN(CC1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1,0.8477177999414341,2.5073000000000008,1.4968290006525482,O=S(=O)(NCc1ccccc1)c1ccccc1,1.4968290006525482,CN(Cc1ccccc1)S(=O)(=O)c1ccccc1,0.8477177999414341,261.34599999999995,2.5073000000000008,37.38,2,0,4,18,2,0.1428571428571428,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,1.4968290006525482,0,qed,60
