Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_qed
O=C1COC2=CC=NC(SC3=CC=CC=C3)=C2N1,0.8990829872996295,2.5637,2.5424787061080245,O=C1COc2ccnc(Sc3ccccc3)c2N1,2.5424787061080245,O=C1COc2ccnc(Sc3ccccc3)c2N1,0.8990829872996295,258.302,2.5637,51.22,4,1,2,18,2,0.0769230769230769,O=C1COc2ccnc(Sc3ccccc3)c2N1,0,True,2.5424787061080245,0,qed,16
COC1=CC(N2C=CN=C2)=CC=C1C1CCCN1,0.8987364747519336,2.3054,2.8625675535150474,c1cn(-c2ccc(C3CCCN3)cc2)cn1,2.8625675535150474,COc1cc(-n2ccnc2)ccc1C1CCCN1,0.8987364747519336,243.31,2.3054,39.08,4,1,3,18,2,0.3571428571428571,c1cn(-c2ccc(C3CCCN3)cc2)cn1,0,True,2.8625675535150474,0,qed,17
O=C(CCSC(=O)C1CCCCC1)NC1=CC=CC=C1,0.8958326563077926,3.8553000000000015,2.0778590314657084,O=C(CCSC(=O)C1CCCCC1)Nc1ccccc1,2.0778590314657084,O=C(CCSC(=O)C1CCCCC1)Nc1ccccc1,0.8958326563077926,291.41599999999994,3.8553000000000015,46.17,3,1,5,20,1,0.5,O=C(CCSC(=O)C1CCCCC1)Nc1ccccc1,0,True,2.0778590314657084,0,qed,18
O=C(COC1=CN=CC(Cl)=C1)NC(=O)NC1=CC=C(F)C=C1F,0.8957354397607793,2.7403000000000004,2.1344090037430643,O=C(COc1cccnc1)NC(=O)Nc1ccccc1,2.1344090037430643,O=C(COc1cncc(Cl)c1)NC(=O)Nc1ccc(F)cc1F,0.8957354397607793,341.701,2.7403000000000004,80.32,4,2,4,23,2,0.0714285714285714,O=C(COc1cccnc1)NC(=O)Nc1ccccc1,0,True,2.1344090037430643,0,qed,19
O=C(COCC1=NC(Br)=NO1)NC1CCCCC1,0.895575494157281,1.7976,2.578187615341026,O=C(COCc1ncno1)NC1CCCCC1,2.578187615341026,O=C(COCc1nc(Br)no1)NC1CCCCC1,0.895575494157281,318.1710000000002,1.7976,77.25,5,1,5,18,1,0.7272727272727273,O=C(COCc1ncno1)NC1CCCCC1,0,True,2.578187615341026,0,qed,20
CC(C)(C[NH3+])OC1=CC=C(C2=CNC(=O)C=C2)C2=C1OCC2,0.8950820196753351,1.3761,3.342356855946062,O=c1ccc(-c2cccc3c2CCO3)c[nH]1,3.342356855946062,CC(C)(C[NH3+])Oc1ccc(-c2ccc(=O)[nH]c2)c2c1OCC2,0.8950820196753351,301.3660000000001,1.3761,78.96000000000001,3,2,4,22,2,0.3529411764705882,O=c1ccc(-c2cccc3c2CCO3)c[nH]1,0,True,3.342356855946062,0,qed,21
C=C(F)CN1C=C(NC(=O)C2CCCCC2)C=N1,0.8939928743553535,2.8851000000000013,2.468133978028113,O=C(Nc1cn[nH]c1)C1CCCCC1,2.468133978028113,C=C(F)Cn1cc(NC(=O)C2CCCCC2)cn1,0.8939928743553535,251.30499999999992,2.8851000000000013,46.92,3,1,4,18,1,0.5384615384615384,O=C(Nc1cn[nH]c1)C1CCCCC1,0,True,2.468133978028113,0,qed,22
COC1=CC=C(NC(=O)C2=CC=C(N3CCN(C(C)C)CC3)C=C2)C=C1,0.893840307057077,3.4779000000000027,1.751234686968857,O=C(Nc1ccccc1)c1ccc(N2CCNCC2)cc1,1.751234686968857,COc1ccc(NC(=O)c2ccc(N3CCN(C(C)C)CC3)cc2)cc1,0.893840307057077,353.4660000000001,3.4779000000000027,44.81,4,1,5,26,2,0.3809523809523809,O=C(Nc1ccccc1)c1ccc(N2CCNCC2)cc1,0,True,1.751234686968857,0,qed,23
CNC1=NN=C(C)C(=NC2=CC=C(Br)C=C2)N1,0.891583661337103,2.14972,3.1882906203020944,c1ccc(N=c2cnnc[nH]2)cc1,3.1882906203020944,CNc1nnc(C)c(=Nc2ccc(Br)cc2)[nH]1,0.891583661337103,294.156,2.14972,65.96000000000001,4,2,2,17,2,0.1818181818181818,c1ccc(N=c2cnnc[nH]2)cc1,0,True,3.1882906203020944,0,qed,24
CC(=O)NC1=CC=C(C(=O)N2CCC(O)(C3=CC=C(C)C=C3)CC2)C=N1,0.8879966437758954,2.47222,2.229778909906232,O=C(c1cccnc1)N1CCC(c2ccccc2)CC1,2.229778909906232,CC(=O)Nc1ccc(C(=O)N2CCC(O)(c3ccc(C)cc3)CC2)cn1,0.8879966437758954,353.4220000000001,2.47222,82.53,4,2,3,26,2,0.35,O=C(c1cccnc1)N1CCC(c2ccccc2)CC1,0,True,2.229778909906232,0,qed,25
O=C(O)C1=CC=C(S(=O)(=O)NCC2=CC=C(F)C=C2)C=C1,0.8846334188663416,2.0024,1.6404698803791202,O=S(=O)(NCc1ccccc1)c1ccccc1,1.6404698803791202,O=C(O)c1ccc(S(=O)(=O)NCc2ccc(F)cc2)cc1,0.8846334188663416,309.318,2.0024,83.47,3,2,5,21,2,0.0714285714285714,O=S(=O)(NCc1ccccc1)c1ccccc1,0,True,1.6404698803791202,0,qed,26
NC(=O)C=C1CN=C(C2=CC=C(Cl)C=C2)N1CC1=CC=CO1,0.8813464120404869,2.5646000000000004,2.914081598945,C=C1CN=C(c2ccccc2)N1Cc1ccco1,2.914081598945,NC(=O)C=C1CN=C(c2ccc(Cl)cc2)N1Cc1ccco1,0.8813464120404869,315.76000000000005,2.5646000000000004,71.83000000000001,4,1,4,22,2,0.125,C=C1CN=C(c2ccccc2)N1Cc1ccco1,0,True,2.914081598945,0,qed,27
CCNS(=O)(=O)C1=CC=C(C(=O)NC2=CC=C(Cl)C=C2)C=C1,0.8797868833736247,2.890500000000001,1.6394393723191651,O=C(Nc1ccccc1)c1ccccc1,1.6394393723191651,CCNS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1,0.8797868833736247,338.81600000000003,2.890500000000001,75.27,3,2,5,22,2,0.1333333333333333,O=C(Nc1ccccc1)c1ccccc1,0,True,1.6394393723191651,0,qed,28
CC(C(=O)O)N1CCCC1C1=CC2=C(C=C(C(=O)O)S2)C(=O)O1,0.8797825890583143,2.1627,3.646868103684575,O=c1oc(C2CCCN2)cc2sccc12,3.646868103684575,CC(C(=O)O)N1CCCC1c1cc2sc(C(=O)O)cc2c(=O)o1,0.8797825890583143,337.35300000000007,2.1627,108.05,6,2,4,23,2,0.4,O=c1oc(C2CCCN2)cc2sccc12,0,True,3.646868103684575,0,qed,29
O=C1C2=CC(N3CCCCC3)=C(O)N=C2SC=CN1CC1=CC=CS1,0.8792585200368713,4.058300000000003,3.320372627114472,O=C1c2cc(N3CCCCC3)cnc2SC=CN1Cc1cccs1,3.320372627114472,O=C1c2cc(N3CCCCC3)c(O)nc2SC=CN1Cc1cccs1,0.8792585200368713,373.5030000000001,4.058300000000003,56.67000000000001,6,1,3,25,2,0.3333333333333333,O=C1c2cc(N3CCCCC3)cnc2SC=CN1Cc1cccs1,0,True,3.320372627114472,0,qed,30
COC1=CC=C(CNC(=O)OC(C)(C)C)C=C1,0.8788688032061295,2.719900000000001,1.574089324315473,c1ccccc1,1.574089324315473,COc1ccc(CNC(=O)OC(C)(C)C)cc1,0.8788688032061295,237.299,2.719900000000001,47.56,3,1,3,17,1,0.4615384615384615,c1ccccc1,0,True,1.574089324315473,0,qed,31
NS(=O)(=O)C1=CC=C(SCC2=CC=CS2)C=C1,0.8786063847064,2.687800000000001,2.0501454279944014,c1ccc(SCc2cccs2)cc1,2.0501454279944014,NS(=O)(=O)c1ccc(SCc2cccs2)cc1,0.8786063847064,285.415,2.687800000000001,60.16,4,1,4,17,2,0.0909090909090909,c1ccc(SCc2cccs2)cc1,0,True,2.0501454279944014,0,qed,32
CCOC(=O)C1=CC=C(C(=O)NC2=CC=C(F)C=C2)C=C1,0.8781220611878047,3.254700000000001,1.4292475317750633,O=C(Nc1ccccc1)c1ccccc1,1.4292475317750633,CCOC(=O)c1ccc(C(=O)Nc2ccc(F)cc2)cc1,0.8781220611878047,287.29,3.254700000000001,55.400000000000006,3,1,4,21,2,0.125,O=C(Nc1ccccc1)c1ccccc1,0,True,1.4292475317750633,0,qed,33
O=C1C2=C(CCN1C1=NCCN1)SC(C1=CC=CC=C1)=C2,0.8780743191779766,2.3726000000000003,2.783445853682789,O=C1c2cc(-c3ccccc3)sc2CCN1C1=NCCN1,2.783445853682789,O=C1c2cc(-c3ccccc3)sc2CCN1C1=NCCN1,0.8780743191779766,297.38300000000004,2.3726000000000003,44.7,4,1,1,21,2,0.25,O=C1c2cc(-c3ccccc3)sc2CCN1C1=NCCN1,0,True,2.783445853682789,0,qed,34
CN(C)CCNC1=NN=C(C2=CC=C(F)C=C2)O1,0.877261056487291,1.8492,2.160790086625399,c1ccc(-c2nnco2)cc1,2.160790086625399,CN(C)CCNc1nnc(-c2ccc(F)cc2)o1,0.877261056487291,250.277,1.8492,54.19,5,1,5,18,2,0.3333333333333333,c1ccc(-c2nnco2)cc1,0,True,2.160790086625399,0,qed,35
CNC1=NC(N)=NC(C=CC2=CC=C(C#N)C=C2)=C1,0.8721547181844186,2.14258,2.5540258666014406,C(=Cc1ccncn1)c1ccccc1,2.5540258666014406,CNc1cc(C=Cc2ccc(C#N)cc2)nc(N)n1,0.8721547181844186,251.29300000000003,2.14258,87.62,5,2,3,19,2,0.0714285714285714,C(=Cc1ccncn1)c1ccccc1,0,True,2.5540258666014406,0,qed,36
CCC(=O)N1CCC(NS(=O)(=O)C2=CC(Cl)=CC=C2OC)CC1,0.8712614561091623,2.0279000000000003,2.0848298828639447,O=S(=O)(NC1CCNCC1)c1ccccc1,2.0848298828639447,CCC(=O)N1CCC(NS(=O)(=O)c2cc(Cl)ccc2OC)CC1,0.8712614561091623,360.86300000000017,2.0279000000000003,75.71000000000001,4,1,5,23,1,0.5333333333333333,O=S(=O)(NC1CCNCC1)c1ccccc1,0,True,2.0848298828639447,0,qed,37
O=C1COC2=CC=C(NC3=CC=C(F)C=C3)C=C2N1,0.8703848223309871,2.9002000000000008,1.987797754713327,O=C1COc2ccc(Nc3ccccc3)cc2N1,1.987797754713327,O=C1COc2ccc(Nc3ccc(F)cc3)cc2N1,0.8703848223309871,258.25199999999995,2.9002000000000008,50.36,3,2,2,19,2,0.0714285714285714,O=C1COc2ccc(Nc3ccccc3)cc2N1,0,True,1.987797754713327,0,qed,38
CC(NC(=O)C(C)(C)C)C(=O)NC1=CC=CC=C1C(=O)N1CCCCC1,0.8675751332263066,2.8020000000000005,2.4311193426148723,O=C(c1ccccc1)N1CCCCC1,2.4311193426148723,CC(NC(=O)C(C)(C)C)C(=O)Nc1ccccc1C(=O)N1CCCCC1,0.8675751332263066,359.47000000000025,2.8020000000000005,78.51,3,2,4,26,1,0.55,O=C(c1ccccc1)N1CCCCC1,0,True,2.4311193426148723,0,qed,39
O=C(C1=CC=CC(CC2=CC=CO2)=C1)C1CCNCC1,0.8674061785778897,3.0527000000000006,2.2572300066039546,O=C(c1cccc(Cc2ccco2)c1)C1CCNCC1,2.2572300066039546,O=C(c1cccc(Cc2ccco2)c1)C1CCNCC1,0.8674061785778897,269.344,3.0527000000000006,42.24,3,1,4,20,2,0.3529411764705882,O=C(c1cccc(Cc2ccco2)c1)C1CCNCC1,0,True,2.2572300066039546,0,qed,40
CC1=C(CN(C)C(=O)C2=CC=CO2)SC(N2CCCCC2)=N1,0.8673452461551381,3.3070200000000023,2.420929950593351,O=C(NCc1cnc(N2CCCCC2)s1)c1ccco1,2.420929950593351,Cc1nc(N2CCCCC2)sc1CN(C)C(=O)c1ccco1,0.8673452461551381,319.4300000000002,3.3070200000000023,49.580000000000005,5,0,4,22,2,0.5,O=C(NCc1cnc(N2CCCCC2)s1)c1ccco1,0,True,2.420929950593351,0,qed,41
CN1C(=O)N(C)C(=NC2CCNC2=O)C=C1NC1=CC=C(Cl)C=C1,0.8657005667967003,0.91,3.5004054501102964,O=C1NCCC1N=c1cc(Nc2ccccc2)[nH]c(=O)[nH]1,3.5004054501102964,Cn1c(Nc2ccc(Cl)cc2)cc(=NC2CCNC2=O)n(C)c1=O,0.8657005667967003,347.80600000000004,0.91,80.42,6,2,3,24,2,0.3125,O=C1NCCC1N=c1cc(Nc2ccccc2)[nH]c(=O)[nH]1,0,True,3.5004054501102964,0,qed,42
CCNC1CCN(CC(=O)NC2=CC=C(C)C=C2)CC1,0.863750115600656,2.00742,1.7564145808165392,O=C(CN1CCCCC1)Nc1ccccc1,1.7564145808165392,CCNC1CCN(CC(=O)Nc2ccc(C)cc2)CC1,0.863750115600656,275.39600000000013,2.00742,44.370000000000005,3,2,5,20,1,0.5625,O=C(CN1CCCCC1)Nc1ccccc1,0,True,1.7564145808165392,0,qed,43
CCN(CC)C(=O)N(CC1=CC=CC=C1)C(C)C(N)=O,0.8616036158337282,1.8242,2.6665342509261816,c1ccccc1,2.6665342509261816,CCN(CC)C(=O)N(Cc1ccccc1)C(C)C(N)=O,0.8616036158337282,277.36800000000005,1.8242,66.64000000000001,2,1,6,20,1,0.4666666666666667,c1ccccc1,0,True,2.6665342509261816,0,qed,44
CSC1=CC=C(Cl)C(S(=O)(=O)NN2CCSC2)=C1,0.8609493921310649,2.2615,3.0241145029149905,O=S(=O)(NN1CCSC1)c1ccccc1,3.0241145029149905,CSc1ccc(Cl)c(S(=O)(=O)NN2CCSC2)c1,0.8609493921310649,324.88000000000005,2.2615,49.41,5,1,4,18,1,0.4,O=S(=O)(NN1CCSC1)c1ccccc1,0,True,3.0241145029149905,0,qed,45
CNC(=O)C1=CC=C(OC2CC(C)N(CC3=CC=C(F)C(Cl)=C3)C2)C=C1,0.8605671216360932,3.880500000000003,2.9319619749237624,c1ccc(CN2CCC(Oc3ccccc3)C2)cc1,2.9319619749237624,CNC(=O)c1ccc(OC2CC(C)N(Cc3ccc(F)c(Cl)c3)C2)cc1,0.8605671216360932,376.859,3.880500000000003,41.57,3,1,5,26,2,0.35,c1ccc(CN2CCC(Oc3ccccc3)C2)cc1,0,True,2.9319619749237624,0,qed,46
O=C(NC=CC1=CC=CS1)C1=CC=CC=C1,0.8602817096073576,3.1488000000000014,2.223657476984993,O=C(NC=Cc1cccs1)c1ccccc1,2.223657476984993,O=C(NC=Cc1cccs1)c1ccccc1,0.8602817096073576,229.304,3.1488000000000014,29.1,2,1,3,16,2,0.0,O=C(NC=Cc1cccs1)c1ccccc1,0,True,2.223657476984993,0,qed,47
CC(C)C(CO)NS(=O)(=O)C1=CC=C(Cl)C=C1,0.8597369101299569,1.6351999999999998,2.453600421990684,c1ccccc1,2.453600421990684,CC(C)C(CO)NS(=O)(=O)c1ccc(Cl)cc1,0.8597369101299569,277.773,1.6351999999999998,66.4,3,2,5,17,1,0.4545454545454545,c1ccccc1,0,True,2.453600421990684,0,qed,48
O=CC(CC1=CC=CC=C1)NC(=O)C1=CC=C(Cl)C=C1,0.8596721321298787,2.880000000000001,2.228651254974764,O=C(NCCc1ccccc1)c1ccccc1,2.228651254974764,O=CC(Cc1ccccc1)NC(=O)c1ccc(Cl)cc1,0.8596721321298787,287.746,2.880000000000001,46.17,2,1,5,20,2,0.125,O=C(NCCc1ccccc1)c1ccccc1,0,True,2.228651254974764,0,qed,49
CCOC(=O)C1=CN=CC=C1C(=O)NC1=CC=C(OC)C=C1,0.8584811971910598,2.5192000000000005,1.8160551189733576,O=C(Nc1ccccc1)c1ccncc1,1.8160551189733576,CCOC(=O)c1cnccc1C(=O)Nc1ccc(OC)cc1,0.8584811971910598,300.314,2.5192000000000005,77.52,5,1,5,22,2,0.1875,O=C(Nc1ccccc1)c1ccncc1,0,True,1.8160551189733576,0,qed,50
NC1=CC=CC=C1C(=O)N1CCC(C2=CC=CC=C2)CC1,0.858014284347458,3.2886000000000024,1.7548900264851337,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,1.7548900264851337,Nc1ccccc1C(=O)N1CCC(c2ccccc2)CC1,0.858014284347458,280.37100000000004,3.2886000000000024,46.330000000000005,2,1,2,21,2,0.2777777777777778,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,0,True,1.7548900264851337,0,qed,51
O=C1C2=CC=CC=C2CC2=C1CNN2C1=CC=CC=C1,0.8572959588254444,2.704300000000001,2.6113935007369395,O=C1C2=C(Cc3ccccc31)N(c1ccccc1)NC2,2.6113935007369395,O=C1C2=C(Cc3ccccc31)N(c1ccccc1)NC2,0.8572959588254444,262.312,2.704300000000001,32.34,3,1,1,20,2,0.1176470588235294,O=C1C2=C(Cc3ccccc31)N(c1ccccc1)NC2,0,True,2.6113935007369395,0,qed,52
CC(C)(O)N1CCC2=C(C(=O)C3=C(CCCC3)O2)C1CO,0.8551150537152648,1.1385,3.973667115754711,O=c1c2c(oc3c1CNCC3)CCCC2,3.973667115754711,CC(C)(O)N1CCc2oc3c(c(=O)c2C1CO)CCCC3,0.8551150537152648,293.363,1.1385,73.91,5,2,2,21,1,0.6875,O=c1c2c(oc3c1CNCC3)CCCC2,0,True,3.973667115754711,0,qed,53
CC(O)(CC1=NCCN1)C1=CC=C(C#CC2=CC=C(F)C=C2)C=C1,0.8536670105372713,2.824800000000001,3.1786415605281064,C(#Cc1ccc(CCC2=NCCN2)cc1)c1ccccc1,3.1786415605281064,CC(O)(CC1=NCCN1)c1ccc(C#Cc2ccc(F)cc2)cc1,0.8536670105372713,322.38300000000004,2.824800000000001,44.620000000000005,3,2,3,24,2,0.25,C(#Cc1ccc(CCC2=NCCN2)cc1)c1ccccc1,0,True,3.1786415605281064,0,qed,54
CC1=CN(C)C(=O)N(CC(=O)NCC2=CC=C(OC(F)(F)F)C=C2)C1=O,0.8525306715155833,1.0704199999999997,2.2957932257273974,O=C(Cn1c(=O)cc[nH]c1=O)NCc1ccccc1,2.2957932257273974,Cc1cn(C)c(=O)n(CC(=O)NCc2ccc(OC(F)(F)F)cc2)c1=O,0.8525306715155833,371.31500000000005,1.0704199999999997,82.33000000000001,6,1,5,26,2,0.3125,O=C(Cn1c(=O)cc[nH]c1=O)NCc1ccccc1,0,True,2.2957932257273974,0,qed,55
CCCOC1=CC=C(CN2N=CN=C2N)C=C1,0.8516309220197421,1.6974,2.1901560637871818,c1ccc(Cn2cncn2)cc1,2.1901560637871818,CCCOc1ccc(Cn2ncnc2N)cc1,0.8516309220197421,232.287,1.6974,65.96,5,1,5,17,2,0.3333333333333333,c1ccc(Cn2cncn2)cc1,0,True,2.1901560637871818,0,qed,56
OCC(CC1=CC=CC=C1)NCC1=CC=C(F)C(F)=C1,0.8505341958427084,2.6580000000000013,2.2942504452581645,c1ccc(CCNCc2ccccc2)cc1,2.2942504452581645,OCC(Cc1ccccc1)NCc1ccc(F)c(F)c1,0.8505341958427084,277.314,2.6580000000000013,32.26,2,2,6,20,2,0.25,c1ccc(CCNCc2ccccc2)cc1,0,True,2.2942504452581645,0,qed,57
CC(CN1CCOCC1)C(NC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,0.8504669168692709,2.3912000000000004,3.085095226767809,O=C(NC(CCN1CCOCC1)c1ccccc1)N1CCOCC1,3.085095226767809,CC(CN1CCOCC1)C(NC(=O)N1CCOCC1)c1ccc(Cl)cc1,0.8504669168692709,381.9040000000001,2.3912000000000004,54.040000000000006,4,1,5,26,1,0.631578947368421,O=C(NC(CCN1CCOCC1)c1ccccc1)N1CCOCC1,0,True,3.085095226767809,0,qed,58
O=C(O)C1=C=C=C2C(=C1)OCCN2CC1=CC=C2NN=CC2=C1,0.8473549484996685,1.9415,3.820251598461778,C1=C=C2C(=CC=1)OCCN2Cc1ccc2[nH]ncc2c1,3.820251598461778,O=C(O)C1=C=C=C2C(=C1)OCCN2Cc1ccc2[nH]ncc2c1,0.8473549484996685,307.309,1.9415,78.45,4,2,3,23,2,0.1764705882352941,C1=C=C2C(=CC=1)OCCN2Cc1ccc2[nH]ncc2c1,0,True,3.820251598461778,0,qed,59
CC1=C(NP(=O)(O)C2=CC=C(Cl)C=C2Cl)SC=N1,0.8460202775633234,3.681120000000001,3.5445627669269726,O=[PH](Nc1cncs1)c1ccccc1,3.5445627669269726,Cc1ncsc1NP(=O)(O)c1ccc(Cl)cc1Cl,0.8460202775633234,323.141,3.681120000000001,62.22,3,2,3,18,2,0.1,O=[PH](Nc1cncs1)c1ccccc1,0,True,3.5445627669269726,0,qed,60
