Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,heavy_score,method
O=C(CN1CCOCC1)NC1=CC=C(OC2=CN=CC=N2)C=C1,0.9019399165663444,1.5395999999999996,2.034928460756639,O=C(CN1CCOCC1)Nc1ccc(Oc2cnccn2)cc1,2.034928460756639,O=C(CN1CCOCC1)Nc1ccc(Oc2cnccn2)cc1,0.9019399165663444,314.345,1.5395999999999996,76.58,6,1,5,23,2,0.3125,O=C(CN1CCOCC1)Nc1ccc(Oc2cnccn2)cc1,0,True,2.034928460756639,-1.3631885441902947,heavy
O=C(COC1=CC=C2OCOC2=C1)NC1=CC=C([N+](=O)[O-])C=C1,0.6710452166301709,2.341,1.8803593533934129,O=C(COc1ccc2c(c1)OCO2)Nc1ccccc1,1.8803593533934129,O=C(COc1ccc2c(c1)OCO2)Nc1ccc([N+](=O)[O-])cc1,0.6710452166301709,316.269,2.341,99.93,6,1,5,23,2,0.1333333333333333,O=C(COc1ccc2c(c1)OCO2)Nc1ccccc1,0,True,1.8803593533934129,-1.3798141367632422,heavy
COC1=CC=C(C=CC(=O)N2CCCCC2)C=C1OC,0.7930792372526949,2.7295000000000007,1.8395595200877943,O=C(C=Cc1ccccc1)N1CCCCC1,1.8395595200877943,COc1ccc(C=CC(=O)N2CCCCC2)cc1OC,0.7930792372526949,275.348,2.7295000000000007,38.77,3,0,4,20,1,0.4375,O=C(C=Cc1ccccc1)N1CCCCC1,0,True,1.8395595200877943,-1.4112302828350998,heavy
O=C(NCC1=CC=CO1)NC1=CC=C(Cl)C=C1,0.8785723504120994,3.254700000000001,1.6722646980100997,O=C(NCc1ccco1)Nc1ccccc1,1.6722646980100997,O=C(NCc1ccco1)Nc1ccc(Cl)cc1,0.8785723504120994,250.685,3.254700000000001,54.27,2,2,3,17,2,0.0833333333333333,O=C(NCc1ccco1)Nc1ccccc1,0,True,1.6722646980100997,-1.421042347598001,heavy
CCCCS(=O)(=O)N1CCCCC1,0.6988550073858447,1.6022,1.923220519239596,C1CCNCC1,1.923220519239596,CCCCS(=O)(=O)N1CCCCC1,0.6988550073858447,205.32299999999992,1.6022,37.38,2,0,4,13,0,1.0,C1CCNCC1,0,True,1.923220519239596,-1.4232655118537512,heavy
COC(=O)C1CCN(CC2=NOC(C3=CC=C(F)C=C3)=N2)CC1,0.8053156769336685,2.2607,2.1006076051416667,c1ccc(-c2nc(CN3CCCCC3)no2)cc1,2.1006076051416667,COC(=O)C1CCN(Cc2noc(-c3ccc(F)cc3)n2)CC1,0.8053156769336685,319.33600000000007,2.2607,68.46000000000001,6,0,4,23,2,0.4375,c1ccc(-c2nc(CN3CCCCC3)no2)cc1,0,True,2.1006076051416667,-1.4256419282079982,heavy
CC1=CC=C(NCC2=CC(N)=NN2C)C=C1,0.8238006913998958,1.92282,2.224757706117563,c1ccc(NCc2ccn[nH]2)cc1,2.224757706117563,Cc1ccc(NCc2cc(N)nn2C)cc1,0.8238006913998958,216.288,1.92282,55.87,4,2,3,16,2,0.25,c1ccc(NCc2ccn[nH]2)cc1,0,True,2.224757706117563,-1.4395470147176672,heavy
CN(C(=O)C1=NC2=CC=CC=C2N1)C1=CC=CC=C1C(N)=O,0.772822365894007,1.9384,2.210302017236385,O=C(Nc1ccccc1)c1nc2ccccc2[nH]1,2.210302017236385,CN(C(=O)c1nc2ccccc2[nH]1)c1ccccc1C(N)=O,0.772822365894007,294.3140000000001,1.9384,92.08,3,2,3,22,3,0.0625,O=C(Nc1ccccc1)c1nc2ccccc2[nH]1,0,True,2.210302017236385,-1.4682796513423781,heavy
CC1=CN=C(C2=CC=C(CNCCCC(=O)O)C=C2)C=N1,0.7640503847107397,2.40642,2.036563620432169,c1ccc(-c2cnccn2)cc1,2.036563620432169,Cc1cnc(-c2ccc(CNCCCC(=O)O)cc2)cn1,0.7640503847107397,285.3469999999999,2.40642,75.11,4,2,7,21,2,0.3125,c1ccc(-c2cnccn2)cc1,0,True,2.036563620432169,-1.475723235721429,heavy
COC1=CC=C(CS(=O)(=O)CCC(=O)O)C=C1,0.825543013785563,1.0847000000000002,1.860388655419152,c1ccccc1,1.860388655419152,COc1ccc(CS(=O)(=O)CCC(=O)O)cc1,0.825543013785563,258.295,1.0847000000000002,80.67,4,1,6,17,1,0.3636363636363636,c1ccccc1,0,True,1.860388655419152,-1.4924956416335888,heavy
CN(C)C(=O)C1=CC=CC(C2=CC=C3C(=O)COC3=C2)=N1,0.8452636686307191,2.0255,2.3268373622835394,O=C1COc2cc(-c3ccccn3)ccc21,2.3268373622835394,CN(C)C(=O)c1cccc(-c2ccc3c(c2)OCC3=O)n1,0.8452636686307191,282.2989999999999,2.0255,59.5,4,0,2,21,2,0.1875,O=C1COc2cc(-c3ccccn3)ccc21,0,True,2.3268373622835394,-1.4943236936528204,heavy
CCN1C=C(C(=O)NC2=CC=C(F)C(Cl)=C2)C=N1,0.9293529812015164,2.947800000000001,1.951588656761146,O=C(Nc1ccccc1)c1cn[nH]c1,1.951588656761146,CCn1cc(C(=O)Nc2ccc(F)c(Cl)c2)cn1,0.9293529812015164,267.691,2.947800000000001,46.92,3,1,3,18,2,0.1666666666666666,O=C(Nc1ccccc1)c1cn[nH]c1,0,True,1.951588656761146,-1.49613567555963,heavy
CC1=C(Cl)C2=CC(C(N)=O)=CC=C2N1,0.7419894534529387,2.22862,2.149637265854082,c1ccc2[nH]ccc2c1,2.149637265854082,Cc1[nH]c2ccc(C(N)=O)cc2c1Cl,0.7419894534529387,208.648,2.22862,58.88,1,2,1,14,2,0.1,c1ccc2[nH]ccc2c1,0,True,2.149637265854082,-1.5219578124011435,heavy
CC(C)(C)OC(=O)N1CCC(N2CCCC2)CC1,0.7204500421976436,2.481700000000001,2.003708349068839,C1CCN(C2CCNCC2)C1,2.003708349068839,CC(C)(C)OC(=O)N1CCC(N2CCCC2)CC1,0.7204500421976436,254.3739999999999,2.481700000000001,32.78,3,0,1,18,0,0.9285714285714286,C1CCN(C2CCNCC2)C1,0,True,2.003708349068839,-1.524108306871196,heavy
O=C(CN1C=NC2=CC(Cl)=CC=C21)NCC1=CC=CC=C1,0.8048003915679719,3.0061000000000018,1.8286037717562564,O=C(Cn1cnc2ccccc21)NCc1ccccc1,1.8286037717562564,O=C(Cn1cnc2cc(Cl)ccc21)NCc1ccccc1,0.8048003915679719,299.761,3.0061000000000018,46.92,3,1,4,21,3,0.125,O=C(Cn1cnc2ccccc21)NCc1ccccc1,0,True,1.8286037717562564,-1.5268533801882853,heavy
COC1=CC=C(NC(=O)C2=CC=C(C(C)C)C=C2)C=C1,0.9081761858037772,4.070900000000003,1.402248487699131,O=C(Nc1ccccc1)c1ccccc1,1.402248487699131,COc1ccc(NC(=O)c2ccc(C(C)C)cc2)cc1,0.9081761858037772,269.344,4.070900000000003,38.33,2,1,4,20,2,0.2352941176470588,O=C(Nc1ccccc1)c1ccccc1,0,True,1.402248487699131,-1.529522301895355,heavy
NC1CN(C2=CC=C3C(=C2)SC(=O)N3CC2=CC=CC=C2)C1,0.8070376170600694,2.2586000000000004,2.2157936868570864,O=c1sc2cc(N3CCC3)ccc2n1Cc1ccccc1,2.2157936868570864,NC1CN(c2ccc3c(c2)sc(=O)n3Cc2ccccc2)C1,0.8070376170600694,311.41,2.2586000000000004,51.26,5,1,3,22,3,0.2352941176470588,O=c1sc2cc(N3CCC3)ccc2n1Cc1ccccc1,0,True,2.2157936868570864,-1.5380560697970171,heavy
C1=CC=C(OCCOCCC2=CNC=N2)C=C1,0.7430893503653065,2.0478,2.259498256048701,c1ccc(OCCOCCc2c[nH]cn2)cc1,2.259498256048701,c1ccc(OCCOCCc2c[nH]cn2)cc1,0.7430893503653065,232.283,2.0478,47.14,3,1,7,17,2,0.3076923076923077,c1ccc(OCCOCCc2c[nH]cn2)cc1,0,True,2.259498256048701,-1.5403089056833947,heavy
O=S(=O)(CN1CCCCC1)N1CCN(C2=CC=CC=C2)CC1,0.8437989834712609,1.5818,2.1838740783406028,O=S(=O)(CN1CCCCC1)N1CCN(c2ccccc2)CC1,2.1838740783406028,O=S(=O)(CN1CCCCC1)N1CCN(c2ccccc2)CC1,0.8437989834712609,323.46200000000005,1.5818,43.86000000000001,4,0,4,22,1,0.625,O=S(=O)(CN1CCCCC1)N1CCN(c2ccccc2)CC1,0,True,2.1838740783406028,-1.5491750948693417,heavy
NC1=NN=C(CCC2=CC=CC=C2)O1,0.7929094877275333,1.4369999999999998,2.072607414960432,c1ccc(CCc2nnco2)cc1,2.072607414960432,Nc1nnc(CCc2ccccc2)o1,0.7929094877275333,189.218,1.4369999999999998,64.94,4,1,3,14,2,0.2,c1ccc(CCc2nnco2)cc1,0,True,2.072607414960432,-1.5611979272328986,heavy
O=C(COC(=O)C1=CC=CC2=CC=CC=C21)NCCN1CCCCCC1,0.8104489675839304,2.988800000000002,1.8828600562652795,O=C(COC(=O)c1cccc2ccccc12)NCCN1CCCCCC1,1.8828600562652795,O=C(COC(=O)c1cccc2ccccc12)NCCN1CCCCCC1,0.8104489675839304,354.4500000000003,2.988800000000002,58.64000000000001,4,1,6,26,2,0.4285714285714285,O=C(COC(=O)c1cccc2ccccc12)NCCN1CCCCCC1,0,True,1.8828600562652795,-1.5668110886813502,heavy
NCC1=CC(C(=O)NCC2=C(Cl)C=CC=C2Cl)=CC=N1,0.912206263563732,2.777100000000001,2.09323337780902,O=C(NCc1ccccc1)c1ccncc1,2.09323337780902,NCc1cc(C(=O)NCc2c(Cl)cccc2Cl)ccn1,0.912206263563732,310.184,2.777100000000001,68.01,3,2,4,20,2,0.1428571428571428,O=C(NCc1ccccc1)c1ccncc1,0,True,2.09323337780902,-1.5695771142452886,heavy
NC(=O)CC1=CC=C(CN2CCN(C3=NC4=CC=CC=C4S3)CC2)C=C1,0.7540284778075451,2.6463,2.0135641048482764,c1ccc(CN2CCN(c3nc4ccccc4s3)CC2)cc1,2.0135641048482764,NC(=O)Cc1ccc(CN2CCN(c3nc4ccccc4s3)CC2)cc1,0.7540284778075451,366.49000000000007,2.6463,62.46000000000001,5,1,5,26,3,0.3,c1ccc(CN2CCN(c3nc4ccccc4s3)CC2)cc1,0,True,2.0135641048482764,-1.5826856270407315,heavy
O=C(CCC(=O)N1CCN(C2=CC=CC=C2)CC1)OCCC1=CC=CC=C1,0.7072581634512893,2.901300000000001,1.8486443649538915,O=C(CCC(=O)N1CCN(c2ccccc2)CC1)OCCc1ccccc1,1.8486443649538915,O=C(CCC(=O)N1CCN(c2ccccc2)CC1)OCCc1ccccc1,0.7072581634512893,366.4610000000001,2.901300000000001,49.85000000000001,4,0,7,27,2,0.3636363636363636,O=C(CCC(=O)N1CCN(c2ccccc2)CC1)OCCc1ccccc1,0,True,1.8486443649538915,-1.5920362015026026,heavy
CCCCOC(=O)NCC1=CC=CN=C1N1CCCC1,0.8122902334743649,2.708100000000001,2.052172028813189,c1ccc(N2CCCC2)nc1,2.052172028813189,CCCCOC(=O)NCc1cccnc1N1CCCC1,0.8122902334743649,277.36800000000005,2.708100000000001,54.46,4,1,6,20,1,0.6,c1ccc(N2CCCC2)nc1,0,True,2.052172028813189,-1.5939317953388243,heavy
CCC(NC)C1=CC=C(OC)C(OC)=C1,0.8072546694675851,2.3743000000000007,2.2237712741510425,c1ccccc1,2.2237712741510425,CCC(NC)c1ccc(OC)c(OC)c1,0.8072546694675851,209.289,2.3743000000000007,30.49,3,1,5,15,1,0.5,c1ccccc1,0,True,2.2237712741510425,-1.6036666046834578,heavy
O=C(O)CC1=CC=C(C(=O)SCC(=O)NS(=O)(=O)C2=CC=CC=C2)C=C1,0.7348551060256834,1.6922,2.206556412540582,O=C(CSC(=O)c1ccccc1)NS(=O)(=O)c1ccccc1,2.206556412540582,O=C(O)Cc1ccc(C(=O)SCC(=O)NS(=O)(=O)c2ccccc2)cc1,0.7348551060256834,393.44200000000006,1.6922,117.61,6,2,7,26,2,0.1176470588235294,O=C(CSC(=O)c1ccccc1)NS(=O)(=O)c1ccccc1,0,True,2.206556412540582,-1.6256013065148989,heavy
CCOC(=O)C(C)C(=O)NC1=CC=CC=C1,0.622961195763298,1.8243,2.168683714099858,c1ccccc1,2.168683714099858,CCOC(=O)C(C)C(=O)Nc1ccccc1,0.622961195763298,221.25600000000003,1.8243,55.400000000000006,3,1,4,16,1,0.3333333333333333,c1ccccc1,0,True,2.168683714099858,-1.63357251833656,heavy
CN1CCC(CN(C)S(=O)(=O)C2=CC=C(F)C(F)=C2F)CC1,0.790558040779273,2.0662,2.396368207251946,O=S(=O)(NCC1CCNCC1)c1ccccc1,2.396368207251946,CN1CCC(CN(C)S(=O)(=O)c2ccc(F)c(F)c2F)CC1,0.790558040779273,336.3790000000001,2.0662,40.620000000000005,3,0,4,22,1,0.5714285714285714,O=S(=O)(NCC1CCNCC1)c1ccccc1,0,True,2.396368207251946,-1.6389101664726728,heavy
O=C(CN1CCN(COCC2=CC=CC=C2)CC1)N1CCN(CC2=CC=C(F)C=C2)CC1,0.6298492150152387,2.2618,2.138959614736361,O=C(CN1CCN(COCc2ccccc2)CC1)N1CCN(Cc2ccccc2)CC1,2.138959614736361,O=C(CN1CCN(COCc2ccccc2)CC1)N1CCN(Cc2ccc(F)cc2)CC1,0.6298492150152387,440.5630000000003,2.2618,39.260000000000005,5,0,8,32,2,0.48,O=C(CN1CCN(COCc2ccccc2)CC1)N1CCN(Cc2ccccc2)CC1,0,True,2.138959614736361,-1.6400103997211226,heavy
CCOC(=O)CN(C)S(=O)(=O)C1=CC=C(C2=NC3=CC=CC=C3N2)C=C1,0.6700348513022796,2.4135,2.1089418182307824,c1ccc(-c2nc3ccccc3[nH]2)cc1,2.1089418182307824,CCOC(=O)CN(C)S(=O)(=O)c1ccc(-c2nc3ccccc3[nH]2)cc1,0.6700348513022796,373.434,2.4135,92.36,5,1,6,26,3,0.2222222222222222,c1ccc(-c2nc3ccccc3[nH]2)cc1,0,True,2.1089418182307824,-1.6456569669285028,heavy
O=C(COC1CCC1)NC1=CC=C(OC2=CN=CN=C2)C=C1,0.8875301832110178,2.7765000000000013,2.1539425879559886,O=C(COC1CCC1)Nc1ccc(Oc2cncnc2)cc1,2.1539425879559886,O=C(COC1CCC1)Nc1ccc(Oc2cncnc2)cc1,0.8875301832110178,299.33000000000004,2.7765000000000013,73.34,5,1,6,22,2,0.3125,O=C(COC1CCC1)Nc1ccc(Oc2cncnc2)cc1,0,True,2.1539425879559886,-1.6546624047449714,heavy
CN1C(=O)C2=CC=CC=C2NC2=CC=CC=C21,0.7456113423055866,3.020200000000001,1.8910311030336509,O=C1Nc2ccccc2Nc2ccccc21,1.8910311030336509,CN1C(=O)c2ccccc2Nc2ccccc21,0.7456113423055866,224.263,3.020200000000001,32.34,2,1,0,17,2,0.0714285714285714,O=C1Nc2ccccc2Nc2ccccc21,0,True,1.8910311030336509,-1.6555197607280647,heavy
N#CC1=CC=C(NC(=O)C=C2C(=O)NC3=CC=CC=C32)C=C1,0.833389907038008,2.5324800000000005,2.2408706099340083,O=C(C=C1C(=O)Nc2ccccc21)Nc1ccccc1,2.2408706099340083,N#Cc1ccc(NC(=O)C=C2C(=O)Nc3ccccc32)cc1,0.833389907038008,289.29400000000004,2.5324800000000005,81.99000000000001,3,2,2,22,2,0.0,O=C(C=C1C(=O)Nc2ccccc21)Nc1ccccc1,0,True,2.2408706099340083,-1.6737207028960006,heavy
COC(=O)CCNC(=O)C1=CC=C(OCC2=CC=C(Cl)C=C2)C(OC)=C1,0.7148444586462275,3.220500000000002,1.7865976664921115,c1ccc(COc2ccccc2)cc1,1.7865976664921115,COC(=O)CCNC(=O)c1ccc(OCc2ccc(Cl)cc2)c(OC)c1,0.7148444586462275,377.82400000000007,3.220500000000002,73.86,5,1,8,26,2,0.2631578947368421,c1ccc(COc2ccccc2)cc1,0,True,1.7865976664921115,-1.682003207845885,heavy
CN(C)C(=O)C1=CC=C(NC(=O)NCC2CCN(C(N)=O)CC2)C=C1,0.7637553339599364,1.3006000000000002,2.097473309755239,O=C(NCC1CCNCC1)Nc1ccccc1,2.097473309755239,CN(C)C(=O)c1ccc(NC(=O)NCC2CCN(C(N)=O)CC2)cc1,0.7637553339599364,347.4190000000001,1.3006000000000002,107.77,3,3,4,25,1,0.4705882352941176,O=C(NCC1CCNCC1)Nc1ccccc1,0,True,2.097473309755239,-1.6834179757953027,heavy
O=C(COC1=CC=C(C(=O)NC2=CC=CC=C2)C=C1)NCC1=CC=CC=C1,0.6759998469955047,3.634100000000002,1.5444233328214685,O=C(COc1ccc(C(=O)Nc2ccccc2)cc1)NCc1ccccc1,1.5444233328214685,O=C(COc1ccc(C(=O)Nc2ccccc2)cc1)NCc1ccccc1,0.6759998469955047,360.41300000000007,3.634100000000002,67.43,3,2,7,27,3,0.0909090909090909,O=C(COc1ccc(C(=O)Nc2ccccc2)cc1)NCc1ccccc1,0,True,1.5444233328214685,-1.6854734858259648,heavy
O=C(NC1=CC=C(F)C(S(=O)(=O)NC2=CC=CC=N2)=C1)C1=CC=CN=C1,0.7170200959308018,2.668800000000001,2.071657140191311,O=C(Nc1cccc(S(=O)(=O)Nc2ccccn2)c1)c1cccnc1,2.071657140191311,O=C(Nc1ccc(F)c(S(=O)(=O)Nc2ccccn2)c1)c1cccnc1,0.7170200959308018,372.381,2.668800000000001,101.05,5,2,5,26,3,0.0,O=C(Nc1cccc(S(=O)(=O)Nc2ccccn2)c1)c1cccnc1,0,True,2.071657140191311,-1.6890370442605098,heavy
C1=CC=C2CNCCC2=C1,0.5627155967397938,1.3323,1.9239539820601284,c1ccc2c(c1)CCNC2,1.9239539820601284,c1ccc2c(c1)CCNC2,0.5627155967397938,133.19400000000002,1.3323,12.03,1,1,0,10,1,0.3333333333333333,c1ccc2c(c1)CCNC2,0,True,1.9239539820601284,-1.6950883853203345,heavy
N#CC1=CC=C(C2=NC(C3=CC=C(N)C=C3)=NO2)C=C1,0.7171137246693089,2.85748,1.985760622977644,c1ccc(-c2noc(-c3ccccc3)n2)cc1,1.985760622977644,N#Cc1ccc(-c2nc(-c3ccc(N)cc3)no2)cc1,0.7171137246693089,262.272,2.85748,88.73,5,1,2,20,3,0.0,c1ccc(-c2noc(-c3ccccc3)n2)cc1,0,True,1.985760622977644,-1.6973868983083351,heavy
CCCCCC1=CC=CO1,0.5827540251312207,3.012300000000001,1.7814428414765755,c1ccoc1,1.7814428414765755,CCCCCc1ccco1,0.5827540251312207,138.20999999999998,3.012300000000001,13.14,1,0,4,10,1,0.5555555555555556,c1ccoc1,0,True,1.7814428414765755,-1.7048388163453554,heavy
O=C1C2=CC=CC=C2C(=O)N1CC1=CN=CN1CC1=CC=CC=C1,0.6953045241055132,2.7276000000000007,2.046295221572436,O=C1c2ccccc2C(=O)N1Cc1cncn1Cc1ccccc1,2.046295221572436,O=C1c2ccccc2C(=O)N1Cc1cncn1Cc1ccccc1,0.6953045241055132,317.348,2.7276000000000007,55.2,4,0,4,24,3,0.1052631578947368,O=C1c2ccccc2C(=O)N1Cc1cncn1Cc1ccccc1,0,True,2.046295221572436,-1.7147906974669231,heavy
CCOC(=O)C(C)(C)OC(=O)C(C)(C)C,0.6761824130018143,1.9174,2.360944761215558,,2.360944761215558,CCOC(=O)C(C)(C)OC(=O)C(C)(C)C,0.6761824130018143,216.277,1.9174,52.6,4,0,3,15,0,0.8181818181818182,,0,True,2.360944761215558,-1.7260623482137438,heavy
CCN(CCN1CCC2=CC=CC=C21)S(C)(=O)=O,0.8087181748759633,1.3305999999999998,2.204998195222684,c1ccc2c(c1)CCN2,2.204998195222684,CCN(CCN1CCc2ccccc21)S(C)(=O)=O,0.8087181748759633,268.38200000000006,1.3305999999999998,40.620000000000005,3,0,5,18,1,0.5384615384615384,c1ccc2c(c1)CCN2,0,True,2.204998195222684,-1.730980020346721,heavy
O=C(O)CCC1CCC(NCC2=CC=C(F)C=C2)CC1,0.839355259130851,3.3389000000000024,1.9022777387112768,c1ccc(CNC2CCCCC2)cc1,1.9022777387112768,O=C(O)CCC1CCC(NCc2ccc(F)cc2)CC1,0.839355259130851,279.3550000000001,3.3389000000000024,49.33,2,2,6,20,1,0.5625,c1ccc(CNC2CCCCC2)cc1,0,True,1.9022777387112768,-1.7323724795804272,heavy
C=CCC1=CC=C(S(=O)(=O)N2CCN(C(=O)CCC(=O)NCC3=CC=CC=C3)CC2)C=C1,0.5882930817297629,2.3446,2.1562738303080256,O=C(CCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1)NCc1ccccc1,2.1562738303080256,C=CCc1ccc(S(=O)(=O)N2CCN(C(=O)CCC(=O)NCc3ccccc3)CC2)cc1,0.5882930817297629,455.58000000000015,2.3446,86.79,4,1,9,32,2,0.3333333333333333,O=C(CCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1)NCc1ccccc1,0,True,2.1562738303080256,-1.7402807485782625,heavy
