Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,heavy_score,method
CCNS(=O)(=O)C1=CC=C(C(=O)NC2=CC=C(Cl)C=C2)C=C1,0.8797868833736247,2.890500000000001,1.6394393723191651,O=C(Nc1ccccc1)c1ccccc1,1.6394393723191651,CCNS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1,0.8797868833736247,338.81600000000003,2.890500000000001,75.27,3,2,5,22,2,0.1333333333333333,O=C(Nc1ccccc1)c1ccccc1,0,True,1.6394393723191651,-1.204902488945541,heavy
CCOCCCN1CCC(NC(=O)COC2=CC=CC=C2)CC1,0.7078545948353012,2.0726,1.8815193366936973,O=C(COc1ccccc1)NC1CCNCC1,1.8815193366936973,CCOCCCN1CCC(NC(=O)COc2ccccc2)CC1,0.7078545948353012,320.4330000000001,2.0726,50.8,4,1,9,23,1,0.6111111111111112,O=C(COc1ccccc1)NC1CCNCC1,0,True,1.8815193366936973,-1.209964741858396,heavy
CCOC(=O)C1=CN=CC=C1C(=O)NC1=CC=C(OC)C=C1,0.8584811971910598,2.5192000000000005,1.8160551189733576,O=C(Nc1ccccc1)c1ccncc1,1.8160551189733576,CCOC(=O)c1cnccc1C(=O)Nc1ccc(OC)cc1,0.8584811971910598,300.314,2.5192000000000005,77.52,5,1,5,22,2,0.1875,O=C(Nc1ccccc1)c1ccncc1,0,True,1.8160551189733576,-1.217173921782298,heavy
CNC(=O)NCC1=CC=CC=C1,0.6752163991649982,1.1156,1.4576270817698287,c1ccccc1,1.4576270817698287,CNC(=O)NCc1ccccc1,0.6752163991649982,164.208,1.1156,41.13,1,2,2,12,1,0.2222222222222222,c1ccccc1,0,True,1.4576270817698287,-1.2246106826048306,heavy
CCC(=O)N1CCC(NS(=O)(=O)C2=CC(Cl)=CC=C2OC)CC1,0.8712614561091623,2.0279000000000003,2.0848298828639447,O=S(=O)(NC1CCNCC1)c1ccccc1,2.0848298828639447,CCC(=O)N1CCC(NS(=O)(=O)c2cc(Cl)ccc2OC)CC1,0.8712614561091623,360.86300000000017,2.0279000000000003,75.71000000000001,4,1,5,23,1,0.5333333333333333,O=S(=O)(NC1CCNCC1)c1ccccc1,0,True,2.0848298828639447,-1.2275184267547825,heavy
O=C(O)CCNC1=CC=C(C(=O)CN2CCCCC2)C=C1,0.7537093107517298,2.2418000000000005,1.869089774278324,O=C(CN1CCCCC1)c1ccccc1,1.869089774278324,O=C(O)CCNc1ccc(C(=O)CN2CCCCC2)cc1,0.7537093107517298,290.36299999999994,2.2418000000000005,69.64,4,2,7,21,1,0.5,O=C(CN1CCCCC1)c1ccccc1,0,True,1.869089774278324,-1.2362804635265943,heavy
CC(=O)C1=CC=C(CNC(=O)CNC(=O)CCCC2=CC=CC=N2)C=C1,0.6754125552775248,2.0394999999999994,1.953021797155968,O=C(CCCc1ccccn1)NCC(=O)NCc1ccccc1,1.953021797155968,CC(=O)c1ccc(CNC(=O)CNC(=O)CCCc2ccccn2)cc1,0.6754125552775248,353.422,2.0394999999999994,88.16000000000001,4,2,9,26,2,0.3,O=C(CCCc1ccccn1)NCC(=O)NCc1ccccc1,0,True,1.953021797155968,-1.297359241878443,heavy
O=C1NC(N2CCCCC2)=NC2=CC=CC=C12,0.8122838432147788,1.9134,2.0810927356867097,O=c1[nH]c(N2CCCCC2)nc2ccccc12,2.0810927356867097,O=c1[nH]c(N2CCCCC2)nc2ccccc12,0.8122838432147788,229.283,1.9134,48.99,3,1,1,17,2,0.3846153846153846,O=c1[nH]c(N2CCCCC2)nc2ccccc12,0,True,2.0810927356867097,-1.3121088924719309,heavy
CC1=CC=C(CC2=CC=NC=C2)C=C1,0.6971275754913411,2.9808200000000014,1.53120929113304,c1ccc(Cc2ccncc2)cc1,1.53120929113304,Cc1ccc(Cc2ccncc2)cc1,0.6971275754913411,183.254,2.9808200000000014,12.89,1,0,2,14,2,0.1538461538461538,c1ccc(Cc2ccncc2)cc1,0,True,1.53120929113304,-1.3244917156416995,heavy
CN(C)CCNC1=NN=C(C2=CC=C(F)C=C2)O1,0.877261056487291,1.8492,2.160790086625399,c1ccc(-c2nnco2)cc1,2.160790086625399,CN(C)CCNc1nnc(-c2ccc(F)cc2)o1,0.877261056487291,250.277,1.8492,54.19,5,1,5,18,2,0.3333333333333333,c1ccc(-c2nnco2)cc1,0,True,2.160790086625399,-1.3589290301381078,heavy
CC1=NC=CN1C(=O)C1=CC=CC=C1,0.681141607607395,1.88002,1.9821705856921383,O=C(c1ccccc1)n1ccnc1,1.9821705856921383,Cc1nccn1C(=O)c1ccccc1,0.681141607607395,186.21400000000003,1.88002,34.89,3,0,1,14,2,0.0909090909090909,O=C(c1ccccc1)n1ccnc1,0,True,1.9821705856921383,-1.3610189780847435,heavy
CCOC1=CC=C(CC(=O)NO)C=C1Br,0.6508515203739995,1.8957,1.9658400606425663,c1ccccc1,1.9658400606425663,CCOc1ccc(CC(=O)NO)cc1Br,0.6508515203739995,274.11400000000003,1.8957,58.56,3,2,4,15,1,0.3,c1ccccc1,0,True,1.9658400606425663,-1.367138540268567,heavy
O=C(O)CCS(=O)(=O)C1=CC=CC=C1,0.8090519089369965,0.9350000000000004,1.6673975897407214,c1ccccc1,1.6673975897407214,O=C(O)CCS(=O)(=O)c1ccccc1,0.8090519089369965,214.242,0.9350000000000004,71.44,3,1,4,14,1,0.2222222222222222,c1ccccc1,0,True,1.6673975897407214,-1.3908456808037246,heavy
COC1=CC=C(CCC2=CC=C(F)C=C2)C=C1,0.7791090771198601,3.619500000000002,1.363116817319364,c1ccc(CCc2ccccc2)cc1,1.363116817319364,COc1ccc(CCc2ccc(F)cc2)cc1,0.7791090771198601,230.282,3.619500000000002,9.23,1,0,4,17,2,0.2,c1ccc(CCc2ccccc2)cc1,0,True,1.363116817319364,-1.393757740199505,heavy
COC1=CC=C(N=O)C=C1,0.5851724886791005,2.0931,1.9432232128293592,c1ccccc1,1.9432232128293592,COc1ccc(N=O)cc1,0.5851724886791005,137.138,2.0931,38.66,3,0,2,10,1,0.1428571428571428,c1ccccc1,0,True,1.9432232128293592,-1.4046007241502587,heavy
CCOC1=CC=C(C(=O)N2CCOCC2)C=C1SC,0.7937450027328017,2.2796000000000003,2.0586643281399013,O=C(c1ccccc1)N1CCOCC1,2.0586643281399013,CCOc1ccc(C(=O)N2CCOCC2)cc1SC,0.7937450027328017,281.37699999999995,2.2796000000000003,38.77,4,0,4,19,1,0.5,O=C(c1ccccc1)N1CCOCC1,0,True,2.0586643281399013,-1.4047193254070998,heavy
O=C1NC2=CC=CC=C2N1C1=CC=C2OCOC2=C1,0.7226793384896221,2.0475,2.1041920753926497,O=c1[nH]c2ccccc2n1-c1ccc2c(c1)OCO2,2.1041920753926497,O=c1[nH]c2ccccc2n1-c1ccc2c(c1)OCO2,0.7226793384896221,254.24499999999995,2.0475,56.25,4,1,1,19,3,0.0714285714285714,O=c1[nH]c2ccccc2n1-c1ccc2c(c1)OCO2,0,True,2.1041920753926497,-1.4052627369030277,heavy
CC(=O)NC1CCN(C(=O)C2=CC(C3=CC=CC=C3)=CN2C)CC1,0.9421770684909216,2.4328000000000003,2.135807464623502,O=C(c1cc(-c2ccccc2)c[nH]1)N1CCCCC1,2.135807464623502,CC(=O)NC1CCN(C(=O)c2cc(-c3ccccc3)cn2C)CC1,0.9421770684909216,325.41200000000015,2.4328000000000003,54.34,3,1,3,24,2,0.3684210526315789,O=C(c1cc(-c2ccccc2)c[nH]1)N1CCCCC1,0,True,2.135807464623502,-1.4100303961325806,heavy
COC1=CC2=C(C=C1OC)C(=O)N=C(C1=CC=C(O)C=C1)N2,0.7748473543183381,2.3128999999999995,2.0330891140105773,O=c1nc(-c2ccccc2)[nH]c2ccccc12,2.0330891140105773,COc1cc2[nH]c(-c3ccc(O)cc3)nc(=O)c2cc1OC,0.7748473543183381,298.29799999999994,2.3128999999999995,84.44,5,2,3,22,3,0.125,O=c1nc(-c2ccccc2)[nH]c2ccccc12,0,True,2.0330891140105773,-1.414691759692239,heavy
CCC(=O)N1CCC(C(=O)C2=CC=C(C)C=C2)CC1,0.7827179120329845,2.826320000000001,1.785581018996215,O=C(c1ccccc1)C1CCNCC1,1.785581018996215,CCC(=O)N1CCC(C(=O)c2ccc(C)cc2)CC1,0.7827179120329845,259.349,2.826320000000001,37.38,2,0,3,19,1,0.5,O=C(c1ccccc1)C1CCNCC1,0,True,1.785581018996215,-1.4160231069632307,heavy
O=C(CNC(=O)C1=CC=C(O)C(C(=O)NC2CCCC2)=C1)NCC1=CC=CC=C1,0.5758518155761776,2.1108,1.96643359622002,O=C(CNC(=O)c1cccc(C(=O)NC2CCCC2)c1)NCc1ccccc1,1.96643359622002,O=C(CNC(=O)c1ccc(O)c(C(=O)NC2CCCC2)c1)NCc1ccccc1,0.5758518155761776,395.4590000000001,2.1108,107.53,4,4,7,29,2,0.3181818181818182,O=C(CNC(=O)c1cccc(C(=O)NC2CCCC2)c1)NCc1ccccc1,0,True,1.96643359622002,-1.4459817806438422,heavy
CCN(CC)C(=O)CCCCCN1CCC(O)CC1,0.6848485694631803,1.8719,2.0913406706653,C1CCNCC1,2.0913406706653,CCN(CC)C(=O)CCCCCN1CCC(O)CC1,0.6848485694631803,270.417,1.8719,43.78,3,1,8,19,0,0.9333333333333332,C1CCNCC1,0,True,2.0913406706653,-1.4705421012021196,heavy
COC1=CC=C(CCNC(=O)C(C)(C)O)C=C1,0.806636198850069,1.1248,1.8517468493990847,c1ccccc1,1.8517468493990847,COc1ccc(CCNC(=O)C(C)(C)O)cc1,0.806636198850069,237.299,1.1248,58.56,3,2,5,17,1,0.4615384615384615,c1ccccc1,0,True,1.8517468493990847,-1.4827106505490157,heavy
COC(=O)C(C)=CC1=CC=CC=C1,0.5100463588728158,2.2629,1.86258590385498,c1ccccc1,1.86258590385498,COC(=O)C(C)=Cc1ccccc1,0.5100463588728158,176.215,2.2629,26.3,2,0,2,13,1,0.1818181818181818,c1ccccc1,0,True,1.86258590385498,-1.483989544982164,heavy
CCCOC1=CC=C(CN2N=CN=C2N)C=C1,0.8516309220197421,1.6974,2.1901560637871818,c1ccc(Cn2cncn2)cc1,2.1901560637871818,CCCOc1ccc(Cn2ncnc2N)cc1,0.8516309220197421,232.287,1.6974,65.96,5,1,5,17,2,0.3333333333333333,c1ccc(Cn2cncn2)cc1,0,True,2.1901560637871818,-1.4898251417674397,heavy
CCOC(=O)CCCOC1=CC=C(NC=O)C=C1,0.4356519204799889,1.977,1.9175593173946288,c1ccccc1,1.9175593173946288,CCOC(=O)CCCOc1ccc(NC=O)cc1,0.4356519204799889,251.28200000000004,1.977,64.63,4,1,8,18,1,0.3846153846153846,c1ccccc1,0,True,1.9175593173946288,-1.4934073969146398,heavy
CCC1=CC=C(CC2=CC=CC=C2)C=C1,0.6993399581005932,3.839800000000002,1.2800485034193017,c1ccc(Cc2ccccc2)cc1,1.2800485034193017,CCc1ccc(Cc2ccccc2)cc1,0.6993399581005932,196.293,3.839800000000002,0.0,0,0,3,15,2,0.2,c1ccc(Cc2ccccc2)cc1,0,True,1.2800485034193017,-1.5006085453187095,heavy
O=C(OCC1=CC=CC=C1)C1=CC=C([N+](=O)[O-])C=C1,0.4793773318819472,2.9518000000000013,1.507136123011696,O=C(OCc1ccccc1)c1ccccc1,1.507136123011696,O=C(OCc1ccccc1)c1ccc([N+](=O)[O-])cc1,0.4793773318819472,257.24499999999995,2.9518000000000013,69.44,4,0,4,19,2,0.0714285714285714,O=C(OCc1ccccc1)c1ccccc1,0,True,1.507136123011696,-1.5036587911297494,heavy
NCCCN(CCOC1=CC=C(O)C=C1)CC1=CC=CO1,0.7406242276873143,2.2150000000000007,2.139547529637719,c1ccc(OCCNCc2ccco2)cc1,2.139547529637719,NCCCN(CCOc1ccc(O)cc1)Cc1ccco1,0.7406242276873143,290.363,2.2150000000000007,71.86,5,2,9,21,2,0.375,c1ccc(OCCNCc2ccco2)cc1,0,True,2.139547529637719,-1.506423301950405,heavy
C1=CC=C(C2=NC3=CC=CC=C3N2)C=C1,0.6326173123272912,3.2299000000000007,1.5319454264962236,c1ccc(-c2nc3ccccc3[nH]2)cc1,1.5319454264962236,c1ccc(-c2nc3ccccc3[nH]2)cc1,0.6326173123272912,194.237,3.2299000000000007,28.68,1,1,1,15,3,0.0,c1ccc(-c2nc3ccccc3[nH]2)cc1,0,True,1.5319454264962236,-1.5142781141689325,heavy
NS(=O)(=O)C1=CC=C(SCC2=CC=CS2)C=C1,0.8786063847064,2.687800000000001,2.0501454279944014,c1ccc(SCc2cccs2)cc1,2.0501454279944014,NS(=O)(=O)c1ccc(SCc2cccs2)cc1,0.8786063847064,285.415,2.687800000000001,60.16,4,1,4,17,2,0.0909090909090909,c1ccc(SCc2cccs2)cc1,0,True,2.0501454279944014,-1.5154390432880018,heavy
CCOC(=O)CCC1=CC=C(C(=O)OCC)S1,0.7334178824622052,2.4205000000000005,2.0444737831498863,c1ccsc1,2.0444737831498863,CCOC(=O)CCc1ccc(C(=O)OCC)s1,0.7334178824622052,256.323,2.4205000000000005,52.60000000000001,5,0,6,17,1,0.5,c1ccsc1,0,True,2.0444737831498863,-1.5213059006876812,heavy
CC(=O)NC1=CC=C(NC(=O)CN2CCC(N)CC2)C=C1,0.7719578858999772,1.0065999999999995,1.8100050285156115,O=C(CN1CCCCC1)Nc1ccccc1,1.8100050285156115,CC(=O)Nc1ccc(NC(=O)CN2CCC(N)CC2)cc1,0.7719578858999772,290.367,1.0065999999999995,87.46000000000001,4,3,4,21,1,0.4666666666666667,O=C(CN1CCCCC1)Nc1ccccc1,0,True,1.8100050285156115,-1.5347471426156347,heavy
NC1=CC=CC=C1C(=O)N1CCC(C2=CC=CC=C2)CC1,0.858014284347458,3.2886000000000024,1.7548900264851337,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,1.7548900264851337,Nc1ccccc1C(=O)N1CCC(c2ccccc2)CC1,0.858014284347458,280.37100000000004,3.2886000000000024,46.330000000000005,2,1,2,21,2,0.2777777777777778,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1,0,True,1.7548900264851337,-1.541175742137677,heavy
CC(C)NCC1=CC=C(C(=O)C2=CC=C(C(=O)N(C)C)C=C2)C=C1,0.8307102692301571,3.1174000000000017,1.8227069298641432,O=C(c1ccccc1)c1ccccc1,1.8227069298641432,CC(C)NCc1ccc(C(=O)c2ccc(C(=O)N(C)C)cc2)cc1,0.8307102692301571,324.424,3.1174000000000017,49.41,3,1,6,24,2,0.3,O=C(c1ccccc1)c1ccccc1,0,True,1.8227069298641432,-1.550696660633987,heavy
CC1=CC=C(S(=O)(=O)OCCC2=CC=C(F)C=C2)C=C1,0.7959392544832308,3.082120000000001,1.812270190995834,O=S(=O)(OCCc1ccccc1)c1ccccc1,1.812270190995834,Cc1ccc(S(=O)(=O)OCCc2ccc(F)cc2)cc1,0.7959392544832308,294.347,3.082120000000001,43.370000000000005,3,0,5,20,2,0.2,O=S(=O)(OCCc1ccccc1)c1ccccc1,0,True,1.812270190995834,-1.557390936512604,heavy
O=C1COC2=CC=C(NC3=CC=C(F)C=C3)C=C2N1,0.8703848223309871,2.9002000000000008,1.987797754713327,O=C1COc2ccc(Nc3ccccc3)cc2N1,1.987797754713327,O=C1COc2ccc(Nc3ccc(F)cc3)cc2N1,0.8703848223309871,258.25199999999995,2.9002000000000008,50.36,3,2,2,19,2,0.0714285714285714,O=C1COc2ccc(Nc3ccccc3)cc2N1,0,True,1.987797754713327,-1.5675129323823402,heavy
CN(C)S(=O)(=O)C1=CC=C(NC(=O)C2=CC3=CC=CC=C3O2)C=C1,0.7890372908122468,2.9354000000000013,1.8942617362517868,O=C(Nc1ccccc1)c1cc2ccccc2o1,1.8942617362517868,CN(C)S(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3o2)cc1,0.7890372908122468,344.39200000000005,2.9354000000000013,79.62,4,1,4,24,3,0.1176470588235294,O=C(Nc1ccccc1)c1cc2ccccc2o1,0,True,1.8942617362517868,-1.5729244454395408,heavy
CC(=O)NC1=CC=C(C(=O)N2CCC(O)(C3=CC=C(C)C=C3)CC2)C=N1,0.8879966437758954,2.47222,2.229778909906232,O=C(c1cccnc1)N1CCC(c2ccccc2)CC1,2.229778909906232,CC(=O)Nc1ccc(C(=O)N2CCC(O)(c3ccc(C)cc3)CC2)cn1,0.8879966437758954,353.4220000000001,2.47222,82.53,4,2,3,26,2,0.35,O=C(c1cccnc1)N1CCC(c2ccccc2)CC1,0,True,2.229778909906232,-1.5778922661303367,heavy
CN(CC(=O)O)C(=O)COC1=CC=C(F)C=C1CC1=CC=CS1,0.842407810540803,2.399800000000001,2.226704436435373,c1ccc(Cc2cccs2)cc1,2.226704436435373,CN(CC(=O)O)C(=O)COc1ccc(F)cc1Cc1cccs1,0.842407810540803,337.372,2.399800000000001,66.84,4,1,7,23,2,0.25,c1ccc(Cc2cccs2)cc1,0,True,2.226704436435373,-1.5841966258945703,heavy
COC1=CC=C(F)C=C1NC(=O)NC1=NC=NN1,0.7720566699981086,1.5963999999999996,2.1560769644534528,O=C(Nc1ccccc1)Nc1ncn[nH]1,2.1560769644534528,COc1ccc(F)cc1NC(=O)Nc1ncn[nH]1,0.7720566699981086,251.22100000000003,1.5963999999999996,91.93,4,3,3,18,2,0.1,O=C(Nc1ccccc1)Nc1ncn[nH]1,0,True,2.1560769644534528,-1.5858202944553443,heavy
O=S(=O)(NCC1=CNN=C1)C1=CC=C(OCC(F)(F)F)C=C1,0.8434577852413279,1.8293,2.344594479507059,O=S(=O)(NCc1cn[nH]c1)c1ccccc1,2.344594479507059,O=S(=O)(NCc1cn[nH]c1)c1ccc(OCC(F)(F)F)cc1,0.8434577852413279,335.307,1.8293,84.08,4,2,6,22,2,0.25,O=S(=O)(NCc1cn[nH]c1)c1ccccc1,0,True,2.344594479507059,-1.586486694265731,heavy
CCN(CC)C(=O)CCCOC1=CC=C(S(=O)(=O)NC)C=C1F,0.6914969585628115,1.7611999999999997,2.161085182403113,c1ccccc1,2.161085182403113,CCN(CC)C(=O)CCCOc1ccc(S(=O)(=O)NC)cc1F,0.6914969585628115,346.42400000000004,1.7611999999999997,75.71,4,1,9,23,1,0.5333333333333333,c1ccccc1,0,True,2.161085182403113,-1.5889882238403017,heavy
CC1=C(C(=O)C2=CC=C(Cl)C=C2)SC(N)=N1,0.8364447592272507,2.91812,1.9733862375860944,O=C(c1ccccc1)c1cncs1,1.9733862375860944,Cc1nc(N)sc1C(=O)c1ccc(Cl)cc1,0.8364447592272507,252.726,2.91812,55.98,4,1,2,16,2,0.0909090909090909,O=C(c1ccccc1)c1cncs1,0,True,1.9733862375860944,-1.5960014783588439,heavy
COC1=CC=C(NC(=O)C2=CC=C(N3CCN(C(C)C)CC3)C=C2)C=C1,0.893840307057077,3.4779000000000027,1.751234686968857,O=C(Nc1ccccc1)c1ccc(N2CCNCC2)cc1,1.751234686968857,COc1ccc(NC(=O)c2ccc(N3CCN(C(C)C)CC3)cc2)cc1,0.893840307057077,353.4660000000001,3.4779000000000027,44.81,4,1,5,26,2,0.3809523809523809,O=C(Nc1ccccc1)c1ccc(N2CCNCC2)cc1,0,True,1.751234686968857,-1.5963443799117814,heavy
CN(CC1=CC=NC=N1)C(=O)CCC1=CC=C([N+](=O)[O-])C=C1,0.6007925744820777,1.976,2.189360826169386,O=C(CCc1ccccc1)NCc1ccncn1,2.189360826169386,CN(Cc1ccncn1)C(=O)CCc1ccc([N+](=O)[O-])cc1,0.6007925744820777,300.318,1.976,89.23,5,0,6,22,2,0.2666666666666666,O=C(CCc1ccccc1)NCc1ccncn1,0,True,2.189360826169386,-1.6005682516873083,heavy
CCC1=C(C(=O)O)C2=CC=CC=C2O1,0.7915289514778628,2.6934000000000005,2.048879402260185,c1ccc2occc2c1,2.048879402260185,CCc1oc2ccccc2c1C(=O)O,0.7915289514778628,190.198,2.6934000000000005,50.44,2,1,2,14,2,0.1818181818181818,c1ccc2occc2c1,0,True,2.048879402260185,-1.6040504507823226,heavy
CC(C)C(=O)NC(=O)NCC1=CC=CO1,0.7885156765618724,1.2614,2.0273912801547613,c1ccoc1,2.0273912801547613,CC(C)C(=O)NC(=O)NCc1ccco1,0.7885156765618724,210.233,1.2614,71.34,3,2,3,15,1,0.4,c1ccoc1,0,True,2.0273912801547613,-1.608175603592889,heavy
O=C(COC1=CN=CC(Cl)=C1)NC(=O)NC1=CC=C(F)C=C1F,0.8957354397607793,2.7403000000000004,2.1344090037430643,O=C(COc1cccnc1)NC(=O)Nc1ccccc1,2.1344090037430643,O=C(COc1cncc(Cl)c1)NC(=O)Nc1ccc(F)cc1F,0.8957354397607793,341.701,2.7403000000000004,80.32,4,2,4,23,2,0.0714285714285714,O=C(COc1cccnc1)NC(=O)Nc1ccccc1,0,True,2.1344090037430643,-1.6088235639822852,heavy
CCCCCNC(=O)NCCOC,0.5881982697658947,1.1222,1.7591628269319042,,1.7591628269319042,CCCCCNC(=O)NCCOC,0.5881982697658947,188.271,1.1222,50.36,2,2,7,13,0,0.8888888888888888,,0,True,1.7591628269319042,-1.6098645571660093,heavy
CC1=CC=C(OCC(=O)NC2=CC=CC=C2C)C(Cl)=C1,0.9245557654278664,3.9743400000000015,1.557384751435395,O=C(COc1ccccc1)Nc1ccccc1,1.557384751435395,Cc1ccc(OCC(=O)Nc2ccccc2C)c(Cl)c1,0.9245557654278664,289.76200000000006,3.9743400000000015,38.33,2,1,4,20,2,0.1875,O=C(COc1ccccc1)Nc1ccccc1,0,True,1.557384751435395,-1.6199989860075292,heavy
CC(=O)NC1=CC=C(C2CCCN2)C=C1,0.7739334696630266,2.0695,2.366902021565851,c1ccc(C2CCCN2)cc1,2.366902021565851,CC(=O)Nc1ccc(C2CCCN2)cc1,0.7739334696630266,204.273,2.0695,41.13,2,2,2,15,1,0.4166666666666667,c1ccc(C2CCCN2)cc1,0,True,2.366902021565851,-1.6277185519028243,heavy
COC1=CC=C(C2CCNC2)C=C1OC,0.8191969239792337,1.7807,2.3523571199558333,c1ccc(C2CCNC2)cc1,2.3523571199558333,COc1ccc(C2CCNC2)cc1OC,0.8191969239792337,207.273,1.7807,30.49,3,1,3,15,1,0.5,c1ccc(C2CCNC2)cc1,0,True,2.3523571199558333,-1.6428101959765995,heavy
