smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,baseline,rank_rulekit
Cc1cccc(C(=O)N[C@H]2CCN(c3ccccn3)C2)c1,,0.9393483798053032,2.398720000000001,2.299972920859725,0.0,O=C(N[C@H]1CCN(c2ccccn2)C1)c1ccccc1,2.299972920859725,Cc1cccc(C(=O)N[C@H]2CCN(c3ccccn3)C2)c1,0.9393483798053032,281.35900000000004,2.398720000000001,45.23,3.0,1.0,3.0,21.0,2.0,0.2941176470588235,O=C(N[C@H]1CCN(c2ccccn2)C1)c1ccccc1,0,True,2.299972920859725,0,rulekit,11
Cc1ccc(-n2nccc2C(=O)NC2CCOCC2)cc1,,0.9391737243194046,2.0895200000000003,2.249295322828134,0.0,O=C(NC1CCOCC1)c1ccnn1-c1ccccc1,2.249295322828134,Cc1ccc(-n2nccc2C(=O)NC2CCOCC2)cc1,0.9391737243194046,285.34700000000004,2.0895200000000003,56.150000000000006,4.0,1.0,3.0,21.0,2.0,0.375,O=C(NC1CCOCC1)c1ccnn1-c1ccccc1,0,True,2.249295322828134,0,rulekit,12
Cc1ccc(NC(=O)c2cccnc2)cc1N1CCCC1,,0.9390404835375924,3.2425200000000016,1.8024572395998888,0.0,O=C(Nc1cccc(N2CCCC2)c1)c1cccnc1,1.8024572395998888,Cc1ccc(NC(=O)c2cccnc2)cc1N1CCCC1,0.9390404835375924,281.3590000000001,3.2425200000000016,45.23,3.0,1.0,3.0,21.0,2.0,0.2941176470588235,O=C(Nc1cccc(N2CCCC2)c1)c1cccnc1,0,True,1.8024572395998888,0,rulekit,13
Cc1ccoc1C(=O)NC1CCN(C(=O)Cc2ccco2)CC1,,0.9374685485708218,2.14452,2.4071362764703377,0.0,O=C(NC1CCN(C(=O)Cc2ccco2)CC1)c1ccco1,2.4071362764703377,Cc1ccoc1C(=O)NC1CCN(C(=O)Cc2ccco2)CC1,0.9374685485708218,316.3570000000001,2.14452,75.69,4.0,1.0,4.0,23.0,2.0,0.4117647058823529,O=C(NC1CCN(C(=O)Cc2ccco2)CC1)c1ccco1,0,True,2.4071362764703377,0,rulekit,14
CCc1ccccc1C(=O)N1CC[C@@H](NC(=O)c2cccn2C)C1,,0.9370905613729958,2.232,2.6235532957238554,0.0,O=C(N[C@@H]1CCN(C(=O)c2ccccc2)C1)c1ccc[nH]1,2.6235532957238554,CCc1ccccc1C(=O)N1CC[C@@H](NC(=O)c2cccn2C)C1,0.9370905613729958,325.41200000000003,2.232,54.34,3.0,1.0,4.0,24.0,2.0,0.3684210526315789,O=C(N[C@@H]1CCN(C(=O)c2ccccc2)C1)c1ccc[nH]1,0,True,2.6235532957238554,0,rulekit,15
Cc1ccccc1C(=O)N[C@@H]1CCN(c2ccccc2)C1,,0.937083097849924,3.0037200000000013,2.1150768300652736,0.0,O=C(N[C@@H]1CCN(c2ccccc2)C1)c1ccccc1,2.1150768300652736,Cc1ccccc1C(=O)N[C@@H]1CCN(c2ccccc2)C1,0.937083097849924,280.37100000000004,3.0037200000000013,32.34,2.0,1.0,3.0,21.0,2.0,0.2777777777777778,O=C(N[C@@H]1CCN(c2ccccc2)C1)c1ccccc1,0,True,2.1150768300652736,0,rulekit,16
Cc1cccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)c1,,0.937083097849924,3.0037200000000013,2.120540386181288,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccc1,2.120540386181288,Cc1cccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)c1,0.937083097849924,280.37100000000004,3.0037200000000013,32.34,2.0,1.0,3.0,21.0,2.0,0.2777777777777778,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccc1,0,True,2.120540386181288,0,rulekit,17
CCc1cccc(CNC(=O)N2CCN(c3ccccc3)CC2)c1,,0.9370727886631438,3.280800000000002,1.770367089704305,0.0,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,1.770367089704305,CCc1cccc(CNC(=O)N2CCN(c3ccccc3)CC2)c1,0.9370727886631438,323.44000000000005,3.280800000000002,35.580000000000005,2.0,1.0,4.0,24.0,2.0,0.35,O=C(NCc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.770367089704305,0,rulekit,18
Cc1ccc(CNC(=O)c2ccc3c(c2)OCO3)s1,,0.936573194176768,2.7152200000000013,2.0001183141538874,0.0,O=C(NCc1cccs1)c1ccc2c(c1)OCO2,2.0001183141538874,Cc1ccc(CNC(=O)c2ccc3c(c2)OCO3)s1,0.936573194176768,275.329,2.7152200000000013,47.56,4.0,1.0,3.0,19.0,2.0,0.2142857142857142,O=C(NCc1cccs1)c1ccc2c(c1)OCO2,0,True,2.0001183141538874,0,rulekit,19
C[C@H]1CCCC[C@H]1NC(=O)c1cc(-c2ccccc2)no1,,0.9356152524949428,3.650100000000002,2.731012015996092,0.0,O=C(NC1CCCCC1)c1cc(-c2ccccc2)no1,2.731012015996092,C[C@H]1CCCC[C@H]1NC(=O)c1cc(-c2ccccc2)no1,0.9356152524949428,284.35900000000004,3.650100000000002,55.13,3.0,1.0,3.0,21.0,2.0,0.4117647058823529,O=C(NC1CCCCC1)c1cc(-c2ccccc2)no1,0,True,2.731012015996092,0,rulekit,20
Cc1ncccc1C(=O)N[C@@H]1CC[C@@H](c2ccccc2)C1,,0.9352376102676526,3.456120000000002,2.6410960008636817,0.0,O=C(N[C@@H]1CC[C@@H](c2ccccc2)C1)c1cccnc1,2.6410960008636817,Cc1ncccc1C(=O)N[C@@H]1CC[C@@H](c2ccccc2)C1,0.9352376102676526,280.37100000000004,3.456120000000002,41.99,2.0,1.0,3.0,21.0,2.0,0.3333333333333333,O=C(N[C@@H]1CC[C@@H](c2ccccc2)C1)c1cccnc1,0,True,2.6410960008636817,0,rulekit,21
Cc1ccc(C(=O)NC[C@H]2CCCN(c3ccccc3)C2)cc1,,0.934985372297817,3.6414200000000023,2.145268102216958,0.0,O=C(NC[C@H]1CCCN(c2ccccc2)C1)c1ccccc1,2.145268102216958,Cc1ccc(C(=O)NC[C@H]2CCCN(c3ccccc3)C2)cc1,0.934985372297817,308.42500000000007,3.6414200000000023,32.34,2.0,1.0,4.0,23.0,2.0,0.35,O=C(NC[C@H]1CCCN(c2ccccc2)C1)c1ccccc1,0,True,2.145268102216958,0,rulekit,22
Cc1ccc(C(=O)N2CCC[C@H]2CNC(=O)c2ccc(C)o2)cn1,,0.934951437438122,2.32604,2.702883612465937,0.0,O=C(NC[C@@H]1CCCN1C(=O)c1cccnc1)c1ccco1,2.702883612465937,Cc1ccc(C(=O)N2CCC[C@H]2CNC(=O)c2ccc(C)o2)cn1,0.934951437438122,327.38400000000007,2.32604,75.44,4.0,1.0,4.0,24.0,2.0,0.3888888888888889,O=C(NC[C@@H]1CCCN1C(=O)c1cccnc1)c1ccco1,0,True,2.702883612465937,0,rulekit,23
CCc1ccc(C(=O)N[C@H]2CCCN(c3ccccc3)C2)cc1,,0.9348634212481086,3.647800000000003,2.143120915075741,0.0,O=C(N[C@H]1CCCN(c2ccccc2)C1)c1ccccc1,2.143120915075741,CCc1ccc(C(=O)N[C@H]2CCCN(c3ccccc3)C2)cc1,0.9348634212481086,308.425,3.647800000000003,32.34,2.0,1.0,4.0,23.0,2.0,0.35,O=C(N[C@H]1CCCN(c2ccccc2)C1)c1ccccc1,0,True,2.143120915075741,0,rulekit,24
Cc1ccc(C(=O)NCC2CN(C(=O)c3cccc(F)c3)C2)cn1,,0.9345309290968,2.03112,2.064846351636401,0.0,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1cccnc1,2.064846351636401,Cc1ccc(C(=O)NCC2CN(C(=O)c3cccc(F)c3)C2)cn1,0.9345309290968,327.3590000000001,2.03112,62.3,3.0,1.0,4.0,24.0,2.0,0.2777777777777778,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1cccnc1,0,True,2.064846351636401,0,rulekit,25
Cc1ccc(-c2noc(CNC(=O)C(C)(C)C)n2)cc1,,0.9332173963828466,2.707320000000001,2.0573292219648653,0.0,c1ccc(-c2ncon2)cc1,2.0573292219648653,Cc1ccc(-c2noc(CNC(=O)C(C)(C)C)n2)cc1,0.9332173963828466,273.336,2.707320000000001,68.02000000000001,4.0,1.0,3.0,20.0,2.0,0.4,c1ccc(-c2ncon2)cc1,0,True,2.0573292219648653,0,rulekit,26
Cc1cc(C(=O)NC[C@H]2CCCN(c3ccccc3)C2)cs1,,0.932971472964896,3.7029200000000015,2.5450471011830373,0.0,O=C(NC[C@H]1CCCN(c2ccccc2)C1)c1ccsc1,2.5450471011830373,Cc1cc(C(=O)NC[C@H]2CCCN(c3ccccc3)C2)cs1,0.932971472964896,314.454,3.7029200000000015,32.34,3.0,1.0,4.0,22.0,2.0,0.3888888888888889,O=C(NC[C@H]1CCCN(c2ccccc2)C1)c1ccsc1,0,True,2.5450471011830373,0,rulekit,27
Cc1ccc(C(=O)N2CCC(NC(=O)c3ccc(F)cc3)CC2)cc1,,0.9329369491255388,3.168720000000002,1.7028117995569223,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.7028117995569223,Cc1ccc(C(=O)N2CCC(NC(=O)c3ccc(F)cc3)CC2)cc1,0.9329369491255388,340.39800000000014,3.168720000000002,49.41,2.0,1.0,3.0,25.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.7028117995569223,0,rulekit,28
Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccccn3)CC2)cc1,,0.932875561350654,2.672220000000001,1.900366620792028,0.0,O=C(NCC1CCN(C(=O)c2ccccc2)CC1)c1ccccn1,1.900366620792028,Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccccn3)CC2)cc1,0.932875561350654,337.4230000000001,2.672220000000001,62.3,3.0,1.0,4.0,25.0,2.0,0.35,O=C(NCC1CCN(C(=O)c2ccccc2)CC1)c1ccccn1,0,True,1.900366620792028,0,rulekit,29
CC(C)[NH+]1CCN(C(=O)c2csc(-c3cccs3)n2)CC1,,0.9323830757534064,1.6207000000000005,3.540565158893707,0.0,O=C(c1csc(-c2cccs2)n1)N1CC[NH2+]CC1,3.540565158893707,CC(C)[NH+]1CCN(C(=O)c2csc(-c3cccs3)n2)CC1,0.9323830757534064,322.4790000000001,1.6207000000000005,37.64,4.0,1.0,3.0,21.0,2.0,0.4666666666666667,O=C(c1csc(-c2cccs2)n1)N1CC[NH2+]CC1,0,True,3.540565158893707,0,rulekit,30
Cc1ccc(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)cc1,,0.9323794781298468,2.9060200000000016,1.816641870875932,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)C1CCCC1,1.816641870875932,Cc1ccc(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)cc1,0.9323794781298468,314.4290000000001,2.9060200000000016,49.41,2.0,1.0,3.0,23.0,1.0,0.5789473684210527,O=C(NC1CCN(C(=O)c2ccccc2)CC1)C1CCCC1,0,True,1.816641870875932,0,rulekit,31
Cc1ccc(NC(=O)N2CCN(C(=O)CC3CC3)CC2)c(C)c1,,0.932279052663934,2.779640000000001,1.9428647729738344,0.0,O=C(CC1CC1)N1CCN(C(=O)Nc2ccccc2)CC1,1.9428647729738344,Cc1ccc(NC(=O)N2CCN(C(=O)CC3CC3)CC2)c(C)c1,0.932279052663934,315.4170000000001,2.779640000000001,52.650000000000006,2.0,1.0,3.0,23.0,1.0,0.5555555555555556,O=C(CC1CC1)N1CCN(C(=O)Nc2ccccc2)CC1,0,True,1.9428647729738344,0,rulekit,32
Cc1cccc(C(=O)N[C@H]2CCN(c3ncccn3)C2)c1,,0.932243711129404,1.79372,2.41781276953564,0.0,O=C(N[C@H]1CCN(c2ncccn2)C1)c1ccccc1,2.41781276953564,Cc1cccc(C(=O)N[C@H]2CCN(c3ncccn3)C2)c1,0.932243711129404,282.34700000000004,1.79372,58.120000000000005,4.0,1.0,3.0,21.0,2.0,0.3125,O=C(N[C@H]1CCN(c2ncccn2)C1)c1ccccc1,0,True,2.41781276953564,0,rulekit,33
Cc1ccccc1CNC(=O)N1CCN(C(=O)c2cccs2)CC1,,0.93155832436303,2.724120000000001,1.9718134059967076,0.0,O=C(NCc1ccccc1)N1CCN(C(=O)c2cccs2)CC1,1.9718134059967076,Cc1ccccc1CNC(=O)N1CCN(C(=O)c2cccs2)CC1,0.93155832436303,343.45200000000006,2.724120000000001,52.650000000000006,3.0,1.0,3.0,24.0,2.0,0.3333333333333333,O=C(NCc1ccccc1)N1CCN(C(=O)c2cccs2)CC1,0,True,1.9718134059967076,0,rulekit,34
Cc1cc(C(=O)N2CCC[C@H]2CNC(=O)c2ccon2)ccc1F,,0.9313875316291934,2.15672,2.821541078529288,0.0,O=C(NC[C@@H]1CCCN1C(=O)c1ccccc1)c1ccon1,2.821541078529288,Cc1cc(C(=O)N2CCC[C@H]2CNC(=O)c2ccon2)ccc1F,0.9313875316291934,331.34700000000004,2.15672,75.44,4.0,1.0,4.0,24.0,2.0,0.3529411764705882,O=C(NC[C@@H]1CCCN1C(=O)c1ccccc1)c1ccon1,0,True,2.821541078529288,0,rulekit,35
Cc1cc(C)c(C(=O)N2CC[NH+](Cc3ccccc3)CC2)o1,,0.9310787769360792,1.4373399999999994,3.470433247296647,0.0,O=C(c1ccco1)N1CC[NH+](Cc2ccccc2)CC1,3.470433247296647,Cc1cc(C)c(C(=O)N2CC[NH+](Cc3ccccc3)CC2)o1,0.9310787769360792,299.3940000000001,1.4373399999999994,37.89,2.0,1.0,3.0,22.0,2.0,0.3888888888888889,O=C(c1ccco1)N1CC[NH+](Cc2ccccc2)CC1,0,True,3.470433247296647,0,rulekit,36
CCOC(=O)N1CC[C@H](NC(=O)c2cccc(Cl)c2)C1,,0.9309101170985468,2.3006,2.297535349827278,0.0,O=C(N[C@H]1CCNC1)c1ccccc1,2.297535349827278,CCOC(=O)N1CC[C@H](NC(=O)c2cccc(Cl)c2)C1,0.9309101170985468,296.7540000000001,2.3006,58.64,3.0,1.0,3.0,20.0,1.0,0.4285714285714285,O=C(N[C@H]1CCNC1)c1ccccc1,0,True,2.297535349827278,0,rulekit,37
Cc1ccccc1C(=O)N[C@@H]1CCCCN(C(=O)c2ccn(C)n2)C1,,0.930883962450233,2.15322,2.568542172751473,0.0,O=C(N[C@@H]1CCCCN(C(=O)c2cc[nH]n2)C1)c1ccccc1,2.568542172751473,Cc1ccccc1C(=O)N[C@@H]1CCCCN(C(=O)c2ccn(C)n2)C1,0.930883962450233,340.427,2.15322,67.23,4.0,1.0,3.0,25.0,2.0,0.4210526315789473,O=C(N[C@@H]1CCCCN(C(=O)c2cc[nH]n2)C1)c1ccccc1,0,True,2.568542172751473,0,rulekit,38
Cc1ccccc1NC(=O)C1CCN(C(=O)C(C)C)CC1,,0.9294803571052046,2.828120000000001,1.7514563525276596,0.0,O=C(Nc1ccccc1)C1CCNCC1,1.7514563525276596,Cc1ccccc1NC(=O)C1CCN(C(=O)C(C)C)CC1,0.9294803571052046,288.3910000000001,2.828120000000001,49.41,2.0,1.0,3.0,21.0,1.0,0.5294117647058824,O=C(Nc1ccccc1)C1CCNCC1,0,True,1.7514563525276596,0,rulekit,39
CC[NH+](C)C1CCN(C(=O)c2ccc3ccccc3n2)CC1,,0.9292972333966364,1.374,3.4750088456885333,0.0,O=C(c1ccc2ccccc2n1)N1CCCCC1,3.4750088456885333,CC[NH+](C)C1CCN(C(=O)c2ccc3ccccc3n2)CC1,0.9292972333966364,298.41000000000014,1.374,37.64,2.0,1.0,3.0,22.0,2.0,0.4444444444444444,O=C(c1ccc2ccccc2n1)N1CCCCC1,0,True,3.4750088456885333,0,rulekit,40
Cc1ccc(C(=O)NCC(=O)N2CCN(c3ccccc3)CC2)cc1,,0.9292355403670064,2.073619999999999,1.7004666207920265,0.0,O=C(NCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,1.7004666207920265,Cc1ccc(C(=O)NCC(=O)N2CCN(c3ccccc3)CC2)cc1,0.9292355403670064,337.4230000000001,2.073619999999999,52.650000000000006,3.0,1.0,4.0,25.0,2.0,0.3,O=C(NCC(=O)N1CCN(c2ccccc2)CC1)c1ccccc1,0,True,1.7004666207920265,0,rulekit,41
CCc1csc(CNC(=O)N2CCC[C@@H](C(F)(F)F)C2)n1,,0.9291127894538688,3.189400000000002,2.97175464891121,0.0,O=C(NCc1nccs1)N1CCCCC1,2.97175464891121,CCc1csc(CNC(=O)N2CCC[C@@H](C(F)(F)F)C2)n1,0.9291127894538688,321.368,3.189400000000002,45.23,3.0,1.0,3.0,21.0,1.0,0.6923076923076923,O=C(NCc1nccs1)N1CCCCC1,0,True,2.97175464891121,0,rulekit,42
Cc1cccc(C[C@H]2CCCN2C(=O)[C@H]2CCC(=O)NC2)c1,,0.9286330372363036,2.05472,3.0157483911942027,0.0,O=C1CC[C@H](C(=O)N2CCC[C@@H]2Cc2ccccc2)CN1,3.0157483911942027,Cc1cccc(C[C@H]2CCCN2C(=O)[C@H]2CCC(=O)NC2)c1,0.9286330372363036,300.402,2.05472,49.41,2.0,1.0,3.0,22.0,1.0,0.5555555555555556,O=C1CC[C@H](C(=O)N2CCC[C@@H]2Cc2ccccc2)CN1,0,True,3.0157483911942027,0,rulekit,43
Cc1cccc(C(=O)N2CC[C@H](CNC(=O)c3ccccn3)C2)n1,,0.9282549184241266,1.67712,2.584872329758875,0.0,O=C(NC[C@H]1CCN(C(=O)c2ccccn2)C1)c1ccccn1,2.584872329758875,Cc1cccc(C(=O)N2CC[C@H](CNC(=O)c3ccccn3)C2)n1,0.9282549184241266,324.384,1.67712,75.19,4.0,1.0,4.0,24.0,2.0,0.3333333333333333,O=C(NC[C@H]1CCN(C(=O)c2ccccn2)C1)c1ccccn1,0,True,2.584872329758875,0,rulekit,44
Cc1ccc(-c2ccc(NC(=O)[C@H]3CCCOC3)cc2)cc1,,0.928201154855094,4.027120000000003,2.198590370413809,0.0,O=C(Nc1ccc(-c2ccccc2)cc1)[C@H]1CCCOC1,2.198590370413809,Cc1ccc(-c2ccc(NC(=O)[C@H]3CCCOC3)cc2)cc1,0.928201154855094,295.38199999999995,4.027120000000003,38.33,2.0,1.0,3.0,22.0,2.0,0.3157894736842105,O=C(Nc1ccc(-c2ccccc2)cc1)[C@H]1CCCOC1,0,True,2.198590370413809,0,rulekit,45
Cc1cccc(C(=O)NCc2cc(C3CCC3)no2)c1,,0.9279293445533904,3.1805200000000013,2.1241052690756472,0.0,O=C(NCc1cc(C2CCC2)no1)c1ccccc1,2.1241052690756472,Cc1cccc(C(=O)NCc2cc(C3CCC3)no2)c1,0.9279293445533904,270.332,3.1805200000000013,55.13,3.0,1.0,4.0,20.0,2.0,0.375,O=C(NCc1cc(C2CCC2)no1)c1ccccc1,0,True,2.1241052690756472,0,rulekit,46
CC[C@@H](F)C(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,,0.9274601086773924,2.2946,2.5957961632889663,0.0,O=C(NC1CCNCC1)c1ccccc1,2.5957961632889663,CC[C@@H](F)C(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,0.9274601086773924,310.3440000000001,2.2946,49.41,2.0,1.0,4.0,22.0,1.0,0.5,O=C(NC1CCNCC1)c1ccccc1,0,True,2.5957961632889663,0,rulekit,47
Cc1ccc(C(=O)NC2CCN(C(=O)C3CCCCC3)CC2)cn1,,0.9272257292156918,2.6911200000000006,2.047594008003397,0.0,O=C(NC1CCN(C(=O)C2CCCCC2)CC1)c1cccnc1,2.047594008003397,Cc1ccc(C(=O)NC2CCN(C(=O)C3CCCCC3)CC2)cn1,0.9272257292156918,329.44400000000013,2.6911200000000006,62.3,3.0,1.0,3.0,24.0,1.0,0.631578947368421,O=C(NC1CCN(C(=O)C2CCCCC2)CC1)c1cccnc1,0,True,2.047594008003397,0,rulekit,48
Cc1ccccc1C(=O)N1CCC(NC(=O)[C@@H]2CCc3ccccc32)C1,,0.9267434917812354,3.0557200000000018,2.817565380613962,0.0,O=C(NC1CCN(C(=O)c2ccccc2)C1)[C@@H]1CCc2ccccc21,2.817565380613962,Cc1ccccc1C(=O)N1CCC(NC(=O)[C@@H]2CCc3ccccc32)C1,0.9267434917812354,348.4460000000001,3.0557200000000018,49.41,2.0,1.0,3.0,26.0,2.0,0.3636363636363636,O=C(NC1CCN(C(=O)c2ccccc2)C1)[C@@H]1CCc2ccccc21,0,True,2.817565380613962,0,rulekit,49
Cc1ccc(C)c(C(=O)N2CC(CNC(=O)c3ccnn3C)C2)c1,,0.9265891190005888,1.5389399999999998,2.3094999368571507,0.0,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1ccn[nH]1,2.3094999368571507,Cc1ccc(C)c(C(=O)N2CC(CNC(=O)c3ccnn3C)C2)c1,0.9265891190005888,326.40000000000003,1.5389399999999998,67.23,4.0,1.0,4.0,24.0,2.0,0.3888888888888889,O=C(NCC1CN(C(=O)c2ccccc2)C1)c1ccn[nH]1,0,True,2.3094999368571507,0,rulekit,50
CCc1ccc(C(=O)NCC2CCN(C(=O)C(C)(C)C)C2)cn1,,0.9263950193843344,2.2684000000000006,2.7292318548822028,0.0,O=C(NCC1CCNC1)c1cccnc1,2.7292318548822028,CCc1ccc(C(=O)NCC2CCN(C(=O)C(C)(C)C)C2)cn1,0.9263950193843344,317.43300000000005,2.2684000000000006,62.3,3.0,1.0,4.0,23.0,1.0,0.6111111111111112,O=C(NCC1CCNC1)c1cccnc1,0,True,2.7292318548822028,0,rulekit,51
COC(=O)N1CC[C@@H](CNC(=O)c2sccc2-c2ccccc2)C1,,0.9262538160402436,3.233200000000002,2.5947773464812838,0.0,O=C(NC[C@@H]1CCNC1)c1sccc1-c1ccccc1,2.5947773464812838,COC(=O)N1CC[C@@H](CNC(=O)c2sccc2-c2ccccc2)C1,0.9262538160402436,344.4360000000001,3.233200000000002,58.64,4.0,1.0,4.0,24.0,2.0,0.3333333333333333,O=C(NC[C@@H]1CCNC1)c1sccc1-c1ccccc1,0,True,2.5947773464812838,0,rulekit,52
