Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_rulekit
COC(C)C(=O)NCCC1=CN(C)C2=CC=C(F)C=C12,0.9089012676665892,2.0109999999999992,2.675838167010097,c1ccc2[nH]ccc2c1,2.675838167010097,COC(C)C(=O)NCCc1cn(C)c2ccc(F)cc12,0.9089012676665892,278.327,2.0109999999999992,43.26,3,1,5,20,2,0.4,c1ccc2[nH]ccc2c1,0,True,2.675838167010097,0,rulekit,11
NC1=NN(CCOC2=CC=CN=C2)C(Br)=C1Br,0.9078558211819652,2.4643,2.8056088895328646,c1cncc(OCCn2cccn2)c1,2.8056088895328646,Nc1nn(CCOc2cccnc2)c(Br)c1Br,0.9078558211819652,362.025,2.4643,65.96,5,1,4,17,2,0.2,c1cncc(OCCn2cccn2)c1,0,True,2.8056088895328646,0,rulekit,12
CCN(CCC1=CC=C2NC=NC2=C1)CC(F)(F)F,0.9062245435475268,2.989600000000001,2.567081454409859,c1ccc2[nH]cnc2c1,2.567081454409859,CCN(CCc1ccc2[nH]cnc2c1)CC(F)(F)F,0.9062245435475268,271.28599999999994,2.989600000000001,31.92,2,1,5,19,2,0.4615384615384615,c1ccc2[nH]cnc2c1,0,True,2.567081454409859,0,rulekit,13
CC(C)(C)C(=O)NCC1=CC=C(C2=NC(C(F)(F)F)=CN2)C=C1,0.9026077782928676,3.757800000000002,2.6526258771921967,c1ccc(-c2ncc[nH]2)cc1,2.6526258771921967,CC(C)(C)C(=O)NCc1ccc(-c2nc(C(F)(F)F)c[nH]2)cc1,0.9026077782928676,325.334,3.757800000000002,57.78,2,2,3,23,2,0.375,c1ccc(-c2ncc[nH]2)cc1,0,True,2.6526258771921967,0,rulekit,14
CC1SC(=O)N(CC(=O)NC2=CC=CC=C2)C1=O,0.9021411722267868,1.709,2.4952329584497352,O=C(CN1C(=O)CSC1=O)Nc1ccccc1,2.4952329584497352,CC1SC(=O)N(CC(=O)Nc2ccccc2)C1=O,0.9021411722267868,264.30600000000004,1.709,66.48,4,1,3,18,1,0.25,O=C(CN1C(=O)CSC1=O)Nc1ccccc1,0,True,2.4952329584497352,0,rulekit,15
COC1=CC=C2C(=O)N(C=CCl)C3CNCC3OC2=C1,0.8996708906601167,1.5801999999999998,3.96754360557008,O=C1NC2CNCC2Oc2ccccc21,3.96754360557008,COc1ccc2c(c1)OC1CNCC1N(C=CCl)C2=O,0.8996708906601167,294.73800000000006,1.5801999999999998,50.8,4,1,2,20,1,0.3571428571428571,O=C1NC2CNCC2Oc2ccccc21,0,True,3.96754360557008,0,rulekit,16
COC1=CC=C(NC(=O)C2=C(C)NC(=O)OC2C2=CC=CC=C2)C=C1,0.8957786796230689,3.3888000000000016,2.644383992903151,O=C1NC=C(C(=O)Nc2ccccc2)C(c2ccccc2)O1,2.644383992903151,COc1ccc(NC(=O)C2=C(C)NC(=O)OC2c2ccccc2)cc1,0.8957786796230689,338.363,3.3888000000000016,76.66000000000001,4,2,4,25,2,0.1578947368421052,O=C1NC=C(C(=O)Nc2ccccc2)C(c2ccccc2)O1,0,True,2.644383992903151,0,rulekit,17
CC(C)(CN1CCNCC1)OCC1=NC=C(Br)S1,0.894968201948275,2.106,3.1383502676208748,c1csc(COCCN2CCNCC2)n1,3.1383502676208748,CC(C)(CN1CCNCC1)OCc1ncc(Br)s1,0.894968201948275,334.283,2.106,37.39,5,1,5,18,1,0.75,c1csc(COCCN2CCNCC2)n1,0,True,3.1383502676208748,0,rulekit,18
COC1=CC2=C(C=C1O)N(C(C)=O)C(C1=CC=C(O)C=C1)C2,0.8943016873277981,2.7567000000000013,2.8062395428602134,c1ccc(C2Cc3ccccc3N2)cc1,2.8062395428602134,COc1cc2c(cc1O)N(C(C)=O)C(c1ccc(O)cc1)C2,0.8943016873277981,299.326,2.7567000000000013,70.0,4,2,2,22,2,0.2352941176470588,c1ccc(C2Cc3ccccc3N2)cc1,0,True,2.8062395428602134,0,rulekit,19
O=C(NC1=CN=CC(C2CCCO2)=N1)NC1=CC=C(Cl)C=C1F,0.8942742797116798,3.7646000000000015,2.9793281585785074,O=C(Nc1ccccc1)Nc1cncc(C2CCCO2)n1,2.9793281585785074,O=C(Nc1cncc(C2CCCO2)n1)Nc1ccc(Cl)cc1F,0.8942742797116798,336.754,3.7646000000000015,76.14,4,2,3,23,2,0.2666666666666666,O=C(Nc1ccccc1)Nc1cncc(C2CCCO2)n1,0,True,2.9793281585785074,0,rulekit,20
COC(=O)NC(CC1=CC=C(Cl)C(Cl)=C1)C(=O)O,0.892780370938514,2.3450999999999995,2.271575227680504,c1ccccc1,2.271575227680504,COC(=O)NC(Cc1ccc(Cl)c(Cl)c1)C(=O)O,0.892780370938514,292.11800000000005,2.3450999999999995,75.63,3,2,4,18,1,0.2727272727272727,c1ccccc1,0,True,2.271575227680504,0,rulekit,21
COC1CCC(O)(CCN2CCC3(CCC4=NC=CN4C3=O)CC2)CC1,0.8909570350226045,2.2619,3.622048252690712,O=C1n2ccnc2CCC12CCN(CCC1CCCCC1)CC2,3.622048252690712,COC1CCC(O)(CCN2CCC3(CCc4nccn4C3=O)CC2)CC1,0.8909570350226045,361.48600000000016,2.2619,67.59,6,1,4,26,1,0.8,O=C1n2ccnc2CCC12CCN(CCC1CCCCC1)CC2,0,True,3.622048252690712,0,rulekit,22
CN(C1=NC=C(F)C=C1O)S(=O)(=O)C=CC1=CC=C(Cl)C(Cl)=C1,0.8828359916005722,3.6700000000000017,2.8462196737182524,O=S(=O)(C=Cc1ccccc1)Nc1ccccn1,2.8462196737182524,CN(c1ncc(F)cc1O)S(=O)(=O)C=Cc1ccc(Cl)c(Cl)c1,0.8828359916005722,377.2240000000001,3.6700000000000017,70.5,4,1,4,23,2,0.0714285714285714,O=S(=O)(C=Cc1ccccc1)Nc1ccccn1,0,True,2.8462196737182524,0,rulekit,23
O=C(O)CCC#CC1=CN=C(CC2=CC=C(F)C(F)=C2)N=C1,0.8817037377840365,2.5619000000000005,2.5718518931669063,c1ccc(Cc2ncccn2)cc1,2.5718518931669063,O=C(O)CCC#Cc1cnc(Cc2ccc(F)c(F)c2)nc1,0.8817037377840365,302.28,2.5619000000000005,63.08,3,1,4,22,2,0.1875,c1ccc(Cc2ncccn2)cc1,0,True,2.5718518931669063,0,rulekit,24
OC(C1=CC=C(C2=CC=C3OCOC3=C2)O1)C(Cl)Cl,0.8814082240355745,3.5124000000000013,3.070908424700286,c1coc(-c2ccc3c(c2)OCO3)c1,3.070908424700286,OC(c1ccc(-c2ccc3c(c2)OCO3)o1)C(Cl)Cl,0.8814082240355745,301.125,3.5124000000000013,51.83,4,1,3,19,2,0.2307692307692307,c1coc(-c2ccc3c(c2)OCO3)c1,0,True,3.070908424700286,0,rulekit,25
CCOC(=O)C1=C(C)N=C(NC(=O)C2=CC=CC=C2)S1,0.8790928605834112,2.8805200000000006,1.7595633228639649,O=C(Nc1nccs1)c1ccccc1,1.7595633228639649,CCOC(=O)c1sc(NC(=O)c2ccccc2)nc1C,0.8790928605834112,290.344,2.8805200000000006,68.28999999999999,5,1,4,20,2,0.2142857142857142,O=C(Nc1nccs1)c1ccccc1,0,True,1.7595633228639649,0,rulekit,26
NC1=CC=C(S(=O)(=O)N2CCN(C3=CC=CC=C3)CC2)C=C1,0.8764328591474704,1.7797,1.7319629176263174,O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,1.7319629176263174,Nc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1,0.8764328591474704,317.4140000000001,1.7797,66.64,4,1,3,22,2,0.25,O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.7319629176263174,0,rulekit,27
CC1=NN=C(NC(=O)C2=CC(C(=O)NC3CCCCC3)=CC=C2F)S1,0.8739875493036436,3.3004200000000026,2.122241051994626,O=C(Nc1nncs1)c1cccc(C(=O)NC2CCCCC2)c1,2.122241051994626,Cc1nnc(NC(=O)c2cc(C(=O)NC3CCCCC3)ccc2F)s1,0.8739875493036436,362.43000000000006,3.3004200000000026,83.98,5,2,4,25,2,0.4117647058823529,O=C(Nc1nncs1)c1cccc(C(=O)NC2CCCCC2)c1,0,True,2.122241051994626,0,rulekit,28
CC(C)(C)N=C1NC(=O)N(CC2=CC=C(F)C=C2F)C(N)=C1C#N,0.8737715102074501,1.6559799999999996,3.030333525143865,N=c1ccn(Cc2ccccc2)c(=O)[nH]1,3.030333525143865,CC(C)(C)N=c1[nH]c(=O)n(Cc2ccc(F)cc2F)c(N)c1C#N,0.8737715102074501,333.3420000000001,1.6559799999999996,99.96,5,2,2,24,2,0.3125,N=c1ccn(Cc2ccccc2)c(=O)[nH]1,0,True,3.030333525143865,0,rulekit,29
CNC(=O)OC1=CC=C(C=CCN(C(C)C)C(C)C)C=C1,0.8710349008913466,3.536800000000003,2.471735118407878,c1ccccc1,2.471735118407878,CNC(=O)Oc1ccc(C=CCN(C(C)C)C(C)C)cc1,0.8710349008913466,290.407,3.536800000000003,41.57,3,1,6,21,1,0.4705882352941176,c1ccccc1,0,True,2.471735118407878,0,rulekit,30
CC1=C(C(=O)NC2CCCCC2)SC2=C1C(=O)N(CC1=NN=CS1)CC2,0.8700345984733069,3.169020000000001,2.956028874079045,O=C(NC1CCCCC1)c1cc2c(s1)CCN(Cc1nncs1)C2=O,2.956028874079045,Cc1c(C(=O)NC2CCCCC2)sc2c1C(=O)N(Cc1nncs1)CC2,0.8700345984733069,390.5340000000001,3.169020000000001,75.19,6,1,4,26,2,0.5555555555555556,O=C(NC1CCCCC1)c1cc2c(s1)CCN(Cc1nncs1)C2=O,0,True,2.956028874079045,0,rulekit,31
CCOCC1CCN(CC(=O)NC2=NN(C)C(C)=C2Cl)CC1,0.8681650437184153,2.06892,2.4830946056104644,O=C(CN1CCCCC1)Nc1cc[nH]n1,2.4830946056104644,CCOCC1CCN(CC(=O)Nc2nn(C)c(C)c2Cl)CC1,0.8681650437184153,328.84400000000005,2.06892,59.39,5,1,6,22,1,0.7333333333333333,O=C(CN1CCCCC1)Nc1cc[nH]n1,0,True,2.4830946056104644,0,rulekit,32
CC(NC(=O)C(C)(C)C)C(=O)N1CCC(C2=NC(C3=CC=CS3)=NO2)CC1,0.866725139131769,3.0549000000000017,2.966370571218919,c1csc(-c2noc(C3CCNCC3)n2)c1,2.966370571218919,CC(NC(=O)C(C)(C)C)C(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,0.866725139131769,390.50900000000007,3.0549000000000017,88.33,6,1,4,27,2,0.5789473684210527,c1csc(-c2noc(C3CCNCC3)n2)c1,0,True,2.966370571218919,0,rulekit,33
O=C(NC(=O)N1C(=O)CC1C1=CC=CC=C1)C1=CC=CC=C1,0.8654018847538822,2.5100000000000007,2.449663790743477,O=C(NC(=O)N1C(=O)CC1c1ccccc1)c1ccccc1,2.449663790743477,O=C(NC(=O)N1C(=O)CC1c1ccccc1)c1ccccc1,0.8654018847538822,294.31000000000006,2.5100000000000007,66.48,3,1,2,22,2,0.1176470588235294,O=C(NC(=O)N1C(=O)CC1c1ccccc1)c1ccccc1,0,True,2.449663790743477,0,rulekit,34
O=C(O)CCC(C1=CC=CC=C1)C1=CC=CC=C1,0.8651098499787667,3.6833000000000022,1.6043583254001987,c1ccc(Cc2ccccc2)cc1,1.6043583254001987,O=C(O)CCC(c1ccccc1)c1ccccc1,0.8651098499787667,240.302,3.6833000000000022,37.3,1,1,5,18,2,0.1875,c1ccc(Cc2ccccc2)cc1,0,True,1.6043583254001987,0,rulekit,35
O=C(NC1CCCCC1)C1=CC=C(Cl)C=C1Cl,0.8639079316023185,4.055900000000003,1.670731966455941,O=C(NC1CCCCC1)c1ccccc1,1.670731966455941,O=C(NC1CCCCC1)c1ccc(Cl)cc1Cl,0.8639079316023185,272.17500000000007,4.055900000000003,29.1,1,1,2,17,1,0.4615384615384615,O=C(NC1CCCCC1)c1ccccc1,0,True,1.670731966455941,0,rulekit,36
CN(CC=CC(=O)NC1CCCC1)C1=NC2=CC=CC=C2O1,0.8625109971088069,2.8790000000000013,2.588964943725218,O=C(C=CCNc1nc2ccccc2o1)NC1CCCC1,2.588964943725218,CN(CC=CC(=O)NC1CCCC1)c1nc2ccccc2o1,0.8625109971088069,299.374,2.8790000000000013,58.370000000000005,4,1,5,22,2,0.4117647058823529,O=C(C=CCNc1nc2ccccc2o1)NC1CCCC1,0,True,2.588964943725218,0,rulekit,37
CC(C)(C)OC(=O)N1CCC(O)(C2=CC=C(Cl)C=C2)CC1,0.8624583956549992,3.558500000000002,2.139077628529336,c1ccc(C2CCNCC2)cc1,2.139077628529336,CC(C)(C)OC(=O)N1CCC(O)(c2ccc(Cl)cc2)CC1,0.8624583956549992,311.8090000000001,3.558500000000002,49.77,3,1,1,21,1,0.5625,c1ccc(C2CCNCC2)cc1,0,True,2.139077628529336,0,rulekit,38
COC1=CC=C(C=C2C(=O)N(CCO)C3=CC=CC=C23)C=C1OC,0.8585881413173796,2.5833000000000004,2.079789591320335,O=C1Nc2ccccc2C1=Cc1ccccc1,2.079789591320335,COc1ccc(C=C2C(=O)N(CCO)c3ccccc32)cc1OC,0.8585881413173796,325.3640000000001,2.5833000000000004,59.0,4,1,5,24,2,0.2105263157894736,O=C1Nc2ccccc2C1=Cc1ccccc1,0,True,2.079789591320335,0,rulekit,39
CC(NC(=O)C(N)CC1=CC=C(Cl)C=C1)C(=O)N1CCCC1,0.8582436169195586,1.3368999999999998,2.590311424881825,O=C(CCc1ccccc1)NCC(=O)N1CCCC1,2.590311424881825,CC(NC(=O)C(N)Cc1ccc(Cl)cc1)C(=O)N1CCCC1,0.8582436169195586,323.8240000000002,1.3368999999999998,75.42999999999999,3,2,5,22,1,0.5,O=C(CCc1ccccc1)NCC(=O)N1CCCC1,0,True,2.590311424881825,0,rulekit,40
NC(=O)CN1C(=O)C2=CC(O)=CC=C2OC2=CC=CN=C21,0.8566530028923163,1.0250000000000004,2.471963829037124,O=C1Nc2ncccc2Oc2ccccc21,2.471963829037124,NC(=O)CN1C(=O)c2cc(O)ccc2Oc2cccnc21,0.8566530028923163,285.259,1.0250000000000004,105.75,5,2,2,21,2,0.0714285714285714,O=C1Nc2ncccc2Oc2ccccc21,0,True,2.471963829037124,0,rulekit,41
CN1C(=O)C2=C(NCN2CC2=CC=C(Cl)C=N2)N(C)C1=S,0.8554012806199579,1.89129,3.168163779583362,O=c1[nH]c(=S)[nH]c2c1N(Cc1ccccn1)CN2,3.168163779583362,Cn1c2c(c(=O)n(C)c1=S)N(Cc1ccc(Cl)cn1)CN2,0.8554012806199579,323.8090000000001,1.89129,55.09,7,1,2,21,2,0.3076923076923077,O=c1[nH]c(=S)[nH]c2c1N(Cc1ccccn1)CN2,0,True,3.168163779583362,0,rulekit,42
CCC(CC)C(=O)N1CCC2=C(C1)N=C(N1CCCC1)O2,0.8553277170285831,2.595700000000001,2.849990543509092,C1CCN(c2nc3c(o2)CCNC3)C1,2.849990543509092,CCC(CC)C(=O)N1CCc2oc(N3CCCC3)nc2C1,0.8553277170285831,291.39500000000004,2.595700000000001,49.580000000000005,4,0,4,21,1,0.75,C1CCN(c2nc3c(o2)CCNC3)C1,0,True,2.849990543509092,0,rulekit,43
CC(=O)C1=CC=C2C(=C1)OC(=O)N2C1OC(C)CCC1O,0.8539542808991315,1.8555,3.77912244131598,O=c1oc2ccccc2n1C1CCCCO1,3.77912244131598,CC(=O)c1ccc2c(c1)oc(=O)n2C1OC(C)CCC1O,0.8539542808991315,291.303,1.8555,81.67,6,1,2,21,2,0.4666666666666667,O=c1oc2ccccc2n1C1CCCCO1,0,True,3.77912244131598,0,rulekit,44
CC1=CC=C(C2=NN(C)C(C(=O)N3CCC(C)CC3)=C2)C=C1,0.8530141001961181,3.2676200000000017,2.0318541264175263,O=C(c1cc(-c2ccccc2)n[nH]1)N1CCCCC1,2.0318541264175263,Cc1ccc(-c2cc(C(=O)N3CCC(C)CC3)n(C)n2)cc1,0.8530141001961181,297.40200000000004,3.2676200000000017,38.13,3,0,2,22,2,0.4444444444444444,O=C(c1cc(-c2ccccc2)n[nH]1)N1CCCCC1,0,True,2.0318541264175263,0,rulekit,45
CC1=CC=C(CN2CCC3=CC=CC=C3C2C(O)C(F)(F)F)C=C1C(=O)O,0.8502179167397829,3.7158200000000026,3.222107782302253,c1ccc(CN2CCc3ccccc3C2)cc1,3.222107782302253,Cc1ccc(CN2CCc3ccccc3C2C(O)C(F)(F)F)cc1C(=O)O,0.8502179167397829,379.3780000000001,3.7158200000000026,60.77,3,2,4,27,2,0.35,c1ccc(CN2CCc3ccccc3C2)cc1,0,True,3.222107782302253,0,rulekit,46
CC1=CCNC(=O)N1CC(=O)NC1=CC=CC=C1,0.8484289830728349,1.5540999999999996,2.3430950640009662,O=C(CN1C=CCNC1=O)Nc1ccccc1,2.3430950640009662,CC1=CCNC(=O)N1CC(=O)Nc1ccccc1,0.8484289830728349,245.28200000000004,1.5540999999999996,61.440000000000005,2,2,3,18,1,0.2307692307692307,O=C(CN1C=CCNC1=O)Nc1ccccc1,0,True,2.3430950640009662,0,rulekit,47
CN(C)CCOC1=CC=C(CNC2=NC=C(F)C=N2)C=C1,0.8466616324092947,2.1682,2.0982228512014007,c1ccc(CNc2ncccn2)cc1,2.0982228512014007,CN(C)CCOc1ccc(CNc2ncc(F)cn2)cc1,0.8466616324092947,290.342,2.1682,50.28,5,1,7,21,2,0.3333333333333333,c1ccc(CNc2ncccn2)cc1,0,True,2.0982228512014007,0,rulekit,48
CN1CCC(O)(C2=CC=C(Br)C=C2)CC1,0.84644530291901,2.3623000000000003,2.1648638880346844,c1ccc(C2CCNCC2)cc1,2.1648638880346844,CN1CCC(O)(c2ccc(Br)cc2)CC1,0.84644530291901,270.17,2.3623000000000003,23.47,2,1,1,15,1,0.5,c1ccc(C2CCNCC2)cc1,0,True,2.1648638880346844,0,rulekit,49
CN(C)CC(=O)NCC(=O)NC1CCCC2=CC=CC=C21,0.8449032361499992,0.8580000000000005,2.506266378444097,c1ccc2c(c1)CCCC2,2.506266378444097,CN(C)CC(=O)NCC(=O)NC1CCCc2ccccc21,0.8449032361499992,289.379,0.8580000000000005,61.440000000000005,3,2,5,21,1,0.5,c1ccc2c(c1)CCCC2,0,True,2.506266378444097,0,rulekit,50
COC1=CC=C(C(=O)NC(=S)C2=CC=C(C(N)=O)C=C2)C=C1,0.844612558622573,1.8996,1.9152207090152569,O=C(NC(=S)c1ccccc1)c1ccccc1,1.9152207090152569,COc1ccc(C(=O)NC(=S)c2ccc(C(N)=O)cc2)cc1,0.844612558622573,314.36600000000004,1.8996,81.41999999999999,4,2,4,22,2,0.0625,O=C(NC(=S)c1ccccc1)c1ccccc1,0,True,1.9152207090152569,0,rulekit,51
CC1=CC=C=C2SC=C(C(=O)N3CCN(C4=CC=CC=C4O)CC3)C(=O)C2=C1,0.8405917452106785,1.4523,3.387642929278047,O=C(c1csc2c(c1=O)=CC=CC=C=2)N1CCN(c2ccccc2)CC1,3.387642929278047,CC1=CC=C=c2scc(C(=O)N3CCN(c4ccccc4O)CC3)c(=O)c2=C1,0.8405917452106785,392.4800000000002,1.4523,60.85,5,1,2,28,2,0.2272727272727272,O=C(c1csc2c(c1=O)=CC=CC=C=2)N1CCN(c2ccccc2)CC1,0,True,3.387642929278047,0,rulekit,52
ClC1=CC=C(N2CCC(C3=CC=CC=C3)CC2)N=N1,0.8383767919878061,3.514000000000002,1.9849544380300104,c1ccc(C2CCN(c3cccnn3)CC2)cc1,1.9849544380300104,Clc1ccc(N2CCC(c3ccccc3)CC2)nn1,0.8383767919878061,273.767,3.514000000000002,29.020000000000003,3,0,2,19,2,0.3333333333333333,c1ccc(C2CCN(c3cccnn3)CC2)cc1,0,True,1.9849544380300104,0,rulekit,53
CC(=O)NC1=CC=C(C2=C(CC=O)SC(N)=N2)C=C1,0.8366269115310931,2.0921,2.4607011931616736,c1ccc(-c2cscn2)cc1,2.4607011931616736,CC(=O)Nc1ccc(-c2nc(N)sc2CC=O)cc1,0.8366269115310931,275.333,2.0921,85.08,5,2,4,19,2,0.1538461538461538,c1ccc(-c2cscn2)cc1,0,True,2.4607011931616736,0,rulekit,54
COC1=CC=C(C2=NN(CC3=CC=C([S+](C)O)C=C3)C(=O)CC2)C=C1,0.8353540928642733,3.3019000000000016,3.2277419560667484,O=C1CCC(c2ccccc2)=NN1Cc1ccccc1,3.2277419560667484,COc1ccc(C2=NN(Cc3ccc([S+](C)O)cc3)C(=O)CC2)cc1,0.8353540928642733,357.4550000000001,3.3019000000000016,62.13,4,1,5,25,2,0.2631578947368421,O=C1CCC(c2ccccc2)=NN1Cc1ccccc1,0,True,3.2277419560667484,0,rulekit,55
CC(C)(C)C1=NC(CN2CCC(NCC3COC4=CC=CC=C4O3)CC2)=CC=C1,0.8349854313459417,3.773100000000003,2.938216893539485,c1ccc(CN2CCC(NCC3COc4ccccc4O3)CC2)nc1,2.938216893539485,CC(C)(C)c1cccc(CN2CCC(NCC3COc4ccccc4O3)CC2)n1,0.8349854313459417,395.54700000000014,3.773100000000003,46.620000000000005,5,1,5,29,2,0.5416666666666666,c1ccc(CN2CCC(NCC3COc4ccccc4O3)CC2)nc1,0,True,2.938216893539485,0,rulekit,56
COC1=C(Br)C=C2NC(=O)COC2=C1,0.8348345197372273,1.7885999999999995,2.332235615277936,O=C1COc2ccccc2N1,2.332235615277936,COc1cc2c(cc1Br)NC(=O)CO2,0.8348345197372273,258.071,1.7885999999999995,47.56,3,1,1,14,1,0.2222222222222222,O=C1COc2ccccc2N1,0,True,2.332235615277936,0,rulekit,57
CC1=CC=C(C(=O)NCCOC2=CC=CC=C2)C=C1,0.8342603348714397,2.803820000000001,1.3905653071608803,O=C(NCCOc1ccccc1)c1ccccc1,1.3905653071608803,Cc1ccc(C(=O)NCCOc2ccccc2)cc1,0.8342603348714397,255.31700000000004,2.803820000000001,38.33,2,1,5,19,2,0.1875,O=C(NCCOc1ccccc1)c1ccccc1,0,True,1.3905653071608803,0,rulekit,58
O=C(NC1=CC=C(OC2CCCCC2)C=C1)NC1CCCCC1,0.8337560757125536,4.852300000000004,1.9085334381322028,O=C(Nc1ccc(OC2CCCCC2)cc1)NC1CCCCC1,1.9085334381322028,O=C(Nc1ccc(OC2CCCCC2)cc1)NC1CCCCC1,0.8337560757125536,316.44500000000016,4.852300000000004,50.36,2,2,4,23,1,0.631578947368421,O=C(Nc1ccc(OC2CCCCC2)cc1)NC1CCCCC1,0,True,1.9085334381322028,0,rulekit,59
