Mol,QED,logP,SA,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,method,rank_rulekit
CCS(=O)(=O)C=CNC1=CC=C(C2=CC=C3OCOC3=C2)C=C1,0.9095080802249756,3.400100000000002,2.517137675071736,c1ccc(-c2ccc3c(c2)OCO3)cc1,2.517137675071736,CCS(=O)(=O)C=CNc1ccc(-c2ccc3c(c2)OCO3)cc1,0.9095080802249756,331.3930000000001,3.400100000000002,64.63000000000001,5,1,5,23,2,0.1764705882352941,c1ccc(-c2ccc3c(c2)OCO3)cc1,0,True,2.517137675071736,0,rulekit,11
O=C(NCC1=CC=C2C=CC=CC2=C1)C1=C(O)CCS1,0.9088021800817584,3.3625000000000016,2.414759827221676,O=C(NCc1ccc2ccccc2c1)C1=CCCS1,2.414759827221676,O=C(NCc1ccc2ccccc2c1)C1=C(O)CCS1,0.9088021800817584,285.36799999999994,3.3625000000000016,49.33,3,2,3,20,2,0.1875,O=C(NCc1ccc2ccccc2c1)C1=CCCS1,0,True,2.414759827221676,0,rulekit,12
CC(=O)NC1=CC=C(CC(=O)NC2=CC=C(Cl)C=C2)C=C1,0.908155846785396,3.4796000000000014,1.5059693049171765,O=C(Cc1ccccc1)Nc1ccccc1,1.5059693049171765,CC(=O)Nc1ccc(CC(=O)Nc2ccc(Cl)cc2)cc1,0.908155846785396,302.761,3.4796000000000014,58.2,2,2,4,21,2,0.125,O=C(Cc1ccccc1)Nc1ccccc1,0,True,1.5059693049171765,0,rulekit,13
O=C1C2=CC(Br)=CC=C2OCCN1CC1=CC=C(O)C=C1,0.9069469118835842,3.1895000000000007,2.071933620432169,O=C1c2ccccc2OCCN1Cc1ccccc1,2.071933620432169,O=C1c2cc(Br)ccc2OCCN1Cc1ccc(O)cc1,0.9069469118835842,348.196,3.1895000000000007,49.77,3,1,2,21,2,0.1875,O=C1c2ccccc2OCCN1Cc1ccccc1,0,True,2.071933620432169,0,rulekit,14
CCOC1CN(CC2CC2)C2=CC=C(Cl)C=C2N1CN,0.9066734064396638,2.6552000000000007,3.34162436081629,c1ccc2c(c1)NCCN2CC1CC1,3.34162436081629,CCOC1CN(CC2CC2)c2ccc(Cl)cc2N1CN,0.9066734064396638,295.8140000000001,2.6552000000000007,41.73,4,1,5,20,1,0.6,c1ccc2c(c1)NCCN2CC1CC1,0,True,3.34162436081629,0,rulekit,15
COC1=CC=C(C(CC(=O)O)C2=CC=C(Cl)C=C2)C=C1,0.9065755607313029,3.9552000000000014,2.138208152025083,c1ccc(Cc2ccccc2)cc1,2.138208152025083,COc1ccc(C(CC(=O)O)c2ccc(Cl)cc2)cc1,0.9065755607313029,290.746,3.9552000000000014,46.53,2,1,5,20,2,0.1875,c1ccc(Cc2ccccc2)cc1,0,True,2.138208152025083,0,rulekit,16
COC1=CC=C(C2=CSC(NC3CCNC3=O)=N2)C=C1,0.9047252281562,2.1190999999999995,2.689365815912918,O=C1NCCC1Nc1nc(-c2ccccc2)cs1,2.689365815912918,COc1ccc(-c2csc(NC3CCNC3=O)n2)cc1,0.9047252281562,289.36,2.1190999999999995,63.25,5,2,4,20,2,0.2857142857142857,O=C1NCCC1Nc1nc(-c2ccccc2)cs1,0,True,2.689365815912918,0,rulekit,17
CC1(C)SC(=O)N(CC2=CC=C(C3=CC=C(C#N)C=C3)C=C2)C1CO,0.9020359034842232,4.033580000000006,3.071740460942154,O=C1SCCN1Cc1ccc(-c2ccccc2)cc1,3.071740460942154,CC1(C)SC(=O)N(Cc2ccc(-c3ccc(C#N)cc3)cc2)C1CO,0.9020359034842232,352.45900000000006,4.033580000000006,64.33,4,1,4,25,2,0.3,O=C1SCCN1Cc1ccc(-c2ccccc2)cc1,0,True,3.071740460942154,0,rulekit,18
CCC1=CC=C(C(=O)NC2=CC=C(Cl)C=C2)O1,0.9002594727295528,3.7477000000000023,1.7168483126097858,O=C(Nc1ccccc1)c1ccco1,1.7168483126097858,CCc1ccc(C(=O)Nc2ccc(Cl)cc2)o1,0.9002594727295528,249.697,3.7477000000000023,42.24,2,1,3,17,2,0.1538461538461538,O=C(Nc1ccccc1)c1ccco1,0,True,1.7168483126097858,0,rulekit,19
CC(C)CN1C(=O)NC2=C1C(=O)N(CC1=CC=C(Cl)C(Cl)=C1)CC2,0.9000606853724864,3.3377000000000017,2.630770566227781,O=C1c2[nH]c(=O)[nH]c2CCN1Cc1ccccc1,2.630770566227781,CC(C)Cn1c2c([nH]c1=O)CCN(Cc1ccc(Cl)c(Cl)c1)C2=O,0.9000606853724864,368.2640000000001,3.3377000000000017,58.1,3,1,4,24,2,0.4117647058823529,O=C1c2[nH]c(=O)[nH]c2CCN1Cc1ccccc1,0,True,2.630770566227781,0,rulekit,20
COC1=CC=C(NC2=CC=C3OCC(=O)NC3=C2)C=C1,0.8999971258327779,2.7697000000000003,1.954496962500192,O=C1COc2ccc(Nc3ccccc3)cc2N1,1.954496962500192,COc1ccc(Nc2ccc3c(c2)NC(=O)CO3)cc1,0.8999971258327779,270.28799999999995,2.7697000000000003,59.59,4,2,3,20,2,0.1333333333333333,O=C1COc2ccc(Nc3ccccc3)cc2N1,0,True,1.954496962500192,0,rulekit,21
O=C(O)CCCC(=O)N1CCC(C2=CC=CC=C2)CC1,0.8983916858961215,2.647500000000001,1.8060712609784824,c1ccc(C2CCNCC2)cc1,1.8060712609784824,O=C(O)CCCC(=O)N1CCC(c2ccccc2)CC1,0.8983916858961215,275.34800000000007,2.647500000000001,57.61,2,1,5,20,1,0.5,c1ccc(C2CCNCC2)cc1,0,True,1.8060712609784824,0,rulekit,22
O=C(COC1=CC=C(Cl)C=C1)NC(=O)N1CCN(C2=CC=CC=C2)CC1,0.8947635306679372,2.777200000000001,1.8564504125405816,O=C(COc1ccccc1)NC(=O)N1CCN(c2ccccc2)CC1,1.8564504125405816,O=C(COc1ccc(Cl)cc1)NC(=O)N1CCN(c2ccccc2)CC1,0.8947635306679372,373.8400000000001,2.777200000000001,61.88,4,1,4,26,2,0.2631578947368421,O=C(COc1ccccc1)NC(=O)N1CCN(c2ccccc2)CC1,0,True,1.8564504125405816,0,rulekit,23
CC(=O)CN(C(=O)C(N)CC1=CC=CC=C1)C(=O)C(C)(C)C,0.8946177607296215,1.5466999999999995,2.885265154896567,c1ccccc1,2.885265154896567,CC(=O)CN(C(=O)C(N)Cc1ccccc1)C(=O)C(C)(C)C,0.8946177607296215,304.39000000000004,1.5466999999999995,80.47,4,1,5,22,1,0.4705882352941176,c1ccccc1,0,True,2.885265154896567,0,rulekit,24
CC(C)(CN1C=NC=N1)OC(=O)NCC(F)(F)F,0.8925941377605456,1.3452,2.802926002914992,c1nc[nH]n1,2.802926002914992,CC(C)(Cn1cncn1)OC(=O)NCC(F)(F)F,0.8925941377605456,266.223,1.3452,69.03999999999999,5,1,4,18,1,0.6666666666666666,c1nc[nH]n1,0,True,2.802926002914992,0,rulekit,25
COC1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1,0.8903489423690992,3.992600000000002,1.3811412512168246,O=C(Nc1ccccc1)Nc1ccccc1,1.3811412512168246,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,0.8903489423690992,276.723,3.992600000000002,50.36,2,2,3,19,2,0.0714285714285714,O=C(Nc1ccccc1)Nc1ccccc1,0,True,1.3811412512168246,0,rulekit,26
CCN1C=NC(N)=C(C#N)C1C1=CC=C(Cl)C=C1,0.8882016527449322,2.4387800000000004,3.357006496911273,C1=CC(c2ccccc2)NC=N1,3.357006496911273,CCN1C=NC(N)=C(C#N)C1c1ccc(Cl)cc1,0.8882016527449322,260.728,2.4387800000000004,65.41,4,1,2,18,1,0.2307692307692307,C1=CC(c2ccccc2)NC=N1,0,True,3.357006496911273,0,rulekit,27
O=C(COCC1=CC=CC=C1)NCC1=CC=C(Cl)C=C1,0.886892576015488,3.173000000000002,1.5561168563993952,O=C(COCc1ccccc1)NCc1ccccc1,1.5561168563993952,O=C(COCc1ccccc1)NCc1ccc(Cl)cc1,0.886892576015488,289.762,3.173000000000002,38.33,2,1,6,20,2,0.1875,O=C(COCc1ccccc1)NCc1ccccc1,0,True,1.5561168563993952,0,rulekit,28
CSCC1=CC=C(CN2CCCNCC2)C=C1,0.882858640422035,2.3449,2.0005745818405565,c1ccc(CN2CCCNCC2)cc1,2.0005745818405565,CSCc1ccc(CN2CCCNCC2)cc1,0.882858640422035,250.41099999999997,2.3449,15.27,3,1,4,17,1,0.5714285714285714,c1ccc(CN2CCCNCC2)cc1,0,True,2.0005745818405565,0,rulekit,29
O=C(C1=CC=C(F)S1)N1CCC(F)(CO)CC1,0.881916751920575,1.8238000000000003,2.9699772201384285,O=C(c1cccs1)N1CCCCC1,2.9699772201384285,O=C(c1ccc(F)s1)N1CCC(F)(CO)CC1,0.881916751920575,261.29299999999995,1.8238000000000003,40.540000000000006,3,1,2,17,1,0.5454545454545454,O=C(c1cccs1)N1CCCCC1,0,True,2.9699772201384285,0,rulekit,30
CC(C)CC1=NC=C(C2=CC=C(NCN3CCCC3)C=C2)N1C,0.88161563991077,3.7508000000000026,2.5159166960507573,c1ncc(-c2ccc(NCN3CCCC3)cc2)[nH]1,2.5159166960507573,CC(C)Cc1ncc(-c2ccc(NCN3CCCC3)cc2)n1C,0.88161563991077,312.461,3.7508000000000026,33.09,4,1,6,23,2,0.5263157894736842,c1ncc(-c2ccc(NCN3CCCC3)cc2)[nH]1,0,True,2.5159166960507573,0,rulekit,31
CC(C)C(=O)NC(C)C(=O)NC1=CC=C(Cl)C=C1,0.881179081682441,2.4392,2.080509843065121,c1ccccc1,2.080509843065121,CC(C)C(=O)NC(C)C(=O)Nc1ccc(Cl)cc1,0.881179081682441,268.744,2.4392,58.2,2,2,4,18,1,0.3846153846153846,c1ccccc1,0,True,2.080509843065121,0,rulekit,32
CC(CN1CCC(C2=NC=NO2)CC1)NC(=O)NC1=CC=CC=C1,0.8802240983789498,2.4592,2.9479053254588266,O=C(NCCN1CCC(c2ncno2)CC1)Nc1ccccc1,2.9479053254588266,CC(CN1CCC(c2ncno2)CC1)NC(=O)Nc1ccccc1,0.8802240983789498,329.40400000000005,2.4592,83.29,5,2,5,24,2,0.4705882352941176,O=C(NCCN1CCC(c2ncno2)CC1)Nc1ccccc1,0,True,2.9479053254588266,0,rulekit,33
O=C(O)C1=CC=C(CN2C(=O)SC(CC3=CC=C(F)C=C3)C2=O)S1,0.8790369057418498,3.392100000000002,2.867656885242328,O=C1SC(Cc2ccccc2)C(=O)N1Cc1cccs1,2.867656885242328,O=C(O)c1ccc(CN2C(=O)SC(Cc3ccc(F)cc3)C2=O)s1,0.8790369057418498,365.407,3.392100000000002,74.68,5,1,5,24,2,0.1875,O=C1SC(Cc2ccccc2)C(=O)N1Cc1cccs1,0,True,2.867656885242328,0,rulekit,34
CC(=O)N(C)S(=O)(=O)CC1=CC=C(C(=O)NC2=NOC=C2)C=C1,0.8786944896239621,1.235,2.5449925202265824,O=C(Nc1ccon1)c1ccccc1,2.5449925202265824,CC(=O)N(C)S(=O)(=O)Cc1ccc(C(=O)Nc2ccon2)cc1,0.8786944896239621,337.357,1.235,109.58,6,1,5,23,2,0.2142857142857142,O=C(Nc1ccon1)c1ccccc1,0,True,2.5449925202265824,0,rulekit,35
O=C(O)C1CCCCC1C(=O)NCCC1=CC=C(Cl)C=C1,0.8786125102560445,2.8897000000000013,2.5821382390922505,O=C(NCCc1ccccc1)C1CCCCC1,2.5821382390922505,O=C(O)C1CCCCC1C(=O)NCCc1ccc(Cl)cc1,0.8786125102560445,309.793,2.8897000000000013,66.39999999999999,2,2,5,21,1,0.5,O=C(NCCc1ccccc1)C1CCCCC1,0,True,2.5821382390922505,0,rulekit,36
COCC=CC1=NNC2=C(N(C)C)C=CC=C12,0.8773552037892625,2.2885,2.983102158763634,c1ccc2[nH]ncc2c1,2.983102158763634,COCC=Cc1n[nH]c2c(N(C)C)cccc12,0.8773552037892625,231.299,2.2885,41.15,3,1,4,17,2,0.3076923076923077,c1ccc2[nH]ncc2c1,0,True,2.983102158763634,0,rulekit,37
CCN(CC)C(=O)C(C)(C)NC(=O)NC1=CC=C(F)C=C1,0.8768164956884136,2.5942000000000007,2.18417960944316,c1ccccc1,2.18417960944316,CCN(CC)C(=O)C(C)(C)NC(=O)Nc1ccc(F)cc1,0.8768164956884136,295.358,2.5942000000000007,61.440000000000005,2,2,5,21,1,0.4666666666666667,c1ccccc1,0,True,2.18417960944316,0,rulekit,38
CN(CC(O)C(O)CC(C)(C)C)C(=O)C1=CC=C(F)C=C1,0.8742640017882187,2.0556999999999994,3.0240361269670863,c1ccccc1,3.0240361269670863,CN(CC(O)C(O)CC(C)(C)C)C(=O)c1ccc(F)cc1,0.8742640017882187,297.37,2.0556999999999994,60.77,3,2,5,21,1,0.5625,c1ccccc1,0,True,3.0240361269670863,0,rulekit,39
CC(O)C1CCN(C(=O)CNC(=O)C2=CSC=C2)CC1,0.8738575147198339,1.0972999999999995,2.7799674926844222,O=C(NCC(=O)N1CCCCC1)c1ccsc1,2.7799674926844222,CC(O)C1CCN(C(=O)CNC(=O)c2ccsc2)CC1,0.8738575147198339,296.3920000000001,1.0972999999999995,69.64,4,2,4,20,1,0.5714285714285714,O=C(NCC(=O)N1CCCCC1)c1ccsc1,0,True,2.7799674926844222,0,rulekit,40
CS(=O)(=O)NC1=CC=C(C2CC(C3=CC=C4OCOC4=C3)=NN2)C=C1,0.873789968209878,2.2255000000000003,2.946344691711385,c1ccc(C2CC(c3ccc4c(c3)OCO4)=NN2)cc1,2.946344691711385,CS(=O)(=O)Nc1ccc(C2CC(c3ccc4c(c3)OCO4)=NN2)cc1,0.873789968209878,359.4070000000001,2.2255000000000003,89.02000000000001,6,2,4,25,2,0.2352941176470588,c1ccc(C2CC(c3ccc4c(c3)OCO4)=NN2)cc1,0,True,2.946344691711385,0,rulekit,41
CCN(CC)C(=O)N1CCN2C=C(C3(N4CCNCC4)CCCC3)N=C2C1,0.8736914273063752,1.8349999999999995,3.2590892754474883,c1c(C2(N3CCNCC3)CCCC2)nc2n1CCNC2,3.2590892754474883,CCN(CC)C(=O)N1CCn2cc(C3(N4CCNCC4)CCCC3)nc2C1,0.8736914273063752,374.5330000000003,1.8349999999999995,56.64000000000001,5,1,4,27,1,0.8,c1c(C2(N3CCNCC3)CCCC2)nc2n1CCNC2,0,True,3.2590892754474883,0,rulekit,42
CCNC(=O)C1=CC=C2C(=C1)CCN1C2=NSC1C1=CC=CC=C1,0.8732384732289514,3.401600000000003,3.125136094689597,c1ccc(C2SN=C3c4ccccc4CCN32)cc1,3.125136094689597,CCNC(=O)c1ccc2c(c1)CCN1C2=NSC1c1ccccc1,0.8732384732289514,337.448,3.401600000000003,44.7,4,1,3,24,2,0.2631578947368421,c1ccc(C2SN=C3c4ccccc4CCN32)cc1,0,True,3.125136094689597,0,rulekit,43
NC(CC1=CC=CC=C1)C(=O)N1CCN(C(=O)C2=CC=C(F)C(Cl)=C2)CC1,0.8723128912571111,2.3335,2.3716749841743834,O=C(CCc1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,2.3716749841743834,NC(Cc1ccccc1)C(=O)N1CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,0.8723128912571111,389.85800000000006,2.3335,66.64000000000001,3,1,4,27,2,0.3,O=C(CCc1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,0,True,2.3716749841743834,0,rulekit,44
C=C1CC(C)=NNC1=NCN1CCN(C2CCCCC2)CC1,0.8691815731299278,2.2181,3.401160857186756,C=C1CC=NNC1=NCN1CCN(C2CCCCC2)CC1,3.401160857186756,C=C1CC(C)=NNC1=NCN1CCN(C2CCCCC2)CC1,0.8691815731299278,303.4540000000001,2.2181,43.23,4,1,3,22,0,0.7647058823529411,C=C1CC=NNC1=NCN1CCN(C2CCCCC2)CC1,0,True,3.401160857186756,0,rulekit,45
O=C(O)C1=C(NC2CCOCC2)N2C=COC2=C1,0.8685547264212422,1.8214,3.182010396406116,c1cn2c(NC3CCOCC3)ccc2o1,3.182010396406116,O=C(O)c1cc2occn2c1NC1CCOCC1,0.8685547264212422,250.254,1.8214,76.11,5,2,3,18,2,0.4166666666666667,c1cn2c(NC3CCOCC3)ccc2o1,0,True,3.182010396406116,0,rulekit,46
NC1=CC=C(S(=O)(=O)NCC2CCCCC2)C=N1,0.8675599738317742,1.5223999999999993,2.1451737970326388,O=S(=O)(NCC1CCCCC1)c1cccnc1,2.1451737970326388,Nc1ccc(S(=O)(=O)NCC2CCCCC2)cn1,0.8675599738317742,269.36999999999995,1.5223999999999993,85.08,4,2,4,18,1,0.5833333333333334,O=S(=O)(NCC1CCCCC1)c1cccnc1,0,True,2.1451737970326388,0,rulekit,47
CC(=O)NCC1=CC=C(C(=O)C2=CC=CN=C2C)C=C1,0.865197597205412,2.2571200000000005,1.8529383228639664,O=C(c1ccccc1)c1cccnc1,1.8529383228639664,CC(=O)NCc1ccc(C(=O)c2cccnc2C)cc1,0.865197597205412,268.316,2.2571200000000005,59.06,3,1,4,20,2,0.1875,O=C(c1ccccc1)c1cccnc1,0,True,1.8529383228639664,0,rulekit,48
CC1=CC=C2C(=C1)OC(=O)C(C(N)=O)=C2N1CCCCCC1,0.8648045648468189,2.5807200000000003,2.3028747219510244,O=c1cc(N2CCCCCC2)c2ccccc2o1,2.3028747219510244,Cc1ccc2c(N3CCCCCC3)c(C(N)=O)c(=O)oc2c1,0.8648045648468189,300.3580000000001,2.5807200000000003,76.54,4,1,2,22,2,0.4117647058823529,O=c1cc(N2CCCCCC2)c2ccccc2o1,0,True,2.3028747219510244,0,rulekit,49
O=C(NCCC1=CC=CC=C1)NCC(=O)N1CCCCC1,0.8635230755125664,1.5407999999999995,1.7670020063085872,O=C(NCCc1ccccc1)NCC(=O)N1CCCCC1,1.7670020063085872,O=C(NCCc1ccccc1)NCC(=O)N1CCCCC1,0.8635230755125664,289.3790000000001,1.5407999999999995,61.440000000000005,2,2,5,21,1,0.5,O=C(NCCc1ccccc1)NCC(=O)N1CCCCC1,0,True,1.7670020063085872,0,rulekit,50
FC1=CC=CC(F)=C1C1=NC(N2CCC(N3CCCC3)CC2)=NO1,0.8630887737065108,3.0794000000000024,2.475618957836172,c1ccc(-c2nc(N3CCC(N4CCCC4)CC3)no2)cc1,2.475618957836172,Fc1cccc(F)c1-c1nc(N2CCC(N3CCCC3)CC2)no1,0.8630887737065108,334.3700000000001,3.0794000000000024,45.400000000000006,5,0,3,24,2,0.5294117647058824,c1ccc(-c2nc(N3CCC(N4CCCC4)CC3)no2)cc1,0,True,2.475618957836172,0,rulekit,51
O=[SH](=O)OC(C1=CC=C(Cl)C=C1)C1CCCCC1,0.8624414764691838,3.504400000000002,3.287202659807201,c1ccc(CC2CCCCC2)cc1,3.287202659807201,O=[SH](=O)OC(c1ccc(Cl)cc1)C1CCCCC1,0.8624414764691838,288.7960000000001,3.504400000000002,43.370000000000005,3,1,4,18,1,0.5384615384615384,c1ccc(CC2CCCCC2)cc1,0,True,3.287202659807201,0,rulekit,52
COCC1CNC2=CC(C(=O)OC(C)(C)C)=CC=C2O1,0.8613250734234222,2.4612000000000007,2.89964488029681,c1ccc2c(c1)NCCO2,2.89964488029681,COCC1CNc2cc(C(=O)OC(C)(C)C)ccc2O1,0.8613250734234222,279.336,2.4612000000000007,56.790000000000006,5,1,3,20,1,0.5333333333333333,c1ccc2c(c1)NCCO2,0,True,2.89964488029681,0,rulekit,53
CNCN1C(O)=NC2=C1C(=O)N(CC1=CC=C3OC(C)(C)CCC3=C1)CC2,0.8613051613282767,2.0677,3.2099907391659563,O=C1c2[nH]cnc2CCN1Cc1ccc2c(c1)CCCO2,3.2099907391659563,CNCn1c(O)nc2c1C(=O)N(Cc1ccc3c(c1)CCC(C)(C)O3)CC2,0.8613051613282767,370.45300000000026,2.0677,79.62,6,2,4,27,2,0.5,O=C1c2[nH]cnc2CCN1Cc1ccc2c(c1)CCCO2,0,True,3.2099907391659563,0,rulekit,54
CC(=O)NC1=CC=C(N2C=NC=C2C(C)=O)C(F)=C1,0.8610870102473198,2.1724,2.385405748258247,c1ccc(-n2ccnc2)cc1,2.385405748258247,CC(=O)Nc1ccc(-n2cncc2C(C)=O)c(F)c1,0.8610870102473198,261.256,2.1724,63.99,4,1,3,19,2,0.1538461538461538,c1ccc(-n2ccnc2)cc1,0,True,2.385405748258247,0,rulekit,55
CC1=C(C(=O)N(C)C)C(C2=CC=CO2)N(CC2=CC=C(F)C=C2)C1=O,0.8584230532779878,2.906900000000001,2.899899457597673,O=C1C=CC(c2ccco2)N1Cc1ccccc1,2.899899457597673,CC1=C(C(=O)N(C)C)C(c2ccco2)N(Cc2ccc(F)cc2)C1=O,0.8584230532779878,342.37000000000006,2.906900000000001,53.760000000000005,3,0,4,25,2,0.2631578947368421,O=C1C=CC(c2ccco2)N1Cc1ccccc1,0,True,2.899899457597673,0,rulekit,56
O=C1CN(C(=O)C2=CC=C(Cl)C=C2Br)CCN1,0.8564809219514005,1.6745000000000003,2.182039740596693,O=C1CN(C(=O)c2ccccc2)CCN1,2.182039740596693,O=C1CN(C(=O)c2ccc(Cl)cc2Br)CCN1,0.8564809219514005,317.57000000000005,1.6745000000000003,49.41,2,1,1,17,1,0.2727272727272727,O=C1CN(C(=O)c2ccccc2)CCN1,0,True,2.182039740596693,0,rulekit,57
CC1=C2OCOC2=CC(S(=O)(=O)C2=CC=C(Cl)C=C2)=C1,0.8544210090408261,3.209920000000001,2.167616894292536,O=S(=O)(c1ccccc1)c1ccc2c(c1)OCO2,2.167616894292536,Cc1cc(S(=O)(=O)c2ccc(Cl)cc2)cc2c1OCO2,0.8544210090408261,310.75800000000004,3.209920000000001,52.6,4,0,2,20,2,0.1428571428571428,O=S(=O)(c1ccccc1)c1ccc2c(c1)OCO2,0,True,2.167616894292536,0,rulekit,58
CC(=O)N1CC(C(=O)N(C)C)N(CC2=CC=CC=C2)C(=O)C2=CC(CN)=CC=C21,0.8535865753048302,1.6109999999999998,2.9394201078252,O=C1c2ccccc2NCCN1Cc1ccccc1,2.9394201078252,CC(=O)N1CC(C(=O)N(C)C)N(Cc2ccccc2)C(=O)c2cc(CN)ccc21,0.8535865753048302,394.4750000000002,1.6109999999999998,86.95,4,1,4,29,2,0.3181818181818182,O=C1c2ccccc2NCCN1Cc1ccccc1,0,True,2.9394201078252,0,rulekit,59
