smiles,mol_id
O=C(O)C1=CC(I)=CN1CCCOP(=O)(O)O,moler_89
NC1=C(C(O)=NC(CC2=CC=CC=C2)C(O)=NCC(N)O)C(=O)C2=CC(F)=CC=C2O1,moler_90
CC(=NNC1=CC=C2OCCOC2=C1)C1=CC=C(F)C(CN2CCN(C)CC2)=C1,moler_91
CC(C)OC(=O)C1=C(C2=CNC3=CC=CC=C32)SC=C1,moler_92
CN1CCN(C2=CC=C(C(=O)NC3=CC=C(Cl)C=C3)C=C2)CC1,moler_93
OC1=CC2=C(O)C3=C(C=C(C4=CC=C(O)C(O)=C4)S3)N=C2C(S)=N1,moler_94
CN(C)CCN1C=NC2=C(C=C(C3=CC=CC=C3)N2C2CCNC2)C1=O,moler_95
CCN(CCCl)C(=O)C(CCC(N)=O)NC(=O)C1=CSC(=O)N1CC1=CC=C(Cl)C=C1,moler_96
O=S(=O)(NC1=CC=C(NC=S)C(Br)=C1)C1=CC=C(Br)C=C1,moler_97
C1=CC(C2=CSC=N2)=CC=C1NC1=NCCCN1,moler_98
CC1=CC=C(N2CCC(C)(C)C2=O)C(C(N)=O)=C1,moler_99
CCN(CC(=O)O)C(=O)CCCCCCCN1C=NC(C2=CC=C(F)C(F)=C2)=C1C1=NC=C([N+](=O)[O-])O1,moler_100
FC1=CC=C(C2=CC(SCC=CC3=CC=C(Cl)C=C3)=CC(C3=CC=CC=C3)C2)C=C1,moler_101
O=C(O)C1=NOC(C2=C(CN3CCNCC3)C3=CCC=C=C3N2)=N1,moler_102
CC(C[N+](C)(C)C)=NNC(N)=S,moler_103
CCN(C(=O)C1=C(C)N(C2=CC=C(O)C(OC)=C2)C(=O)NC1=O)C(C)C1=CN(C2=CC=CC=N2)N=N1,moler_104
CNC(=O)C1=C2SC3=CC(Br)=CC=C3N2C(C2CCCCC2)=C1,moler_105
CCCOC1=CSC(C2=C(C3=CC=C(OCCF)C=C3)C(=O)NC2=O)=N1,moler_106
O=C(O)CCCCCCCCCCC(=O)N1CCOC2=CC(S(=O)(=O)O)=CC=C21,moler_107
CCN(CC(=O)NC1=CC=CC=C1)C(=O)C(C(C)C)C(O)C(=O)NCC1CCCO1,moler_108
CCN(CC)CCC1=CC=C2SC(COCCOCCN(C)S(=O)(=O)C3=CC=C(N)C=C3)=CC2=C1,moler_109
O=C1N=C2C=C=C3C(=CC2=C=C1Cl)N=C(NCC1=CC=CC=C1)N=C3NNC1=CC=CC=C1,moler_110
COC(=O)C1=CC2=CC=C(O)C=C2O1,moler_111
O=C(O)C1=CC=CC=C1C1=CC=C(C2=NC3=CC(C4=CC=CC=C4)=C(C4=CC=CC=C4)C=C3O2)C=C1,moler_112
CC1CC(NS(=O)(=O)C2=CC=CC=C2)CC(C)(C)O1,moler_113
CN(C)C1CCC(NC(=O)C2=CN(C3=CC=C(Cl)C(S(=O)(=O)NC4=CC=NC(C(=O)NCC5CCCCC5)=C4)=C3)N=C2)CC1,moler_114
O=S(=O)(NNC1=NC2=CC=CN=C2N2C=NC(S)=C12)C1=CC=C(F)C=C1,moler_115
CC(=O)C1=CC=C(OCCCNC(=O)C2=CN=CN(CC3=CC=CS3)C2=O)C=C1,moler_116
CCCN(CCCN(C)CC1=CC=CS1)CCC1=CC=C(C2=CC=CC=C2)C=C1,moler_117
CC(=CCN1C(=O)C2=CC=CC=C2C1=O)CC=C1CCNC1,moler_118
COC1=CC=C(NC(=O)COC(=O)C2=CC=C3C(=C2)CCC2=C(C(N)=O)N=CN32)C(C)=C1,moler_119
CSC1=CC=C(OCCCSCC2=CC=C([N+](=O)[O-])C=C2)C=C1,moler_120
CC(C)(C)OC(=O)C=CC1=CC=CC=C1,moler_121
NCCNC(=S)N1CCC2=CC=CC=C2CC1,moler_122
CC1=CC=CC=C1NC(=O)C1=CC=C(C2=NC3=CC=CC=C3O2)C=C1,moler_123
CC1=CC=CN=C1NCCCC(=O)NCC(=O)NC1=CC=C(C#N)C=C1,moler_124
COC1=C(F)C(Cl)=CC=C1C1=CC=C(C2=CC=C(C=C3SC(=O)N(CCO)C3=O)C=C2)O1,moler_125
COC(=O)NC1=NC(OC2=CN=CC(Cl)=C2)=CC(N2CCCC2)=N1,moler_126
COC1=CC(Cl)=CC=C1OCC1=CN(NC2=CC(N(C)C)=NN2)N=N1,moler_127
CC(C)N(C(=O)C(C)(CC(O)C(CC1=CC=CC=C1)NC(=O)OCC1=CC=C(F)C=C1F)C(C)C)C(C)CN1C=CC=N1,moler_128
CN(N)C(=O)OC(C)(C)C,moler_129
CCCC(=O)NCCC1=CC=CC=C1,moler_130
N=C(O)C1=CC=C2OC(=O)NC2=CC=C=C2C(=C1)NC1=CC=CC=C1C2=CC1=C(N)NNC1=O,moler_131
CCCCN(CCCC)CCCCCCCCC1=CC=C2N=C(C3=CC=C(F)C=C3)C(=NS(N)(=O)=O)OC2=C1,moler_132
O=C(CCC1CCCCC1)NC1=NC2=C(S1)C(=O)N(C1=CC=CC=C1)C=C2C(=O)NC1=CC=CC=C1,moler_133
CN(C)S(=O)(=O)CCCN1CCC(C2=CC=C(C3=NC(CC(=O)N4CCCCC4)=NO3)C=C2)CC1,moler_134
NC1=NN(CC2=CC=C(F)C=C2)C(N)=C1CC(=O)NC1CNCC1N,moler_135
O=C1CC([N+](=O)[O-])C(C2=CC=C(Cl)C=C2)N1,moler_136
C1=CC=C(NC2=CC=C3C(=C2)CCC2=C(C4=CC=CC=C4)NN=C32)C=C1,moler_137
CSC1=CC=C(NN=CC2=CC=CC=C2F)C=C1,moler_138
C=C1C=C2C=C(C(=O)N(C3=CC=CC=C3)C1=O)C1=CC=C=C2S1,moler_139
CC(C)(C)OC1=NN=C(C(N)=O)N1CC1=CNC2=CC=C(F)C=C12,moler_140
O=C(NCC1=CC=C(Cl)C=C1Cl)C1=C(C2=CC=C(Cl)C=C2)CCS1,moler_141
O=C(NCC1=CC=NC=C1)C1=CC=C(NCN2CCN(C3CCOC3)CC2)C=C1,moler_142
CCCCCN1CC(F)(F)NC1=NCCCCC(C)(C)C,moler_143
CN=C(NCC1=CC=CC=N1)NCC(C)C,moler_144
O=[N+]([O-])C1=C(O)C=C(O)C(NN2CCN(C3=CC=CC=C3O)CC2)=C1,moler_145
COC1=CC=C(C(=O)N2CCC(C(C3=CC=CC=C3)C3=CC(C(=O)O)=C(C)S3)CC2)C=C1OC,moler_146
CCOC(=O)C1=CC=C2NC(NC3=CC=C(F)C=C3F)=NC2=C1,moler_147
CCN(CC)C(=O)CCC(=O)OCCC1CN(C2=CC=C(F)C=C2)CCN(C2=CC=C(Cl)C=C2)C1,moler_148
CN(CC(=O)N1CCN(CC2=CC=C(C3=CC=C(Cl)C=C3)O2)C(=O)C2=CC=CC=C21)C(=O)CN1CCC(NC#N)CC1,moler_149
CC1=CN(CC2=CC=C(Br)C=C2)C(=O)NC1=O,moler_150
CCCN1C2=CC=C(NC(=O)NC3=CC=CC=C3)C=C2N=C1NC(=O)CN(CCN)S(C)(=O)=O,moler_151
CCCCC(=O)NC(CC1=CC=CC=C1)C(N)=O,moler_152
CC1=CC(Cl)=CC=C1OCC1=CSC(CNC(=O)C2CCC(O)CC2)=N1,moler_153
CC(C)CCN1CCN(CCCCCNC(=O)C2=CN3C=CC=C(O)C3=N2)CC1,moler_154
CCN(CC)C(=O)COC(=O)C1=C(C2=CC=C(O)C=C2)C(SSC2=CC=C(Cl)C(Cl)=C2)=NN1,moler_155
CN1C=CC(C2=NC3=CC=CC=C3N2CC2=CC=C(CNC3CCC(CCC(=O)O)CC3)C=C2)=C1,moler_156
O=C(CCNC(=O)C1=CC=CC2=C1SC1=CC=CC=C12)NCCCNC(S)=NC1=CC=C(N2CCNCC2)C=C1,moler_157
CCCCCCCCCCCCCC(=O)N1CCC2=C(C1)C(=O)CN2C1=CC=CC=C1,moler_158
FC(F)(F)CN(CCCl)CC1=CC(C2=CC=CC=N2)=CN=C1,moler_159
O=C1SC(=CC2=CC=C(Cl)C=C2)C(=O)N1CCCCCCC1=CNC2=CC=CC=C12,moler_160
BrC1=CC=C(C=CC2=NN=NN2)C=C1,moler_161
CC(=O)NC1=CC=C2SCCN(CC3=CC=C(C4=CC=CC=C4)C=C3)C(=O)C2=C1,moler_162
COC1=CC=C(N=C(N)N)C(C(C)=O)=C1,moler_163
C1=NC2=CC(CCN3CCC4(CCCC4)CC3)=CC=C2N1,moler_164
O=C(NCC(O)CN1CCC2=CC(O)=CC=C2S1(=O)=O)C1=CC=C(O)C=C1,moler_165
CN1CCN2C=C(F)C=C2C1=O,moler_166
CCOCN1CCC(N2CCN(C3=CC=C(NC(=O)C(C)(C)C(=O)N(CC)CC)C=C3N=C(O)C3=CC=CO3)CC2)C1,moler_167
CCC(CC1CCCC1)C(=O)NC(CC1=CC=CS1)C(=O)NC1CCC(C(=O)OC)CC1,moler_168
S=C(NC1=C(CSC2=CC=CC=C2)C2=CC=CC=C2C=C1)C1=CC=CS1,moler_169
COC1=CC=C(SC2=CC=C(C(=O)CSCC3=CC=C(C)C=C3)C=C2)C=C1,moler_170
CC=CC=C=C1C(=CC(=CC2=CC=CC=C2)C(=O)NC2=CC=CC=C2)C(=O)N(CCCCCC)C2=C1CNCC2,moler_171
O=C(CO)NC1=CC=C(NC(=O)C2=CC=C3OC4=CC=C(C(=O)OCCCC(=O)OC5=CC=C(Cl)C=C5)C=C4CCC3=C=C2C2=CC=CC=C2)C=C1,moler_172
O=C(NC1=CC=C(Cl)C(N2CCC(C3=CC4=CC=CC=C4N3)CC2)=C1)C1=CC=C(Cl)C=C1,moler_173
CSC1=CC=CC=C1C(=O)NC1=CC=C(Cl)C=C1Cl,moler_174
CC1=C(C)N(C)C(C)=C1C1=CC=C(S(=O)(=O)N2CCCCC2)C(Cl)=N1,moler_175
COC1=CC=C2NC(C3=NC=CS3)=C(CCCCCCCCC(F)(F)F)C2=C1,moler_176
COC1=CC=C(CCC2=CC=C([SH](=O)=O)C=C2)C=C1,moler_177
CC1=C(N=NN(N)C2=CC=CC=C2)SC(NC(=O)CN2CCNCC2)=N1,moler_178
CCCC1CCN(CCCCOCC2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)CC1,moler_179
O=C1NS(=O)(=O)C=C1C=C1C(=O)N(CCC2=CNC3=CC=CC=C23)C2=C(CCCC2)C1=C=CC1CCC1,moler_180
CC1=CC=C(C(C2=NN=NN2CC2=CC=CC=C2)N2CCCC2)C=C1,moler_181
FC1=CC=C2OC=C(C3=CC=C4C(=C3)NC3=C4CCNC3)C2=C1,moler_182
CCC(CC)C(=O)N(CC)CC(=O)NCC(=O)N1CCC(C(=O)NC)CC1,moler_183
NC(=O)C1(SC2=CC=C(CCCCC(=O)O)C=C2)CCCC1,moler_184
O=S(=O)(NCC(O)C1=CC=CC=C1)C1=CC=C(S(=O)(=O)C2CCOC2)C=C1,moler_185
COC1=CC2=C(C=C1O)NC(N1C(=O)CCC1CC(=O)NCCN1CCOCC1)=NC2=O,moler_186
CC(=O)C1=CC=C2OC(=O)CCC2=C1,moler_187
CN(C)C(=O)C(C#N)=C(N)SC1=CC=C(F)C=C1,moler_188
CC1=C(N)SC(C(=O)NCC2=CC=C3OCCOC3=C2)=N1,moler_189
CCN1C(=O)C2=CC3=CC=CC=C3C3=C=C2C(CC(=O)NC2=CC=C(C(C)=O)C=C2)=C1C3=O,moler_190
ONC1=NC(C2=C(O)CCN3CSCCC23)=CS1,moler_191
CNC1=CC(C2=NC(C3=CC=C(F)C=C3)=NO2)=CC=C1,moler_192
O=C(CCC1=CC=CN1)N(CC1CCNCC1)C1=CC=C(F)C=C1,moler_193
CC(NC(=O)OC(C)(C)C)C(=O)NC(CC1=CC=CC(F)=C1)C(O)C=CC=CC(=O)NC1C2=CC=CC=C2CCC1N,moler_194
N=C(N=P(O)=S)NC1CC(C=CC(O)CCCCCCCCCCCCCCCCCC(=O)O)OC1=O,moler_195
COC(=O)N1C2=C=CC=CC=C2C2=CC(OC3=CC=CC=C3CCN(C)CCO)=CC=C21,moler_196
C=CCN1C(C2=CC=C(C(C)=O)C=C2)=NC2=C1CCN(C1=CC=CC=C1C(=O)N(CC)CC)C2=O,moler_197
O=C(CCCCO[N+](=O)[O-])NC(CC1=CC=C([N+](=O)[O-])C=C1)C(=O)O,moler_198
CSC1=CC=C(OCC(=O)NN=CC2=C(N3CCOCC3)NC3=CC=CC=C32)C=C1,moler_199
CCN(CC)C(=O)C1=CC=CC=C1N1CCC2=C(C1)N=C(C1=CC=CO1)O2,moler_200
O=[N+]([O-])C1=CC=C(CCCNC2=CC=CN=N2)C=C1,moler_201
CC(C)(C)C1=CN2C(=NC(C3=CC=C(F)C=C3)=C2NC(=O)C2CCCCN2)C=C1,moler_202
CCNC1=NC(O)=NC(CN(CC2=CC=CC=C2)C(=O)C=CC2=CC=C(C(=O)OCC)C=C2)=N1,moler_203
O=C(C1=CC=C(C2=NOC(C3CCNC3)=N2)C=C1)N1CCC(NC2=CC=NC3=CC=CC=C32)CC1,moler_204
COC1=C(OC)C(=O)N(C)N=C1,moler_205
O=C(NCCSC1=NOC(N=C(O)C2=CC=CC=C2)=C1)C1CCCN1CC1=CC=C(Cl)C(Cl)=C1,moler_206
CCCCSC1=CC(C(=O)OC)=CC=C1NC(C)=O,moler_207
CC1CCN(C2=C3C=C(OCC4=NC=CN=C4)C=CC3=NC(C3=CC(Cl)=C4NC=C(Cl)C4=C3)=N2)CC1,moler_208
CCN1N=C(C2=CC=C(COCCN3CCCC3)C=C2)C(C2=CC=NC=N2)=C1C,moler_209
CN1C2=CC=CC=C2N=C1C1=CC=C(CCNC(=S)C2=CC=C(Cl)C=C2)C=C1,moler_210
CC1=CC=C(C(=O)NCC2CC2)C=C1,moler_211
CCC(CC1=CC=CC=C1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)(C)C)C(C)C,moler_212
CCN(CCCN)C(=O)C(C)C(=O)NC(C1=CC=C(F)C=C1)C1=CC=C(Cl)C=C1,moler_213
CC(C)(C)OC(=O)N1CCC(C2=NC=NC3=CC=C(C(F)(F)F)C=C32)CC1,moler_214
CN1C(=O)C(NC(=O)C2=CC=C(F)C=C2F)=CN=C1C1=CC=C2CCCC2=C1,moler_215
CC(C)(C)C(=O)OC(C)(C)C(=O)NC1=CC=C(OCCOC2=CC=NC=C2)C=C1,moler_216
CC(NC(=O)CN1CCN(C2=NC=NC=C2)CC1)C1=CC=C(Cl)C(C(F)(F)F)=C1,moler_217
O=S(=O)(O)OC1C=CC2=CC=CC=C2C1O,moler_218
CC(=O)N=CSCC1CCCN1,moler_219
N=C(NCC1=CC=C(Cl)C=C1)NC1=CC=C2OCCCCC2=C1,moler_220
O=C(NCCN(CC1=CC=CS1)C1=CC=CC=C1)C1=CC=CS1,moler_221
N#CC1=CC=CC=C1C1=CC=C(C2=NC(C3=CC=CC=N3)=NO2)C=C1,moler_222
COC1=C(OCCNS(=O)(=O)C2=CC(F)=C(F)C(F)=C2)C=C2CN(C3=NCCN3)CCC2=C1,moler_223
CN1C(=O)C2=CC=CC=C2N=C1C(=O)C=CC1=CC=C2N=CC=CC2=C1,moler_224
O=C(COC1=CC=CC=C1OCC1=CC2=CC=CC=C2NC1=O)NC1=CC=C(F)C=C1F,moler_225
CCNCC1=CC=C(S(=O)(=O)C2=CC=C(N3C(=O)CSC3C3=CC=C(F)C(S(=O)(=O)C4=CC=CO4)=C3)C=C2)C=C1,moler_226
COC1=CC=C(C2=C(C3=NC=CS3)C(C3=CC=NC=C3)=NN2)C=C1,moler_227
CN(CC(=O)OCC1=CC=CO1)SC1=CC=C([N+](=O)[O-])C=C1,moler_228
N=C(NCCOC1=CC=C(C(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1)NOC(F)F,moler_229
CC1=CC=C(CC(=O)NCCC2=CC=CC(OC3=CC=C(F)C=C3CO)=N2)C=C1F,moler_230
O=C(COC1=CC=C(F)C=C1)NC1=CC=C(C2=CC=CC=C2)N=N1,moler_231
COC1=CC=C(SCC(=O)OC(C)C(=O)OCCCCCCCCC(=O)O)C=C1,moler_232
C=CCC1=CC=C(C(CC(N)=O)=C(C)C2=CC=CC=C2)C=C1,moler_233
S=C(SCC1=CC=CC=C1)C1=CC=CC=C1,moler_234
CNCC1CCC(CCOCC2=NNN=N2)CC1,moler_235
CC(C)N(CC(O)C(CC1=CC=CC(Cl)=C1)NC(=O)C=CC1=CC=C(O)C(O)=C1)C(C)CN,moler_236
C=C=C1NC2=NC=C(C(=O)N(CC)CCC(C)C)C(=O)N2C1=CC1=C(N)SNC1=O,moler_237
CN(CC1=CC=CC=C1)C(=O)C=CC1=CC=C(N)C=C1,moler_238
CCCC1=CC=C(CN2CCN(CCN(C)C)C3=CC=C(Cl)C=C3C2=O)C=C1,moler_239
O=C(NCC1=CC=C(Cl)C(C2=NC3=CC=CC=C3N2)=C1)C1CCCCC1,moler_240
CCN(CCCl)C(=O)CCCCNS(=O)(=O)C1=CC=C(C2=CSC(CC(=O)NC(C)C3=CC=C(Cl)C=C3)=N2)C=C1,moler_241
CC1CCN(CCN2C(=O)C3=CC=CC=C3N(C(=O)NCC3CCCO3)C2=O)CC1,moler_242
CC1=C(CCCCCCCC2=CCCCC2)C(=O)N(C)C1=O,moler_243
NC(CC1=CC=C(OC2=CC=CN=C2)C=C1)C(=O)NC1=CC=C(OC2CCNC2)C=C1,moler_244
CC(=O)OC1CCC(C)(C(=O)N(C(C)C)C(C)C)C2CCC3=CC(NS(=O)(=O)NC4=CC=NC5=CC=CC=C54)=C(Cl)C=C3C12C,moler_245
O=C(O)CC1=CC=C(COC2=CC=CC=C2OC(=O)CO)C=C1,moler_246
CC(=O)NCC1CCN(C(=O)OCC(=O)NCC(=O)NC2=CC3=NC(C4=CC=CC=N4)=CN3C=C2)CC1,moler_247
CN(C)C1=CC(CN2C(=O)CN(CC3=CC=C(Cl)C=C3)C(=O)C3=CC(Cl)=CC=C32)=CC=C1OCC1=CC=CS1,moler_248
O=C(CN1CCCCC1C1=CC=CO1)NNC(=O)C1=CC=CC([N+](=O)[O-])=C1,moler_249
