smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa,lipinski_violations_calc,baseline,rank_qed
Cc1cc(C)c(N2CC(NC(=O)c3cccs3)C2)s1,,0.942794285319223,3.045040000000001,2.677328188807536,0.0,O=C(NC1CN(c2cccs2)C1)c1cccs1,2.677328188807536,Cc1cc(C)c(N2CC(NC(=O)c3cccs3)C2)s1,0.942794285319223,292.42900000000003,3.045040000000001,32.34,4.0,1.0,3.0,19.0,2.0,0.3571428571428571,O=C(NC1CN(c2cccs2)C1)c1cccs1,0,True,2.677328188807536,0,qed,11
Cc1cc2ccccc2nc1C(=O)NC[C@@H]1CCCCO1,,0.9425923960925224,2.8421200000000013,2.556807725399448,0.0,O=C(NC[C@@H]1CCCCO1)c1ccc2ccccc2n1,2.556807725399448,Cc1cc2ccccc2nc1C(=O)NC[C@@H]1CCCCO1,0.9425923960925224,284.359,2.8421200000000013,51.22,3.0,1.0,3.0,21.0,2.0,0.4117647058823529,O=C(NC[C@@H]1CCCCO1)c1ccc2ccccc2n1,0,True,2.556807725399448,0,qed,12
Cc1cccc(NC(=O)c2csc(C3CCOCC3)n2)c1,,0.9422185469292512,3.5978200000000022,2.164690783105563,0.0,O=C(Nc1ccccc1)c1csc(C2CCOCC2)n1,2.164690783105563,Cc1cccc(NC(=O)c2csc(C3CCOCC3)n2)c1,0.9422185469292512,302.39900000000006,3.5978200000000022,51.22,4.0,1.0,3.0,21.0,2.0,0.375,O=C(Nc1ccccc1)c1csc(C2CCOCC2)n1,0,True,2.164690783105563,0,qed,13
Cc1ccc(-c2cc(C(=O)NC3CCOCC3)co2)cc1,,0.9420739081697986,3.163820000000002,2.2338194085784497,0.0,O=C(NC1CCOCC1)c1coc(-c2ccccc2)c1,2.2338194085784497,Cc1ccc(-c2cc(C(=O)NC3CCOCC3)co2)cc1,0.9420739081697986,285.343,3.163820000000002,51.47,3.0,1.0,3.0,21.0,2.0,0.3529411764705882,O=C(NC1CCOCC1)c1coc(-c2ccccc2)c1,0,True,2.2338194085784497,0,qed,14
Cc1cc(-n2cncn2)ccc1NC(=O)C1CCCCC1,,0.941804700764834,3.094520000000001,2.038929118540618,0.0,O=C(Nc1ccc(-n2cncn2)cc1)C1CCCCC1,2.038929118540618,Cc1cc(-n2cncn2)ccc1NC(=O)C1CCCCC1,0.941804700764834,284.3630000000001,3.094520000000001,59.81,4.0,1.0,3.0,21.0,2.0,0.4375,O=C(Nc1ccc(-n2cncn2)cc1)C1CCCCC1,0,True,2.038929118540618,0,qed,15
Cc1ccc(C(=O)NC2CCN(c3ccccc3)CC2)s1,,0.9412989802319616,3.455320000000002,1.905542989915146,0.0,O=C(NC1CCN(c2ccccc2)CC1)c1cccs1,1.905542989915146,Cc1ccc(C(=O)NC2CCN(c3ccccc3)CC2)s1,0.9412989802319616,300.427,3.455320000000002,32.34,3.0,1.0,3.0,21.0,2.0,0.3529411764705882,O=C(NC1CCN(c2ccccc2)CC1)c1cccs1,0,True,1.905542989915146,0,qed,16
Cc1cccc(-c2nc(C(=O)NC3CCCCC3)no2)c1,,0.9404818479139794,3.107520000000002,2.1402194085784494,0.0,O=C(NC1CCCCC1)c1noc(-c2ccccc2)n1,2.1402194085784494,Cc1cccc(-c2nc(C(=O)NC3CCCCC3)no2)c1,0.9404818479139794,285.347,3.107520000000002,68.02000000000001,4.0,1.0,3.0,21.0,2.0,0.4375,O=C(NC1CCCCC1)c1noc(-c2ccccc2)n1,0,True,2.1402194085784494,0,qed,17
Cc1ccccc1N1CC[C@H](NC(=O)c2ccc(Cl)cc2)C1=O,,0.9403825664050196,3.183720000000001,2.337943198922778,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1=O)c1ccccc1,2.337943198922778,Cc1ccccc1N1CC[C@H](NC(=O)c2ccc(Cl)cc2)C1=O,0.9403825664050196,328.79900000000004,3.183720000000001,49.41,2.0,1.0,3.0,23.0,2.0,0.2222222222222222,O=C(N[C@H]1CCN(c2ccccc2)C1=O)c1ccccc1,0,True,2.337943198922778,0,qed,18
Cc1ccc(C(=O)NC2(C)CCN(C(=O)c3ccccn3)C2)o1,,0.9403741369855072,2.01762,2.9938014237748494,0.0,O=C(NC1CCN(C(=O)c2ccccn2)C1)c1ccco1,2.9938014237748494,Cc1ccc(C(=O)NC2(C)CCN(C(=O)c3ccccn3)C2)o1,0.9403741369855072,313.357,2.01762,75.44,4.0,1.0,3.0,23.0,2.0,0.3529411764705882,O=C(NC1CCN(C(=O)c2ccccn2)C1)c1ccco1,0,True,2.9938014237748494,0,qed,19
Cc1occc1C(=O)N1CCC(C)(NC(=O)c2cscn2)C1,,0.9396004668930208,2.07912,3.362495410736388,0.0,O=C(NC1CCN(C(=O)c2ccoc2)C1)c1cscn1,3.362495410736388,Cc1occc1C(=O)N1CCC(C)(NC(=O)c2cscn2)C1,0.9396004668930208,319.386,2.07912,75.44,5.0,1.0,3.0,22.0,2.0,0.4,O=C(NC1CCN(C(=O)c2ccoc2)C1)c1cscn1,0,True,3.362495410736388,0,qed,20
Cc1ccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)cn1,,0.9393483798053032,2.398720000000001,2.301577712789106,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1)c1cccnc1,2.301577712789106,Cc1ccc(C(=O)N[C@H]2CCN(c3ccccc3)C2)cn1,0.9393483798053032,281.359,2.398720000000001,45.23,3.0,1.0,3.0,21.0,2.0,0.2941176470588235,O=C(N[C@H]1CCN(c2ccccc2)C1)c1cccnc1,0,True,2.301577712789106,0,qed,21
Cc1ccc(C(=O)NCc2ccc(Cl)c(Cl)c2)cn1,,0.9392060624513608,3.626820000000002,1.763886969649338,0.0,O=C(NCc1ccccc1)c1cccnc1,1.763886969649338,Cc1ccc(C(=O)NCc2ccc(Cl)c(Cl)c2)cn1,0.9392060624513608,295.16900000000004,3.626820000000002,41.99,2.0,1.0,3.0,19.0,2.0,0.1428571428571428,O=C(NCc1ccccc1)c1cccnc1,0,True,1.763886969649338,0,qed,22
Cc1ccc2cc(C(=O)NCC3CCOCC3)ccc2c1,,0.9382541818460974,3.3046200000000017,1.9325452597764323,0.0,O=C(NCC1CCOCC1)c1ccc2ccccc2c1,1.9325452597764323,Cc1ccc2cc(C(=O)NCC3CCOCC3)ccc2c1,0.9382541818460974,283.371,3.3046200000000017,38.33,2.0,1.0,3.0,21.0,2.0,0.3888888888888889,O=C(NCC1CCOCC1)c1ccc2ccccc2c1,0,True,1.9325452597764323,0,qed,23
Cc1ccc([C@@H](C)NC(=O)c2ccc(N3CCOCC3)cc2)cc1,,0.9378594643433692,3.3226200000000023,2.193194737785632,0.0,O=C(NCc1ccccc1)c1ccc(N2CCOCC2)cc1,2.193194737785632,Cc1ccc([C@@H](C)NC(=O)c2ccc(N3CCOCC3)cc2)cc1,0.9378594643433692,324.4240000000001,3.3226200000000023,41.57000000000001,3.0,1.0,4.0,24.0,2.0,0.35,O=C(NCc1ccccc1)c1ccc(N2CCOCC2)cc1,0,True,2.193194737785632,0,qed,24
Cc1cccc(C(=O)Nc2nc(C3CCCCC3)no2)n1,,0.9373507356116688,3.0730200000000014,2.4156012496881587,0.0,O=C(Nc1nc(C2CCCCC2)no1)c1ccccn1,2.4156012496881587,Cc1cccc(C(=O)Nc2nc(C3CCCCC3)no2)n1,0.9373507356116688,286.335,3.0730200000000014,80.91000000000001,5.0,1.0,3.0,21.0,2.0,0.4666666666666667,O=C(Nc1nc(C2CCCCC2)no1)c1ccccn1,0,True,2.4156012496881587,0,qed,25
Cc1ccccc1C(=O)N[C@H]1CCN(c2ccccc2)C1,,0.937083097849924,3.0037200000000013,2.1150768300652736,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccc1,2.1150768300652736,Cc1ccccc1C(=O)N[C@H]1CCN(c2ccccc2)C1,0.937083097849924,280.37100000000004,3.0037200000000013,32.34,2.0,1.0,3.0,21.0,2.0,0.2777777777777778,O=C(N[C@H]1CCN(c2ccccc2)C1)c1ccccc1,0,True,2.1150768300652736,0,qed,26
Cc1cccc(C(=O)NC2CCN(c3ccccc3)C2)c1,,0.937083097849924,3.0037200000000013,2.120540386181288,0.0,O=C(NC1CCN(c2ccccc2)C1)c1ccccc1,2.120540386181288,Cc1cccc(C(=O)NC2CCN(c3ccccc3)C2)c1,0.937083097849924,280.37100000000004,3.0037200000000013,32.34,2.0,1.0,3.0,21.0,2.0,0.2777777777777778,O=C(NC1CCN(c2ccccc2)C1)c1ccccc1,0,True,2.120540386181288,0,qed,27
CC(C)c1noc(C2CCN(C(=O)NCc3ccccc3)CC2)n1,,0.9347090974511826,3.2822000000000022,2.182756549809417,0.0,O=C(NCc1ccccc1)N1CCC(c2ncno2)CC1,2.182756549809417,CC(C)c1noc(C2CCN(C(=O)NCc3ccccc3)CC2)n1,0.9347090974511826,328.41600000000005,3.2822000000000022,71.26,4.0,1.0,4.0,24.0,2.0,0.5,O=C(NCc1ccccc1)N1CCC(c2ncno2)CC1,0,True,2.182756549809417,0,qed,28
Cc1nc(CNC(=O)[C@@H](C)c2ccc(F)cc2)cs1,,0.9337831174650048,3.0105200000000014,2.5031459186528746,0.0,O=C(Cc1ccccc1)NCc1cscn1,2.5031459186528746,Cc1nc(CNC(=O)[C@@H](C)c2ccc(F)cc2)cs1,0.9337831174650048,278.352,3.0105200000000014,41.99,3.0,1.0,4.0,19.0,2.0,0.2857142857142857,O=C(Cc1ccccc1)NCc1cscn1,0,True,2.5031459186528746,0,qed,29
CCc1ccccc1C(=O)NC1CN(C(=O)OC(C)(C)C)C1,,0.9335277597152696,2.5981000000000005,2.046973422375805,0.0,O=C(NC1CNC1)c1ccccc1,2.046973422375805,CCc1ccccc1C(=O)NC1CN(C(=O)OC(C)(C)C)C1,0.9335277597152696,304.39000000000004,2.5981000000000005,58.64,3.0,1.0,3.0,22.0,1.0,0.5294117647058824,O=C(NC1CNC1)c1ccccc1,0,True,2.046973422375805,0,qed,30
CCc1ccc(C(=O)NC2CN(C(=O)OC(C)(C)C)C2)s1,,0.9335019336331728,2.659600000000001,2.294197191860741,0.0,O=C(NC1CNC1)c1cccs1,2.294197191860741,CCc1ccc(C(=O)NC2CN(C(=O)OC(C)(C)C)C2)s1,0.9335019336331728,310.41900000000004,2.659600000000001,58.64,4.0,1.0,3.0,21.0,1.0,0.6,O=C(NC1CNC1)c1cccs1,0,True,2.294197191860741,0,qed,31
CC1CC(CNC(=O)c2csc(-c3ccccc3)n2)C1,,0.9330036423740664,3.586000000000002,2.06887369012828,0.0,O=C(NCC1CCC1)c1csc(-c2ccccc2)n1,2.06887369012828,CC1CC(CNC(=O)c2csc(-c3ccccc3)n2)C1,0.9330036423740664,286.4000000000001,3.586000000000002,41.99,3.0,1.0,4.0,20.0,2.0,0.375,O=C(NCC1CCC1)c1csc(-c2ccccc2)n1,0,True,2.06887369012828,0,qed,32
Cc1ccccc1C(=O)NC1CCN(C(=O)c2ccc(F)cc2)CC1,,0.932936949125539,3.168720000000002,1.7481472275092536,0.0,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,1.7481472275092536,Cc1ccccc1C(=O)NC1CCN(C(=O)c2ccc(F)cc2)CC1,0.932936949125539,340.3980000000001,3.168720000000002,49.41,2.0,1.0,3.0,25.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,1.7481472275092536,0,qed,33
CC(C)C(=O)N1CCC(C)(NC(=O)c2ccc(F)cc2)CC1,,0.9329186360990974,2.592600000000001,2.2159456648790634,0.0,O=C(NC1CCNCC1)c1ccccc1,2.2159456648790634,CC(C)C(=O)N1CCC(C)(NC(=O)c2ccc(F)cc2)CC1,0.9329186360990974,306.3810000000001,2.592600000000001,49.41,2.0,1.0,3.0,22.0,1.0,0.5294117647058824,O=C(NC1CCNCC1)c1ccccc1,0,True,2.2159456648790634,0,qed,34
Cc1ccc(C(=O)N2CCC[C@H](CNC(=O)c3ccccc3)C2)cn1,,0.9328755613506542,2.672220000000001,2.3622908455575384,0.0,O=C(NC[C@H]1CCCN(C(=O)c2cccnc2)C1)c1ccccc1,2.3622908455575384,Cc1ccc(C(=O)N2CCC[C@H](CNC(=O)c3ccccc3)C2)cn1,0.9328755613506542,337.42300000000006,2.672220000000001,62.3,3.0,1.0,4.0,25.0,2.0,0.35,O=C(NC[C@H]1CCCN(C(=O)c2cccnc2)C1)c1ccccc1,0,True,2.3622908455575384,0,qed,35
Cc1ccccc1C(=O)N1CCC[C@H](CNC(=O)c2ccncc2)C1,,0.9328755613506542,2.672220000000001,2.4012312301729235,0.0,O=C(NC[C@H]1CCCN(C(=O)c2ccccc2)C1)c1ccncc1,2.4012312301729235,Cc1ccccc1C(=O)N1CCC[C@H](CNC(=O)c2ccncc2)C1,0.9328755613506542,337.423,2.672220000000001,62.3,3.0,1.0,4.0,25.0,2.0,0.35,O=C(NC[C@H]1CCCN(C(=O)c2ccccc2)C1)c1ccncc1,0,True,2.4012312301729235,0,qed,36
Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccccc3)CC2)cn1,,0.932875561350654,2.672220000000001,1.9028012361766395,0.0,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)c1ccccc1,1.9028012361766395,Cc1ccc(C(=O)N2CCC(CNC(=O)c3ccccc3)CC2)cn1,0.932875561350654,337.4230000000001,2.672220000000001,62.3,3.0,1.0,4.0,25.0,2.0,0.35,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)c1ccccc1,0,True,1.9028012361766395,0,qed,37
Cc1cccc(C(=O)NC2CCN(C(=O)C3CCCC3)C2)c1,,0.9322369739767644,2.5159200000000013,2.336193461073149,0.0,O=C(NC1CCN(C(=O)C2CCCC2)C1)c1ccccc1,2.336193461073149,Cc1cccc(C(=O)NC2CCN(C(=O)C3CCCC3)C2)c1,0.9322369739767644,300.4020000000001,2.5159200000000013,49.41,2.0,1.0,3.0,22.0,1.0,0.5555555555555556,O=C(NC1CCN(C(=O)C2CCCC2)C1)c1ccccc1,0,True,2.336193461073149,0,qed,38
C[C@@]1(C(=O)NC2CCN(c3ccccc3)CC2)CCSC1,,0.9317014973764928,2.9148000000000014,2.940223614428451,0.0,O=C(NC1CCN(c2ccccc2)CC1)C1CCSC1,2.940223614428451,C[C@@]1(C(=O)NC2CCN(c3ccccc3)CC2)CCSC1,0.9317014973764928,304.45900000000006,2.9148000000000014,32.34,3.0,1.0,3.0,21.0,1.0,0.5882352941176471,O=C(NC1CCN(c2ccccc2)CC1)C1CCSC1,0,True,2.940223614428451,0,qed,39
CC(C)CNC(=O)c1csc(-c2ccc(F)cc2)n1,,0.9316876219097078,3.3350000000000017,1.9011859536841695,0.0,c1ccc(-c2nccs2)cc1,1.9011859536841695,CC(C)CNC(=O)c1csc(-c2ccc(F)cc2)n1,0.9316876219097078,278.352,3.3350000000000017,41.99,3.0,1.0,4.0,19.0,2.0,0.2857142857142857,c1ccc(-c2nccs2)cc1,0,True,1.9011859536841695,0,qed,40
Cc1ccc(C(=O)N2CC[C@H](NC(=O)C3CCCCC3)C2)cn1,,0.9307515119379096,2.3010200000000003,2.5209281585785064,0.0,O=C(N[C@H]1CCN(C(=O)c2cccnc2)C1)C1CCCCC1,2.5209281585785064,Cc1ccc(C(=O)N2CC[C@H](NC(=O)C3CCCCC3)C2)cn1,0.9307515119379096,315.4170000000001,2.3010200000000003,62.3,3.0,1.0,3.0,23.0,1.0,0.6111111111111112,O=C(N[C@H]1CCN(C(=O)c2cccnc2)C1)C1CCCCC1,0,True,2.5209281585785064,0,qed,41
Cc1nc2ccccc2cc1C(=O)N1CCC[C@H](C[NH+]2CCCC2)C1,,0.9303334659004696,2.07412,3.714521219635516,0.0,O=C(c1cnc2ccccc2c1)N1CCC[C@H](C[NH+]2CCCC2)C1,3.714521219635516,Cc1nc2ccccc2cc1C(=O)N1CCC[C@H](C[NH+]2CCCC2)C1,0.9303334659004696,338.4750000000001,2.07412,37.64,2.0,1.0,3.0,25.0,2.0,0.5238095238095238,O=C(c1cnc2ccccc2c1)N1CCC[C@H](C[NH+]2CCCC2)C1,0,True,3.714521219635516,0,qed,42
CCc1ccc(C(=O)NC2CCN(C(=O)c3ccc(F)cc3)C2)cc1,,0.9299897155544352,3.0326000000000013,2.2105956938782327,0.0,O=C(NC1CCN(C(=O)c2ccccc2)C1)c1ccccc1,2.2105956938782327,CCc1ccc(C(=O)NC2CCN(C(=O)c3ccc(F)cc3)C2)cc1,0.9299897155544352,340.398,3.0326000000000013,49.41,2.0,1.0,4.0,25.0,2.0,0.3,O=C(NC1CCN(C(=O)c2ccccc2)C1)c1ccccc1,0,True,2.2105956938782327,0,qed,43
COc1ccc(NC(=O)N2CCC[C@@H](C3CCOCC3)C2)cc1,,0.9294475303393096,3.365700000000002,2.5181388255235024,0.0,O=C(Nc1ccccc1)N1CCC[C@@H](C2CCOCC2)C1,2.5181388255235024,COc1ccc(NC(=O)N2CCC[C@@H](C3CCOCC3)C2)cc1,0.9294475303393096,318.41700000000003,3.365700000000002,50.8,3.0,1.0,3.0,23.0,1.0,0.6111111111111112,O=C(Nc1ccccc1)N1CCC[C@@H](C2CCOCC2)C1,0,True,2.5181388255235024,0,qed,44
COc1ccc(CNC(=O)c2cccc(C)c2F)cc1,,0.9293477145197748,3.072720000000001,1.676471564622206,0.0,O=C(NCc1ccccc1)c1ccccc1,1.676471564622206,COc1ccc(CNC(=O)c2cccc(C)c2F)cc1,0.9293477145197748,273.307,3.072720000000001,38.33,2.0,1.0,4.0,20.0,2.0,0.1875,O=C(NCc1ccccc1)c1ccccc1,0,True,1.676471564622206,0,qed,45
CC(=O)NCC1CN(C(=O)c2cc(-c3ccccc3)no2)C1,,0.9291110964056978,1.5497,2.1971906028443247,0.0,O=C(c1cc(-c2ccccc2)no1)N1CCC1,2.1971906028443247,CC(=O)NCC1CN(C(=O)c2cc(-c3ccccc3)no2)C1,0.9291110964056978,299.3300000000001,1.5497,75.44,4.0,1.0,4.0,22.0,2.0,0.3125,O=C(c1cc(-c2ccccc2)no1)N1CCC1,0,True,2.1971906028443247,0,qed,46
Cc1cccc(C[NH+]2[C@H]3CC[C@H]2CN(C(=O)c2ccccc2)CC3)n1,,0.9288720289068116,1.8520199999999996,4.79205814587799,0.0,O=C(c1ccccc1)N1CC[C@@H]2CC[C@@H](C1)[NH+]2Cc1ccccn1,4.79205814587799,Cc1cccc(C[NH+]2[C@H]3CC[C@H]2CN(C(=O)c2ccccc2)CC3)n1,0.9288720289068116,336.45900000000006,1.8520199999999996,37.64,2.0,1.0,3.0,25.0,2.0,0.4285714285714285,O=C(c1ccccc1)N1CC[C@@H]2CC[C@@H](C1)[NH+]2Cc1ccccn1,0,True,4.79205814587799,0,qed,47
Cc1cccc(C[NH2+]C[C@H]2CCCN2C(=O)OC(C)(C)C)c1,,0.9285852027574696,2.45792,3.4538014596319666,0.0,c1ccc(C[NH2+]C[C@H]2CCCN2)cc1,3.4538014596319666,Cc1cccc(C[NH2+]C[C@H]2CCCN2C(=O)OC(C)(C)C)c1,0.9285852027574696,305.44200000000006,2.45792,46.150000000000006,2.0,1.0,4.0,22.0,1.0,0.6111111111111112,c1ccc(C[NH2+]C[C@H]2CCCN2)cc1,0,True,3.4538014596319666,0,qed,48
Cc1ccc(NC(=O)C2CCOCC2)cc1-c1ccccc1,,0.928201154855094,4.027120000000003,1.8047209533406043,0.0,O=C(Nc1cccc(-c2ccccc2)c1)C1CCOCC1,1.8047209533406043,Cc1ccc(NC(=O)C2CCOCC2)cc1-c1ccccc1,0.928201154855094,295.38199999999995,4.027120000000003,38.33,2.0,1.0,3.0,22.0,2.0,0.3157894736842105,O=C(Nc1cccc(-c2ccccc2)c1)C1CCOCC1,0,True,1.8047209533406043,0,qed,49
Cc1ccccc1C(=O)N1CCCC[C@H]1CNC(=O)c1cncn1C,,0.9272733455949024,2.15322,2.769555173834896,0.0,O=C(NC[C@@H]1CCCCN1C(=O)c1ccccc1)c1cnc[nH]1,2.769555173834896,Cc1ccccc1C(=O)N1CCCC[C@H]1CNC(=O)c1cncn1C,0.9272733455949024,340.427,2.15322,67.23,4.0,1.0,4.0,25.0,2.0,0.4210526315789473,O=C(NC[C@@H]1CCCCN1C(=O)c1ccccc1)c1cnc[nH]1,0,True,2.769555173834896,0,qed,50
CC(C)c1nc(C(=O)NCc2cc(F)ccc2Cl)cs1,,0.927211530734176,3.9890000000000025,2.1421557953914387,0.0,O=C(NCc1ccccc1)c1cscn1,2.1421557953914387,CC(C)c1nc(C(=O)NCc2cc(F)ccc2Cl)cs1,0.927211530734176,312.797,3.9890000000000025,41.99,3.0,1.0,4.0,20.0,2.0,0.2857142857142857,O=C(NCc1ccccc1)c1cscn1,0,True,2.1421557953914387,0,qed,51
COc1cccc(NC(=O)N2CCC[C@H](c3ccccc3)C2)c1,,0.9267855185158276,4.106700000000003,2.2037691355120206,0.0,O=C(Nc1ccccc1)N1CCC[C@H](c2ccccc2)C1,2.2037691355120206,COc1cccc(NC(=O)N2CCC[C@H](c3ccccc3)C2)c1,0.9267855185158276,310.397,4.106700000000003,41.57,2.0,1.0,3.0,23.0,2.0,0.3157894736842105,O=C(Nc1ccccc1)N1CCC[C@H](c2ccccc2)C1,0,True,2.2037691355120206,0,qed,52
Cc1ccccc1C(=O)N1CCC(C)(NC(=O)[C@H]2CCCO2)C1,,0.9263279023397069,1.89482,3.195404232171473,0.0,O=C(NC1CCN(C(=O)c2ccccc2)C1)[C@H]1CCCO1,3.195404232171473,Cc1ccccc1C(=O)N1CCC(C)(NC(=O)[C@H]2CCCO2)C1,0.9263279023397069,316.4010000000001,1.89482,58.64,3.0,1.0,3.0,23.0,1.0,0.5555555555555556,O=C(NC1CCN(C(=O)c2ccccc2)C1)[C@H]1CCCO1,0,True,3.195404232171473,0,qed,53
