smiles,Mol,QED,logP,SA,PAINS,scaffold,sa_ertl,smiles_can,qed,mw,logp,tpsa,hba,hbd,rtb,heavy_atoms,rings_aromatic,frac_csp3,murcko_scaffold,pains_n,pains_ok,sa
Cc1ccc(Br)cc1C(=O)N1CCN(c2ccccn2)CC1,,0.8258689594621119,3.1149200000000015,1.8938903901537891,0.0,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,1.8938903901537891,Cc1ccc(Br)cc1C(=O)N1CCN(c2ccccn2)CC1,0.8258689594621119,360.2550000000001,3.1149200000000015,36.440000000000005,3.0,0.0,2.0,22.0,2.0,0.29411764705882354,O=C(c1ccccc1)N1CCN(c2ccccn2)CC1,0,True,1.8938903901537891
COc1ccc(C(=O)NC[C@@H](C)CNC(=O)c2cc(C)nc(C)c2)cc1,,0.7996360715849994,2.5029400000000006,2.516936406536866,0.0,O=C(NCCCNC(=O)c1ccncc1)c1ccccc1,2.516936406536866,COc1ccc(C(=O)NC[C@@H](C)CNC(=O)c2cc(C)nc(C)c2)cc1,0.7996360715849994,355.4380000000001,2.5029400000000006,80.32000000000001,4.0,2.0,7.0,26.0,2.0,0.35,O=C(NCCCNC(=O)c1ccncc1)c1ccccc1,0,True,2.516936406536866
Cc1ccc(N2CCN(C(=O)C(=O)NCC[NH+]3CCCCC3)CC2)cc1,,0.7341646930834667,-0.1713799999999972,3.2517236433098144,1.0,O=C(NCC[NH+]1CCCCC1)C(=O)N1CCN(c2ccccc2)CC1,3.2517236433098144,Cc1ccc(N2CCN(C(=O)C(=O)NCC[NH+]3CCCCC3)CC2)cc1,0.7341646930834667,359.49400000000026,-0.1713799999999972,57.09,3.0,2.0,4.0,26.0,1.0,0.6,O=C(NCC[NH+]1CCCCC1)C(=O)N1CCN(c2ccccc2)CC1,1,False,3.2517236433098144
COc1cc(CCC(=O)NCC2CCCC2)ccc1F,,0.8687698609181891,3.0733000000000015,1.8841392771728138,0.0,O=C(CCc1ccccc1)NCC1CCCC1,1.8841392771728138,COc1cc(CCC(=O)NCC2CCCC2)ccc1F,0.8687698609181891,279.35499999999996,3.0733000000000015,38.33,2.0,1.0,6.0,20.0,1.0,0.5625,O=C(CCc1ccccc1)NCC1CCCC1,0,True,1.8841392771728138
CC1CCN(C(=O)N[C@H]2CCN(c3ccccc3)C2)CC1,,0.9075408992963941,2.706800000000001,2.3945761995482506,0.0,O=C(N[C@H]1CCN(c2ccccc2)C1)N1CCCCC1,2.3945761995482506,CC1CCN(C(=O)N[C@H]2CCN(c3ccccc3)C2)CC1,0.9075408992963941,287.4070000000001,2.706800000000001,35.580000000000005,2.0,1.0,2.0,21.0,1.0,0.5882352941176471,O=C(N[C@H]1CCN(c2ccccc2)C1)N1CCCCC1,0,True,2.3945761995482506
COc1ccc(C(=O)NCC2CCN(CNC=O)CC2)cc1,,0.732487292955992,0.8404999999999996,2.22360028026368,0.0,O=C(NCC1CCNCC1)c1ccccc1,2.22360028026368,COc1ccc(C(=O)NCC2CCN(CNC=O)CC2)cc1,0.732487292955992,305.37800000000004,0.8404999999999996,70.67,4.0,2.0,7.0,22.0,1.0,0.5,O=C(NCC1CCNCC1)c1ccccc1,0,True,2.22360028026368
Cc1[nH]ncc1C(=O)NC[C@@H](C)CNC(=O)c1cc2ccccc2[nH]1,,0.5521012799473577,1.995319999999999,2.8610743504329452,0.0,O=C(NCCCNC(=O)c1cc2ccccc2[nH]1)c1cn[nH]c1,2.8610743504329452,Cc1[nH]ncc1C(=O)NC[C@@H](C)CNC(=O)c1cc2ccccc2[nH]1,0.5521012799473577,339.399,1.995319999999999,102.66999999999999,3.0,4.0,6.0,25.0,3.0,0.2777777777777778,O=C(NCCCNC(=O)c1cc2ccccc2[nH]1)c1cn[nH]c1,0,True,2.8610743504329452
Cc1ccc(C(=O)N[C@H](C)CNC(=O)CCc2ccccc2)[nH]1,,0.7328487203259767,2.19042,2.6481566900470384,0.0,O=C(CCc1ccccc1)NCCNC(=O)c1ccc[nH]1,2.6481566900470384,Cc1ccc(C(=O)N[C@H](C)CNC(=O)CCc2ccccc2)[nH]1,0.7328487203259767,313.40099999999995,2.19042,73.99000000000001,2.0,3.0,7.0,23.0,2.0,0.3333333333333333,O=C(CCc1ccccc1)NCCNC(=O)c1ccc[nH]1,0,True,2.6481566900470384
CCc1ccc(C(=O)N2CCC[C@H]2CNC(=O)c2cccc(-n3cccn3)c2)cc1,,0.6865423645557147,3.4693000000000023,2.636631745567362,0.0,O=C(NC[C@@H]1CCCN1C(=O)c1ccccc1)c1cccc(-n2cccn2)c1,2.636631745567362,CCc1ccc(C(=O)N2CCC[C@H]2CNC(=O)c2cccc(-n3cccn3)c2)cc1,0.6865423645557147,402.498,3.4693000000000023,67.23,4.0,1.0,6.0,30.0,3.0,0.2916666666666667,O=C(NC[C@@H]1CCCN1C(=O)c1ccccc1)c1cccc(-n2cccn2)c1,0,True,2.636631745567362
Cc1ccc(C(=O)NC2C[NH+](Cc3ccon3)C2)c(C)c1,,0.8597341466780003,0.4885400000000002,3.4037090702366033,0.0,O=C(NC1C[NH+](Cc2ccon2)C1)c1ccccc1,3.4037090702366033,Cc1ccc(C(=O)NC2C[NH+](Cc3ccon3)C2)c(C)c1,0.8597341466780003,286.355,0.4885400000000002,59.57,3.0,2.0,4.0,21.0,2.0,0.375,O=C(NC1C[NH+](Cc2ccon2)C1)c1ccccc1,0,True,3.4037090702366033
Cc1nc2ccccc2cc1C(=O)N1CCC(OCc2ccccc2)CC1,,0.6939742653452684,4.364620000000004,2.008481560669569,0.0,O=C(c1cnc2ccccc2c1)N1CCC(OCc2ccccc2)CC1,2.008481560669569,Cc1nc2ccccc2cc1C(=O)N1CCC(OCc2ccccc2)CC1,0.6939742653452684,360.45700000000005,4.364620000000004,42.43000000000001,3.0,0.0,4.0,27.0,3.0,0.30434782608695654,O=C(c1cnc2ccccc2c1)N1CCC(OCc2ccccc2)CC1,0,True,2.008481560669569
COc1cccc(C[NH+]2CC(CNC(=O)c3ccccn3)C2)c1,,0.8182689120957644,0.5349000000000008,2.999208304442366,0.0,O=C(NCC1C[NH+](Cc2ccccc2)C1)c1ccccn1,2.999208304442366,COc1cccc(C[NH+]2CC(CNC(=O)c3ccccn3)C2)c1,0.8182689120957644,312.39300000000003,0.5349000000000008,55.660000000000004,3.0,2.0,6.0,23.0,2.0,0.3333333333333333,O=C(NCC1C[NH+](Cc2ccccc2)C1)c1ccccn1,0,True,2.999208304442366
Cc1cocc1C(=O)N1CCC[NH+](Cc2cccs2)CC1,,0.9348100825074152,1.58052,4.327592340784062,0.0,O=C(c1ccoc1)N1CCC[NH+](Cc2cccs2)CC1,4.327592340784062,Cc1cocc1C(=O)N1CCC[NH+](Cc2cccs2)CC1,0.9348100825074152,305.42300000000006,1.58052,37.89,3.0,1.0,3.0,21.0,2.0,0.4375,O=C(c1ccoc1)N1CCC[NH+](Cc2cccs2)CC1,0,True,4.327592340784062
CCCCCNC(=O)[C@@H]1CCC[NH+](C[C@@H]2CCOC2)C1,,0.6729381953836109,0.6242000000000014,4.4163139796704725,0.0,C1CC[NH+](C[C@@H]2CCOC2)CC1,4.4163139796704725,CCCCCNC(=O)[C@@H]1CCC[NH+](C[C@@H]2CCOC2)C1,0.6729381953836109,283.436,0.6242000000000014,42.769999999999996,2.0,2.0,7.0,20.0,0.0,0.9375,C1CC[NH+](C[C@@H]2CCOC2)CC1,0,True,4.4163139796704725
CC(C)(C)[NH+]1CCN(C(=O)NCc2cccc(F)c2)CC1,,0.8398789044406844,1.0343000000000004,3.265652638999809,0.0,O=C(NCc1ccccc1)N1CC[NH2+]CC1,3.265652638999809,CC(C)(C)[NH+]1CCN(C(=O)NCc2cccc(F)c2)CC1,0.8398789044406844,294.39400000000006,1.0343000000000004,36.78,1.0,2.0,2.0,21.0,1.0,0.5625,O=C(NCc1ccccc1)N1CC[NH2+]CC1,0,True,3.265652638999809
CCCNC(=O)C1(NC(=O)CCc2cccnc2)CCCC1,,0.8087573461560486,1.9693999999999992,2.303578302241702,0.0,O=C(CCc1cccnc1)NC1CCCC1,2.303578302241702,CCCNC(=O)C1(NC(=O)CCc2cccnc2)CCCC1,0.8087573461560486,303.4060000000001,1.9693999999999992,71.09,3.0,2.0,7.0,22.0,1.0,0.5882352941176471,O=C(CCc1cccnc1)NC1CCCC1,0,True,2.303578302241702
Cc1[nH]ccc1C(=O)NC1C[NH+](CC2CCC2)C1,,0.6963255838411234,0.12012000000000045,3.891160656761146,0.0,O=C(NC1C[NH+](CC2CCC2)C1)c1cc[nH]c1,3.891160656761146,Cc1[nH]ccc1C(=O)NC1C[NH+](CC2CCC2)C1,0.6963255838411234,248.34999999999994,0.12012000000000045,49.33,1.0,3.0,4.0,18.0,1.0,0.6428571428571429,O=C(NC1C[NH+](CC2CCC2)C1)c1cc[nH]c1,0,True,3.891160656761146
CCc1cccc(C(=O)NCCNC(=O)c2cc(C)nc(C)c2)c1,,0.8013732536246698,2.4206400000000006,1.9856649509475375,0.0,O=C(NCCNC(=O)c1ccncc1)c1ccccc1,1.9856649509475375,CCc1cccc(C(=O)NCCNC(=O)c2cc(C)nc(C)c2)c1,0.8013732536246698,325.412,2.4206400000000006,71.09,3.0,2.0,6.0,24.0,2.0,0.3157894736842105,O=C(NCCNC(=O)c1ccncc1)c1ccccc1,0,True,1.9856649509475375
Cc1cccc2c1cc(C(=O)NC[C@H]1CCCCO1)n2C,,0.9425534931658865,2.7856200000000007,2.627718229813066,0.0,O=C(NC[C@H]1CCCCO1)c1cc2ccccc2[nH]1,2.627718229813066,Cc1cccc2c1cc(C(=O)NC[C@H]1CCCCO1)n2C,0.9425534931658865,286.375,2.7856200000000007,43.26,3.0,1.0,3.0,21.0,2.0,0.47058823529411764,O=C(NC[C@H]1CCCCO1)c1cc2ccccc2[nH]1,0,True,2.627718229813066
Cc1ccccc1C[NH2+]C[C@H]1CCC[NH+](C(C)C)C1,,0.7818343392008676,0.7617200000000017,4.990024526982512,0.0,c1ccc(C[NH2+]C[C@H]2CCC[NH2+]C2)cc1,4.990024526982512,Cc1ccccc1C[NH2+]C[C@H]1CCC[NH+](C(C)C)C1,0.7818343392008676,262.44100000000003,0.7617200000000017,21.05,0.0,2.0,5.0,19.0,1.0,0.6470588235294118,c1ccc(C[NH2+]C[C@H]2CCC[NH2+]C2)cc1,0,True,4.990024526982512
Cc1cccc(C(=O)N2CC[NH+](CCc3ccccc3)CC2)n1,,0.9137995979400756,0.9734199999999997,3.1762297844548897,0.0,O=C(c1ccccn1)N1CC[NH+](CCc2ccccc2)CC1,3.1762297844548897,Cc1cccc(C(=O)N2CC[NH+](CCc3ccccc3)CC2)n1,0.9137995979400756,310.42100000000005,0.9734199999999997,37.64,2.0,1.0,4.0,23.0,2.0,0.3684210526315789,O=C(c1ccccn1)N1CC[NH+](CCc2ccccc2)CC1,0,True,3.1762297844548897
CCc1ccc(C(=O)NCC2(O)CCN(C(=O)c3cccc(F)c3)CC2)cc1,,0.8329133617020196,2.7852000000000006,2.128190991595476,0.0,O=C(NCC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,2.128190991595476,CCc1ccc(C(=O)NCC2(O)CCN(C(=O)c3cccc(F)c3)CC2)cc1,0.8329133617020196,384.4510000000001,2.7852000000000006,69.64,3.0,2.0,5.0,28.0,2.0,0.36363636363636365,O=C(NCC1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,0,True,2.128190991595476
CCCCCC(=O)NC1CCN(C(=O)c2ccccc2)CC1,,0.8213025261090738,2.987700000000002,1.7201343461977459,0.0,O=C(c1ccccc1)N1CCCCC1,1.7201343461977459,CCCCCC(=O)NC1CCN(C(=O)c2ccccc2)CC1,0.8213025261090738,302.41800000000006,2.987700000000002,49.410000000000004,2.0,1.0,6.0,22.0,1.0,0.5555555555555556,O=C(c1ccccc1)N1CCCCC1,0,True,1.7201343461977459
Cc1[nH]ccc1C(=O)NC[C@@H]1CCCN1C(=O)Cc1cccs1,,0.8831251296815874,2.3481199999999998,3.048250536200886,0.0,O=C(NC[C@@H]1CCCN1C(=O)Cc1cccs1)c1cc[nH]c1,3.048250536200886,Cc1[nH]ccc1C(=O)NC[C@@H]1CCCN1C(=O)Cc1cccs1,0.8831251296815874,331.441,2.3481199999999998,65.2,3.0,2.0,5.0,23.0,2.0,0.4117647058823529,O=C(NC[C@@H]1CCCN1C(=O)Cc1cccs1)c1cc[nH]c1,0,True,3.048250536200886
CCOC(=O)Cc1occc1C(=O)N[C@H]1CCN(C=O)C1,,0.6036930866792419,0.3456999999999999,3.188900537505374,0.0,O=C(N[C@H]1CCNC1)c1ccoc1,3.188900537505374,CCOC(=O)Cc1occc1C(=O)N[C@H]1CCN(C=O)C1,0.6036930866792419,294.307,0.3456999999999999,88.85,5.0,1.0,6.0,21.0,1.0,0.5,O=C(N[C@H]1CCNC1)c1ccoc1,0,True,3.188900537505374
Cc1ccc(OC2CCOCC2)cc1,,0.7165822316383015,2.5528200000000005,1.806045313647111,0.0,c1ccc(OC2CCOCC2)cc1,1.806045313647111,Cc1ccc(OC2CCOCC2)cc1,0.7165822316383015,192.25799999999998,2.5528200000000005,18.46,2.0,0.0,2.0,14.0,1.0,0.5,c1ccc(OC2CCOCC2)cc1,0,True,1.806045313647111
COc1ccc([NH+]2CCCC2)cc1,,0.7131604424316248,1.0053999999999996,3.9808134342193533,1.0,c1ccc([NH+]2CCCC2)cc1,3.9808134342193533,COc1ccc([NH+]2CCCC2)cc1,0.7131604424316248,178.255,1.0053999999999996,13.670000000000002,1.0,1.0,2.0,13.0,1.0,0.45454545454545453,c1ccc([NH+]2CCCC2)cc1,1,False,3.9808134342193533
C[C@H](NC(=O)N1CC[NH+]2CCCC[C@@H]2C1)c1ccccc1,,0.8431401111651683,1.2102000000000006,4.276537025827003,0.0,O=C(NCc1ccccc1)N1CC[NH+]2CCCC[C@@H]2C1,4.276537025827003,C[C@H](NC(=O)N1CC[NH+]2CCCC[C@@H]2C1)c1ccccc1,0.8431401111651683,288.41499999999996,1.2102000000000006,36.78,1.0,2.0,2.0,21.0,1.0,0.5882352941176471,O=C(NCc1ccccc1)N1CC[NH+]2CCCC[C@@H]2C1,0,True,4.276537025827003
CCc1ccc(C(=O)NC[C@H]2CCC[NH+](C3CC3)C2)cc1,,0.8439550150213325,1.4361,3.917629973120933,0.0,O=C(NC[C@H]1CCC[NH+](C2CC2)C1)c1ccccc1,3.917629973120933,CCc1ccc(C(=O)NC[C@H]2CCC[NH+](C3CC3)C2)cc1,0.8439550150213325,287.42699999999996,1.4361,33.54,1.0,2.0,5.0,21.0,1.0,0.6111111111111112,O=C(NC[C@H]1CCC[NH+](C2CC2)C1)c1ccccc1,0,True,3.917629973120933
Cc1ccc(C(=O)N2CC[C@@H](NC(=O)CC3CCOCC3)C2)o1,,0.9170027992512989,1.73542,2.8070148718652206,0.0,O=C(CC1CCOCC1)N[C@@H]1CCN(C(=O)c2ccco2)C1,2.8070148718652206,Cc1ccc(C(=O)N2CC[C@@H](NC(=O)CC3CCOCC3)C2)o1,0.9170027992512989,320.3890000000001,1.73542,71.78,4.0,1.0,4.0,23.0,1.0,0.6470588235294118,O=C(CC1CCOCC1)N[C@@H]1CCN(C(=O)c2ccco2)C1,0,True,2.8070148718652206
CCOC(=O)[C@@H]1CCCCN1C(=O)c1cccc(Cl)c1,,0.8056287641165745,2.897800000000001,2.2687180421349744,0.0,O=C(c1ccccc1)N1CCCCC1,2.2687180421349744,CCOC(=O)[C@@H]1CCCCN1C(=O)c1cccc(Cl)c1,0.8056287641165745,295.76599999999996,2.897800000000001,46.61,3.0,0.0,3.0,20.0,1.0,0.4666666666666667,O=C(c1ccccc1)N1CCCCC1,0,True,2.2687180421349744
Cc1[nH]ncc1C(=O)NC[C@H](C)CNC(=O)C1CC2(CC2)C1,,0.742002993091439,1.390419999999999,3.6166594990254737,0.0,O=C(NCCCNC(=O)C1CC2(CC2)C1)c1cn[nH]c1,3.6166594990254737,Cc1[nH]ncc1C(=O)NC[C@H](C)CNC(=O)C1CC2(CC2)C1,0.742002993091439,304.3940000000001,1.390419999999999,86.88,3.0,3.0,6.0,22.0,1.0,0.6875,O=C(NCCCNC(=O)C1CC2(CC2)C1)c1cn[nH]c1,0,True,3.6166594990254737
Cc1cccc(NC(=O)N2CC[C@@H](c3ccccc3)C2)c1,,0.885131396753984,4.016420000000003,2.1670816219946563,0.0,O=C(Nc1ccccc1)N1CC[C@@H](c2ccccc2)C1,2.1670816219946563,Cc1cccc(NC(=O)N2CC[C@@H](c3ccccc3)C2)c1,0.885131396753984,280.37100000000004,4.016420000000003,32.34,1.0,1.0,2.0,21.0,2.0,0.2777777777777778,O=C(Nc1ccccc1)N1CC[C@@H](c2ccccc2)C1,0,True,2.1670816219946563
Cc1ccc(C(=O)N[C@H]2CCCN(c3ccccc3)C2)s1,,0.9412989802319617,3.455320000000002,2.390864976345224,0.0,O=C(N[C@H]1CCCN(c2ccccc2)C1)c1cccs1,2.390864976345224,Cc1ccc(C(=O)N[C@H]2CCCN(c3ccccc3)C2)s1,0.9412989802319617,300.427,3.455320000000002,32.34,3.0,1.0,3.0,21.0,2.0,0.35294117647058826,O=C(N[C@H]1CCCN(c2ccccc2)C1)c1cccs1,0,True,2.390864976345224
Cc1cccc(NC(=O)COc2cccc(C)c2)c1,,0.909728778435085,3.320940000000002,1.499423302498876,0.0,O=C(COc1ccccc1)Nc1ccccc1,1.499423302498876,Cc1cccc(NC(=O)COc2cccc(C)c2)c1,0.909728778435085,255.317,3.320940000000002,38.33,2.0,1.0,4.0,19.0,2.0,0.1875,O=C(COc1ccccc1)Nc1ccccc1,0,True,1.499423302498876
CCN(C(=O)C1CCN(c2ccccc2)CC1)c1ccccc1OC,,0.8269995105780261,3.964700000000003,1.9619396977151027,0.0,O=C(Nc1ccccc1)C1CCN(c2ccccc2)CC1,1.9619396977151027,CCN(C(=O)C1CCN(c2ccccc2)CC1)c1ccccc1OC,0.8269995105780261,338.4510000000001,3.964700000000003,32.78,3.0,0.0,5.0,25.0,2.0,0.38095238095238093,O=C(Nc1ccccc1)C1CCN(c2ccccc2)CC1,0,True,1.9619396977151027
CCc1nc(C[NH2+]C[C@@H]2CCCN2C(=O)c2cocc2C)co1,,0.875673741895559,1.5066199999999998,4.285815571165919,0.0,O=C(c1ccoc1)N1CCC[C@H]1C[NH2+]Cc1cocn1,4.285815571165919,CCc1nc(C[NH2+]C[C@@H]2CCCN2C(=O)c2cocc2C)co1,0.875673741895559,318.39700000000005,1.5066199999999998,76.09,4.0,1.0,6.0,23.0,2.0,0.5294117647058824,O=C(c1ccoc1)N1CCC[C@H]1C[NH2+]Cc1cocn1,0,True,4.285815571165919
CCCCOCC(=O)N1CCC[C@H](CC)C1,,0.6522992154174442,2.4517000000000007,2.4878638539600004,0.0,C1CCNCC1,2.4878638539600004,CCCCOCC(=O)N1CCC[C@H](CC)C1,0.6522992154174442,227.34799999999993,2.4517000000000007,29.54,2.0,0.0,6.0,16.0,0.0,0.9230769230769231,C1CCNCC1,0,True,2.4878638539600004
Cc1ccc(C)c(C[NH2+]Cc2cc3ccccc3o2)c1,,0.7710826454642763,3.313240000000002,2.964332771518759,0.0,c1ccc(C[NH2+]Cc2cc3ccccc3o2)cc1,2.964332771518759,Cc1ccc(C)c(C[NH2+]Cc2cc3ccccc3o2)c1,0.7710826454642763,266.36400000000003,3.313240000000002,29.75,1.0,1.0,4.0,20.0,3.0,0.2222222222222222,c1ccc(C[NH2+]Cc2cc3ccccc3o2)cc1,0,True,2.964332771518759
COc1cccc(OCC(=O)N2CCN(c3ccccc3)CC2)c1,,0.8461820897072578,2.4228000000000005,1.700485551242764,0.0,O=C(COc1ccccc1)N1CCN(c2ccccc2)CC1,1.700485551242764,COc1cccc(OCC(=O)N2CCN(c3ccccc3)CC2)c1,0.8461820897072578,326.3960000000001,2.4228000000000005,42.010000000000005,4.0,0.0,5.0,24.0,2.0,0.3157894736842105,O=C(COc1ccccc1)N1CCN(c2ccccc2)CC1,0,True,1.700485551242764
CC(C)(C)OC(=O)N1CCC[C@H]([NH+]2CCN(C(=O)N3CCN(c4ccccc4)CC3)CC2)C1,,0.7303539862410846,1.5286000000000028,3.7118688299017677,0.0,O=C(N1CCN(c2ccccc2)CC1)N1CC[NH+]([C@H]2CCCNC2)CC1,3.7118688299017677,CC(C)(C)OC(=O)N1CCC[C@H]([NH+]2CCN(C(=O)N3CCN(c4ccccc4)CC3)CC2)C1,0.7303539862410846,458.6270000000003,1.5286000000000028,60.77,4.0,1.0,2.0,33.0,1.0,0.68,O=C(N1CCN(c2ccccc2)CC1)N1CC[NH+]([C@H]2CCCNC2)CC1,0,True,3.7118688299017677
Cc1ccccc1C[NH+]1CCN(C(=O)C2CCCCCC2)CC1,,0.8499117975106643,2.192519999999999,3.160742758048462,0.0,O=C(C1CCCCCC1)N1CC[NH+](Cc2ccccc2)CC1,3.160742758048462,Cc1ccccc1C[NH+]1CCN(C(=O)C2CCCCCC2)CC1,0.8499117975106643,315.48100000000017,2.192519999999999,24.75,1.0,1.0,3.0,23.0,1.0,0.65,O=C(C1CCCCCC1)N1CC[NH+](Cc2ccccc2)CC1,0,True,3.160742758048462
Cc1ccc(C(=O)NCC(C)(C)CNC(=O)c2ccc(N3CCOCC3)cc2)cc1,,0.737544920589966,3.017620000000001,2.1339721322857024,0.0,O=C(NCCCNC(=O)c1ccc(N2CCOCC2)cc1)c1ccccc1,2.1339721322857024,Cc1ccc(C(=O)NCC(C)(C)CNC(=O)c2ccc(N3CCOCC3)cc2)cc1,0.737544920589966,409.53000000000026,3.017620000000001,70.67,4.0,2.0,7.0,30.0,2.0,0.4166666666666667,O=C(NCCCNC(=O)c1ccc(N2CCOCC2)cc1)c1ccccc1,0,True,2.1339721322857024
CCC[NH+](C)CC(=O)N1CCN(c2ccc(F)cc2)CC1,,0.8512547297835885,0.39900000000000047,3.3965060133854266,0.0,c1ccc(N2CCNCC2)cc1,3.3965060133854266,CCC[NH+](C)CC(=O)N1CCN(c2ccc(F)cc2)CC1,0.8512547297835885,294.39400000000006,0.39900000000000047,27.990000000000002,2.0,1.0,5.0,21.0,1.0,0.5625,c1ccc(N2CCNCC2)cc1,0,True,3.3965060133854266
